date,observation.name,scan.number,focal.monkey,in.proximity,focal.activity,partners.activity (sequential),time
2015-03-02,2015-03-02_00V_AGS_3,1,00V,"00V, 61R",feedchow,rest,2015-03-02T09:31:57Z
2015-03-02,2015-03-02_00V_AGS_3,2,00V,00V,feedchow,NA,2015-03-02T09:36:56Z
2015-03-02,2015-03-02_00V_AGS_3,3,00V,00V,feedwater,NA,2015-03-02T09:41:56Z
2015-03-02,2015-03-02_06O_AGS_3,1,06O,06O,feedchow,NA,2015-03-02T10:12:46Z
2015-03-02,2015-03-02_06O_AGS_3,2,06O,06O,travel,NA,2015-03-02T10:17:44Z
2015-03-02,2015-03-02_06O_AGS_3,3,06O,06O,rest,NA,2015-03-02T10:22:43Z
2015-03-02,2015-03-02_13H_AGS_6,1,13H,"13H, 98K",rest,rest,2015-03-02T13:45:11Z
2015-03-02,2015-03-02_13H_AGS_6,2,13H,13H,rest,NA,2015-03-02T13:50:12Z
2015-03-02,2015-03-02_13H_AGS_6,3,13H,13H,rest,NA,2015-03-02T13:55:11Z
2015-03-02,2015-03-02_15E_AGS_5,1,15E,15E,rest,NA,2015-03-02T12:06:01Z
2015-03-02,2015-03-02_15E_AGS_5,2,15E,15E,rest,NA,2015-03-02T12:10:54Z
2015-03-02,2015-03-02_15E_AGS_5,3,15E,15E,rest,NA,2015-03-02T12:15:50Z
2015-03-02,2015-03-02_1G6_AGS_4,1,1G6,1G6,feedwater,NA,2015-03-02T11:07:12Z
2015-03-02,2015-03-02_1G6_AGS_4,2,1G6,1G6,feedplant,NA,2015-03-02T11:12:00Z
2015-03-02,2015-03-02_1G6_AGS_4,3,1G6,1G6,travel,NA,2015-03-02T11:16:59Z
2015-03-02,2015-03-02_2E4_AGS_1,1,2E4,2E4,feedchow,NA,2015-03-02T08:13:52Z
2015-03-02,2015-03-02_2E4_AGS_1,2,2E4,2E4,feedchow,NA,2015-03-02T08:18:48Z
2015-03-02,2015-03-02_2E4_AGS_1,3,2E4,2E4,rest,NA,2015-03-02T08:23:50Z
2015-03-02,2015-03-02_2G4_AGS_3,1,2G4,2G4,rest,NA,2015-03-02T09:59:48Z
2015-03-02,2015-03-02_2G4_AGS_3,2,2G4,2G4,feedchow,NA,2015-03-02T10:04:48Z
2015-03-02,2015-03-02_2G4_AGS_3,3,2G4,2G4,travel,NA,2015-03-02T10:09:50Z
2015-03-02,2015-03-02_2H6_AGS_5,1,2H6,2H6,rest,NA,2015-03-02T12:49:48Z
2015-03-02,2015-03-02_2H6_AGS_5,2,2H6,2H6,rest,NA,2015-03-02T12:54:49Z
2015-03-02,2015-03-02_2H6_AGS_5,3,2H6,2H6,rest,NA,2015-03-02T12:59:49Z
2015-03-02,2015-03-02_30J_AGS_6,1,30J,30J,rest,NA,2015-03-02T13:32:00Z
2015-03-02,2015-03-02_30J_AGS_6,2,30J,30J,travel,NA,2015-03-02T13:37:02Z
2015-03-02,2015-03-02_30J_AGS_6,3,30J,30J,rest,NA,2015-03-02T13:42:01Z
2015-03-02,2015-03-02_31I_AGS_1,1,31I,31I,rest,NA,2015-03-02T07:29:26Z
2015-03-02,2015-03-02_31I_AGS_1,2,31I,31I,rest,NA,2015-03-02T07:34:27Z
2015-03-02,2015-03-02_31I_AGS_1,3,31I,31I,travel,NA,2015-03-02T07:39:27Z
2015-03-02,2015-03-02_3H0_AGS_3,1,3H0,3H0,rest,NA,2015-03-02T09:45:51Z
2015-03-02,2015-03-02_3H0_AGS_3,2,3H0,3H0,travel,NA,2015-03-02T09:50:52Z
2015-03-02,2015-03-02_3H0_AGS_3,3,3H0,3H0,rest,NA,2015-03-02T09:55:51Z
2015-03-02,2015-03-02_45Z_AGS_1,1,45Z,45Z,rest,NA,2015-03-02T07:42:53Z
2015-03-02,2015-03-02_45Z_AGS_1,2,45Z,45Z,rest,NA,2015-03-02T07:47:54Z
2015-03-02,2015-03-02_45Z_AGS_1,3,45Z,45Z,travel,NA,2015-03-02T07:52:53Z
2015-03-02,2015-03-02_52Z_AGS_1,1,52Z,52Z,feedchow,NA,2015-03-02T08:00:12Z
2015-03-02,2015-03-02_52Z_AGS_1,2,52Z,52Z,travel,NA,2015-03-02T08:05:14Z
2015-03-02,2015-03-02_52Z_AGS_1,3,52Z,52Z,feedchow,NA,2015-03-02T08:10:12Z
2015-03-02,2015-03-02_5C6_AGS_2,1,5C6,5C6,rest,NA,2015-03-02T09:04:24Z
2015-03-02,2015-03-02_5C6_AGS_2,2,5C6,5C6,feedchow,NA,2015-03-02T09:09:19Z
2015-03-02,2015-03-02_5C6_AGS_2,3,5C6,5C6,feedchow,NA,2015-03-02T09:14:19Z
2015-03-02,2015-03-02_5E4_AGS_4,1,5E4,"5E4, 2G4",rest,rest,2015-03-02T11:25:56Z
2015-03-02,2015-03-02_5E4_AGS_4,2,5E4,5E4,rest,NA,2015-03-02T11:31:00Z
2015-03-02,2015-03-02_5E4_AGS_4,3,5E4,5E4,rest,NA,2015-03-02T11:36:03Z
2015-03-02,2015-03-02_77I_AGS_2,1,77I,77I,rest,NA,2015-03-02T08:44:19Z
2015-03-02,2015-03-02_77I_AGS_2,2,77I,77I,rest,NA,2015-03-02T08:49:20Z
2015-03-02,2015-03-02_77I_AGS_2,3,77I,77I,rest,NA,2015-03-02T08:54:19Z
2015-03-02,2015-03-02_7C4_AGS_6,1,7C4,7C4,social,NA,2015-03-02T13:16:21Z
2015-03-02,2015-03-02_7C4_AGS_6,2,7C4,7C4,rest,NA,2015-03-02T13:21:27Z
2015-03-02,2015-03-02_7C4_AGS_6,3,7C4,7C4,rest,NA,2015-03-02T13:26:21Z
2015-03-02,2015-03-02_80T_AGS_5,1,80T,80T,rest,NA,2015-03-02T12:35:27Z
2015-03-02,2015-03-02_80T_AGS_5,2,80T,80T,travel,NA,2015-03-02T12:40:28Z
2015-03-02,2015-03-02_80T_AGS_5,3,80T,80T,rest,NA,2015-03-02T12:45:28Z
2015-03-02,2015-03-02_81O_AGS_6,1,81O,81O,social,NA,2015-03-02T13:02:17Z
2015-03-02,2015-03-02_81O_AGS_6,2,81O,81O,social,NA,2015-03-02T13:07:19Z
2015-03-02,2015-03-02_81O_AGS_6,3,81O,81O,rest,NA,2015-03-02T13:12:17Z
2015-03-02,2015-03-02_8D3_AGS_2,1,8D3,8D3,feedchow,NA,2015-03-02T08:32:02Z
2015-03-02,2015-03-02_8D3_AGS_2,2,8D3,8D3,feedwater,NA,2015-03-02T08:37:04Z
2015-03-02,2015-03-02_8D3_AGS_2,3,8D3,8D3,travel,NA,2015-03-02T08:42:05Z
2015-03-02,2015-03-02_90T_AGS_5,1,90T,90T,rest,NA,2015-03-02T12:19:17Z
2015-03-02,2015-03-02_90T_AGS_5,2,90T,90T,rest,NA,2015-03-02T12:24:20Z
2015-03-02,2015-03-02_90T_AGS_5,3,90T,90T,rest,NA,2015-03-02T12:29:26Z
2015-03-02,2015-03-02_98K_AGS_2,1,98K,98K,feedchow,NA,2015-03-02T09:16:27Z
2015-03-02,2015-03-02_98K_AGS_2,2,98K,98K,feedchow,NA,2015-03-02T09:21:28Z
2015-03-02,2015-03-02_98K_AGS_2,3,98K,98K,feedchow,NA,2015-03-02T09:26:32Z
2015-03-03,2015-03-03_0D3_AGS_1,1,0D3,0D3,feedchow,NA,2015-03-03T08:24:17Z
2015-03-03,2015-03-03_0D3_AGS_1,2,0D3,0D3,feedchow,NA,2015-03-03T08:29:23Z
2015-03-03,2015-03-03_0F0_AGS_2,1,0F0,0F0,feedchow,NA,2015-03-03T09:18:30Z
2015-03-03,2015-03-03_0F0_AGS_2,2,0F0,"0F0, 51A",feedchow,feedchow,2015-03-03T09:23:31Z
2015-03-03,2015-03-03_0F0_AGS_2,3,0F0,0F0,travel,NA,2015-03-03T09:28:33Z
2015-03-03,2015-03-03_12O_AGS_1,1,12O,12O,rest,NA,2015-03-03T07:55:24Z
2015-03-03,2015-03-03_12O_AGS_1,2,12O,12O,travel,NA,2015-03-03T08:00:28Z
2015-03-03,2015-03-03_12O_AGS_1,3,12O,12O,rest,NA,2015-03-03T08:05:25Z
2015-03-03,2015-03-03_18I_AGS_4,1,18I,18I,rest,NA,2015-03-03T11:34:03Z
2015-03-03,2015-03-03_18I_AGS_4,2,18I,18I,rest,NA,2015-03-03T11:39:02Z
2015-03-03,2015-03-03_18I_AGS_4,3,18I,18I,travel,NA,2015-03-03T11:44:03Z
2015-03-03,2015-03-03_1A6_AGS_5,1,1A6,1A6,rest,NA,2015-03-03T12:53:50Z
2015-03-03,2015-03-03_1A6_AGS_5,2,1A6,1A6,rest,NA,2015-03-03T12:58:52Z
2015-03-03,2015-03-03_1A6_AGS_5,3,1A6,1A6,rest,NA,2015-03-03T13:03:51Z
2015-03-03,2015-03-03_1B1_AGS_3,1,1B1,1B1,feedchow,NA,2015-03-03T09:32:54Z
2015-03-03,2015-03-03_1B1_AGS_3,2,1B1,1B1,feedchow,NA,2015-03-03T09:37:54Z
2015-03-03,2015-03-03_1B1_AGS_3,3,1B1,1B1,travel,NA,2015-03-03T09:42:55Z
2015-03-03,2015-03-03_1G0_AGS_2,1,1G0,1G0,feedchow,NA,2015-03-03T08:39:13Z
2015-03-03,2015-03-03_1G0_AGS_2,2,1G0,1G0,feedchow,NA,2015-03-03T08:44:06Z
2015-03-03,2015-03-03_1G0_AGS_2,3,1G0,1G0,feedchow,NA,2015-03-03T08:49:05Z
2015-03-03,2015-03-03_1G4_AGS_4,1,1G4,"1G4, 5E4",rest,rest,2015-03-03T11:06:28Z
2015-03-03,2015-03-03_1G4_AGS_4,2,1G4,1G4,feedplant,NA,2015-03-03T11:11:30Z
2015-03-03,2015-03-03_1G4_AGS_4,3,1G4,1G4,social,NA,2015-03-03T11:16:35Z
2015-03-03,2015-03-03_2G3_AGS_2,1,2G3,2G3,travel,NA,2015-03-03T08:52:39Z
2015-03-03,2015-03-03_2G3_AGS_2,2,2G3,2G3,feedplant,NA,2015-03-03T08:57:32Z
2015-03-03,2015-03-03_2G3_AGS_2,3,2G3,2G3,rest,NA,2015-03-03T09:02:33Z
2015-03-03,2015-03-03_32Z_AGS_2,1,32Z,32Z,rest,NA,2015-03-03T09:04:56Z
2015-03-03,2015-03-03_32Z_AGS_2,2,32Z,32Z,rest,NA,2015-03-03T09:09:56Z
2015-03-03,2015-03-03_32Z_AGS_2,3,32Z,32Z,feedchow,NA,2015-03-03T09:14:56Z
2015-03-03,2015-03-03_33T_AGS_3,1,33T,33T,feedchow,NA,2015-03-03T09:52:17Z
2015-03-03,2015-03-03_33T_AGS_3,2,33T,33T,feedwater,NA,2015-03-03T09:57:08Z
2015-03-03,2015-03-03_47Z_AGS_1,1,47Z,"47Z, 4C3",rest,feedchow,2015-03-03T08:09:22Z
2015-03-03,2015-03-03_47Z_AGS_1,2,47Z,47Z,travel,NA,2015-03-03T08:14:38Z
2015-03-03,2015-03-03_47Z_AGS_1,3,47Z,"47Z, 4C3",rest,rest,2015-03-03T08:19:23Z
2015-03-03,2015-03-03_4C9_AGS_6,1,4C9,4C9,rest,NA,2015-03-03T13:37:34Z
2015-03-03,2015-03-03_4C9_AGS_6,2,4C9,4C9,travel,NA,2015-03-03T13:42:35Z
2015-03-03,2015-03-03_4C9_AGS_6,3,4C9,4C9,rest,NA,2015-03-03T13:47:35Z
2015-03-03,2015-03-03_4E2_AGS_3,1,4E2,4E2,rest,NA,2015-03-03T10:06:07Z
2015-03-03,2015-03-03_4E2_AGS_3,2,4E2,4E2,rest,NA,2015-03-03T10:11:13Z
2015-03-03,2015-03-03_4E2_AGS_3,3,4E2,4E2,rest,NA,2015-03-03T10:16:06Z
2015-03-03,2015-03-03_51A_AGS_6,1,51A,"51A, 2G2",rest,rest,2015-03-03T13:21:13Z
2015-03-03,2015-03-03_51A_AGS_6,2,51A,"51A, 15E",rest,rest,2015-03-03T13:26:21Z
2015-03-03,2015-03-03_51A_AGS_6,3,51A,51A,rest,NA,2015-03-03T13:31:14Z
2015-03-03,2015-03-03_51Z_AGS_5,1,51Z,51Z,travel,NA,2015-03-03T12:36:39Z
2015-03-03,2015-03-03_51Z_AGS_5,2,51Z,51Z,travel,NA,2015-03-03T12:41:41Z
2015-03-03,2015-03-03_51Z_AGS_5,3,51Z,51Z,rest,NA,2015-03-03T12:46:39Z
2015-03-03,2015-03-03_5E8_AGS_6,1,5E8,5E8,rest,NA,2015-03-03T13:52:56Z
2015-03-03,2015-03-03_5E8_AGS_6,2,5E8,5E8,rest,NA,2015-03-03T13:57:57Z
2015-03-03,2015-03-03_5E8_AGS_6,3,5E8,5E8,rest,NA,2015-03-03T14:02:58Z
2015-03-03,2015-03-03_78I_AGS_6,1,78I,78I,rest,NA,2015-03-03T13:08:06Z
2015-03-03,2015-03-03_78I_AGS_6,2,78I,78I,rest,NA,2015-03-03T13:13:08Z
2015-03-03,2015-03-03_78I_AGS_6,3,78I,78I,rest,NA,2015-03-03T13:18:07Z
2015-03-03,2015-03-03_81E_AGS_4,1,81E,81E,rest,NA,2015-03-03T11:48:48Z
2015-03-03,2015-03-03_81E_AGS_4,2,81E,81E,rest,NA,2015-03-03T11:53:49Z
2015-03-03,2015-03-03_81E_AGS_4,3,81E,81E,travel,NA,2015-03-03T11:58:49Z
2015-03-03,2015-03-03_85T_AGS_5,1,85T,85T,social,NA,2015-03-03T12:21:43Z
2015-03-03,2015-03-03_85T_AGS_5,2,85T,85T,rest,NA,2015-03-03T12:26:38Z
2015-03-03,2015-03-03_85T_AGS_5,3,85T,85T,rest,NA,2015-03-03T12:31:37Z
2015-03-03,2015-03-03_98J_AGS_1,1,98J,98J,rest,NA,2015-03-03T07:30:17Z
2015-03-03,2015-03-03_98J_AGS_1,2,98J,98J,rest,NA,2015-03-03T07:35:19Z
2015-03-03,2015-03-03_98J_AGS_1,3,98J,98J,travel,NA,2015-03-03T07:40:18Z
2015-03-03,2015-03-03_9C1_AGS_3,1,9C1,9C1,rest,NA,2015-03-03T10:19:54Z
2015-03-03,2015-03-03_9C1_AGS_3,2,9C1,9C1,rest,NA,2015-03-03T10:24:59Z
2015-03-03,2015-03-03_9C1_AGS_3,3,9C1,9C1,feedwater,NA,2015-03-03T10:29:55Z
2015-03-03,2015-03-03_T03_AGS_5,1,T03,T03,rest,NA,2015-03-03T12:07:47Z
2015-03-03,2015-03-03_T03_AGS_5,2,T03,T03,travel,NA,2015-03-03T12:12:43Z
2015-03-03,2015-03-03_T03_AGS_5,3,T03,T03,rest,NA,2015-03-03T12:17:42Z
2015-03-04,2015-03-04_12E_AGS_1,1,12E,12E,rest,NA,2015-03-04T07:56:12Z
2015-03-04,2015-03-04_12E_AGS_1,2,12E,12E,travel,NA,2015-03-04T08:01:16Z
2015-03-04,2015-03-04_12E_AGS_1,3,12E,12E,social,NA,2015-03-04T08:06:13Z
2015-03-04,2015-03-04_14E_AGS_4,1,14E,14E,rest,NA,2015-03-04T11:38:47Z
2015-03-04,2015-03-04_14E_AGS_4,2,14E,"14E, 12O",rest,rest,2015-03-04T11:43:50Z
2015-03-04,2015-03-04_14E_AGS_4,3,14E,14E,travel,NA,2015-03-04T11:48:49Z
2015-03-04,2015-03-04_19T_AGS_1,1,19T,19T,rest,NA,2015-03-04T07:41:38Z
2015-03-04,2015-03-04_19T_AGS_1,2,19T,19T,rest,NA,2015-03-04T07:46:43Z
2015-03-04,2015-03-04_19T_AGS_1,3,19T,19T,travel,NA,2015-03-04T07:51:37Z
2015-03-04,2015-03-04_1B0_AGS_4,1,1B0,1B0,travel,NA,2015-03-04T11:12:37Z
2015-03-04,2015-03-04_1B0_AGS_4,2,1B0,1B0,travel,NA,2015-03-04T11:17:36Z
2015-03-04,2015-03-04_1B0_AGS_4,3,1B0,1B0,travel,NA,2015-03-04T11:22:37Z
2015-03-04,2015-03-04_1F9_AGS_6,1,1F9,1F9,rest,NA,2015-03-04T13:08:11Z
2015-03-04,2015-03-04_1F9_AGS_6,2,1F9,1F9,rest,NA,2015-03-04T13:13:13Z
2015-03-04,2015-03-04_1F9_AGS_6,3,1F9,1F9,rest,NA,2015-03-04T13:18:12Z
2015-03-04,2015-03-04_1G1_AGS_4,1,1G1,1G1,travel,NA,2015-03-04T11:52:02Z
2015-03-04,2015-03-04_1G1_AGS_4,2,1G1,1G1,feedchow,NA,2015-03-04T11:57:04Z
2015-03-04,2015-03-04_1G1_AGS_4,3,1G1,1G1,rest,NA,2015-03-04T12:02:04Z
2015-03-04,2015-03-04_1G2_AGS_5,1,1G2,1G2,rest,NA,2015-03-04T12:37:05Z
2015-03-04,2015-03-04_1G2_AGS_5,2,1G2,1G2,rest,NA,2015-03-04T12:42:06Z
2015-03-04,2015-03-04_1G2_AGS_5,3,1G2,1G2,rest,NA,2015-03-04T12:47:07Z
2015-03-04,2015-03-04_1G8_AGS_3,1,1G8,1G8,feedchow,NA,2015-03-04T10:20:55Z
2015-03-04,2015-03-04_1G8_AGS_3,2,1G8,1G8,feedchow,NA,2015-03-04T10:25:55Z
2015-03-04,2015-03-04_1G8_AGS_3,3,1G8,1G8,travel,NA,2015-03-04T10:30:55Z
2015-03-04,2015-03-04_25R_AGS_6,1,25R,25R,rest,NA,2015-03-04T13:51:19Z
2015-03-04,2015-03-04_25R_AGS_6,2,25R,25R,rest,NA,2015-03-04T13:56:20Z
2015-03-04,2015-03-04_25R_AGS_6,3,25R,25R,travel,NA,2015-03-04T14:01:20Z
2015-03-04,2015-03-04_2G2_AGS_2,1,2G2,"2G2, 12E",feedwater,rest,2015-03-04T08:44:51Z
2015-03-04,2015-03-04_2G2_AGS_2,2,2G2,"2G2, 12E",rest,rest,2015-03-04T08:49:52Z
2015-03-04,2015-03-04_2G2_AGS_2,3,2G2,2G2,rest,NA,2015-03-04T08:54:52Z
2015-03-04,2015-03-04_2H6_AGS_3,1,2H6,2H6,feedchow,NA,2015-03-04T09:29:07Z
2015-03-04,2015-03-04_2H6_AGS_3,2,2H6,2H6,feedchow,NA,2015-03-04T09:34:07Z
2015-03-04,2015-03-04_2H6_AGS_3,3,2H6,2H6,feedchow,NA,2015-03-04T09:39:07Z
2015-03-04,2015-03-04_3D9_AGS_3,1,3D9,3D9,feedchow,NA,2015-03-04T09:55:49Z
2015-03-04,2015-03-04_3D9_AGS_3,2,3D9,3D9,feedchow,NA,2015-03-04T10:00:49Z
2015-03-04,2015-03-04_3D9_AGS_3,3,3D9,3D9,feedchow,NA,2015-03-04T10:05:48Z
2015-03-04,2015-03-04_40Z_AGS_4,1,40Z,40Z,rest,NA,2015-03-04T11:24:42Z
2015-03-04,2015-03-04_40Z_AGS_4,2,40Z,40Z,rest,NA,2015-03-04T11:29:42Z
2015-03-04,2015-03-04_40Z_AGS_4,3,40Z,40Z,travel,NA,2015-03-04T11:34:42Z
2015-03-04,2015-03-04_4C3_AGS_2,1,4C3,4C3,travel,NA,2015-03-04T08:58:08Z
2015-03-04,2015-03-04_4C3_AGS_2,2,4C3,4C3,travel,NA,2015-03-04T09:03:07Z
2015-03-04,2015-03-04_4C3_AGS_2,3,4C3,"4C3, 47Z",rest,rest,2015-03-04T09:08:07Z
2015-03-04,2015-03-04_4D3_AGS_1,1,4D3,4D3,rest,NA,2015-03-04T08:14:37Z
2015-03-04,2015-03-04_4D3_AGS_1,2,4D3,4D3,feedwater,NA,2015-03-04T08:24:37Z
2015-03-04,2015-03-04_53Z_AGS_2,1,53Z,53Z,feedchow,NA,2015-03-04T08:27:42Z
2015-03-04,2015-03-04_53Z_AGS_2,2,53Z,53Z,feedchow,NA,2015-03-04T08:32:43Z
2015-03-04,2015-03-04_53Z_AGS_2,3,53Z,53Z,rest,NA,2015-03-04T08:37:42Z
2015-03-04,2015-03-04_5E6_AGS_3,1,5E6,5E6,rest,NA,2015-03-04T10:08:42Z
2015-03-04,2015-03-04_5E6_AGS_3,2,5E6,5E6,feedchow,NA,2015-03-04T10:13:40Z
2015-03-04,2015-03-04_5E6_AGS_3,3,5E6,5E6,rest,NA,2015-03-04T10:18:38Z
2015-03-04,2015-03-04_61D_AGS_5,1,61D,61D,rest,NA,2015-03-04T12:07:57Z
2015-03-04,2015-03-04_61D_AGS_5,2,61D,61D,rest,NA,2015-03-04T12:13:01Z
2015-03-04,2015-03-04_61D_AGS_5,3,61D,61D,rest,NA,2015-03-04T12:17:58Z
2015-03-04,2015-03-04_61R_AGS_4,1,61R,61R,rest,NA,2015-03-04T10:58:11Z
2015-03-04,2015-03-04_61R_AGS_4,2,61R,61R,travel,NA,2015-03-04T11:03:18Z
2015-03-04,2015-03-04_61R_AGS_4,3,61R,"61R, 45Z",rest,rest,2015-03-04T11:08:12Z
2015-03-04,2015-03-04_7F5_AGS_5,1,7F5,7F5,feedchow,NA,2015-03-04T12:52:53Z
2015-03-04,2015-03-04_7F5_AGS_5,2,7F5,7F5,feedchow,NA,2015-03-04T12:57:52Z
2015-03-04,2015-03-04_7F5_AGS_5,3,7F5,7F5,travel,NA,2015-03-04T13:02:54Z
2015-03-04,2015-03-04_93T_AGS_2,1,93T,93T,rest,NA,2015-03-04T09:12:29Z
2015-03-04,2015-03-04_93T_AGS_2,2,93T,93T,feedchow,NA,2015-03-04T09:17:31Z
2015-03-04,2015-03-04_93T_AGS_2,3,93T,93T,feedwater,NA,2015-03-04T09:22:38Z
2015-03-04,2015-03-04_9D7_AGS_3,1,9D7,9D7,rest,NA,2015-03-04T09:43:06Z
2015-03-04,2015-03-04_9D7_AGS_3,2,9D7,9D7,rest,NA,2015-03-04T09:48:06Z
2015-03-04,2015-03-04_9D7_AGS_3,3,9D7,9D7,rest,NA,2015-03-04T09:53:06Z
2015-03-05,2015-03-05_4C5_AGS_2,1,4C5,4C5,travel,NA,2015-03-05T09:00:17Z
2015-03-05,2015-03-05_4C5_AGS_2,2,4C5,4C5,rest,NA,2015-03-05T09:05:17Z
2015-03-05,2015-03-05_4C5_AGS_2,3,4C5,"4C5, 98K",rest,rest,2015-03-05T09:10:17Z
2015-03-05,2015-03-05_4G8_AGS_1,1,4G8,4G8,travel,NA,2015-03-05T08:06:22Z
2015-03-05,2015-03-05_4G8_AGS_1,2,4G8,4G8,rest,NA,2015-03-05T08:11:23Z
2015-03-05,2015-03-05_4G8_AGS_1,3,4G8,4G8,travel,NA,2015-03-05T08:16:23Z
2015-03-05,2015-03-05_73V_AGS_1,1,73V,73V,travel,NA,2015-03-05T07:27:50Z
2015-03-05,2015-03-05_73V_AGS_1,2,73V,73V,rest,NA,2015-03-05T07:32:50Z
2015-03-05,2015-03-05_73V_AGS_1,3,73V,73V,social,NA,2015-03-05T07:37:50Z
2015-03-05,2015-03-05_8A7_AGS_5,1,8A7,8A7,rest,NA,2015-03-05T12:49:34Z
2015-03-05,2015-03-05_8A7_AGS_5,2,8A7,8A7,rest,NA,2015-03-05T12:54:34Z
2015-03-05,2015-03-05_8A7_AGS_5,3,8A7,8A7,rest,NA,2015-03-05T12:59:36Z
2015-03-05,2015-03-05_9E8_AGS_5,1,9E8,9E8,rest,NA,2015-03-05T12:18:08Z
2015-03-05,2015-03-05_9E8_AGS_5,2,9E8,9E8,travel,NA,2015-03-05T12:23:12Z
2015-03-05,2015-03-05_9E8_AGS_5,3,9E8,9E8,travel,NA,2015-03-05T12:28:10Z
2015-03-09,2015-03-09_0F0_AGS_4,1,0F0,0F0,rest,NA,2015-03-09T12:55:36Z
2015-03-09,2015-03-09_0F0_AGS_4,2,0F0,0F0,rest,NA,2015-03-09T13:00:38Z
2015-03-09,2015-03-09_0F0_AGS_4,3,0F0,0F0,rest,NA,2015-03-09T13:05:37Z
2015-03-09,2015-03-09_12E_AGS_5,1,12E,12E,travel,NA,2015-03-09T13:18:20Z
2015-03-09,2015-03-09_12E_AGS_5,2,12E,12E,travel,NA,2015-03-09T13:23:24Z
2015-03-09,2015-03-09_12E_AGS_5,3,12E,12E,travel,NA,2015-03-09T13:28:22Z
2015-03-09,2015-03-09_15E_AGS_3,1,15E,15E,travel,NA,2015-03-09T11:11:18Z
2015-03-09,2015-03-09_15E_AGS_3,2,15E,15E,rest,NA,2015-03-09T11:16:17Z
2015-03-09,2015-03-09_15E_AGS_3,3,15E,15E,rest,NA,2015-03-09T11:21:17Z
2015-03-09,2015-03-09_19T_AGS_4,1,19T,19T,rest,NA,2015-03-09T12:29:48Z
2015-03-09,2015-03-09_19T_AGS_4,2,19T,19T,rest,NA,2015-03-09T12:34:51Z
2015-03-09,2015-03-09_19T_AGS_4,3,19T,19T,rest,NA,2015-03-09T12:39:50Z
2015-03-09,2015-03-09_1A6_AGS_3,1,1A6,1A6,rest,NA,2015-03-09T10:29:26Z
2015-03-09,2015-03-09_1A6_AGS_3,2,1A6,1A6,rest,NA,2015-03-09T10:34:28Z
