id,sex,year.of.birth,age,mother,father,behavioral.mother,group.at.birth,rank,ordinal.rank,percofsex.dominanted,idcode,hrs.focalfollowed,focalcutoff_met
24V,F,2003,10,Z51,70C,Z51,KK,2,H,93.5483871,2422,10.833333333333334,Y
62R,F,2002,11,Z51,Z46,Z51,KK,3,H,90.32258065,6218,10.833333333333334,Y
0B6,F,2004,9,V05,64K,V05,KK,4,H,87.09677419,26,10.666666666666666,N
1E2,F,2006,7,88R,84J,88R,KK,5,H,83.87096774,1052,10.833333333333334,Y
21H,F,1997,16,V05,E93,V05,F,6,H,80.64516129,2108,10.833333333333334,Y
76J,F,1999,14,R75,X81,R75,F,7,M,77.41935484,7610,10.833333333333334,Y
4D8,F,2006,7,76J,94O,76J,KK,8,M,74.19354839,4048,10.833333333333334,Y
2C3,F,2005,8,R75,S76,R75,KK,9,M,70.96774194,2033,10.833333333333334,Y
74T,F,2002,11,07A,70C,07A,KK,10,M,67.74193548,7420,10.833333333333334,Y
86Z,F,2004,9,58H,30G,58H,KK,11,M,64.51612903,8626,10.666666666666666,N
60R,F,2001,12,58H,K14,58H,KK,12,M,61.29032258,6018,10.833333333333334,Y
6D6,F,2006,7,45F,79H,45F,KK,13,M,58.06451613,6046,10.833333333333334,Y
83Z,F,2004,9,58N,X81,58N,KK,14,M,54.83870968,8326,10.833333333333334,Y
53E,F,1996,17,L80,S94,L80,F,15,M,51.61290323,5305,10.833333333333334,Y
6C2,F,2005,8,75J,84J,75J,KK,16,L,48.38709677,6032,10.833333333333334,Y
2C4,F,2005,8,53E,57F,53E,KK,17,L,45.16129032,2034,10.833333333333334,Y
6D9,F,2006,7,64R,56K,64R,KK,18,L,41.93548387,6049,10.833333333333334,Y
19A,F,1992,21,O55,J26,O55,F,19,L,38.70967742,1901,10.833333333333334,Y
3A2,F,2004,9,34B,94H,34B,KK,20,L,35.48387097,3012,10.833333333333334,Y
37V,F,2003,10,19A,90B,19A,KK,21,L,32.25806452,3722,10.666666666666666,N
1C7,F,2005,8,19A,09L,19A,KK,22,L,29.03225806,1037,10.833333333333334,Y
44V,F,2004,9,O55,S56,O55,KK,23,L,25.80645161,4422,10.833333333333334,Y
93O,F,2000,13,L84,G23,L84,KK,24,L,22.58064516,9315,10.833333333333334,Y
6D4,F,2006,7,L84,09L,L84,KK,25,L,19.35483871,6044,10.833333333333334,Y
51V,F,2003,10,37D,45A,37D,KK,26,L,16.12903226,5122,10.833333333333334,Y
49V,F,2003,10,65A,29H,65A,KK,27,L,12.90322581,4922,10.833333333333334,Y
55J,F,1998,15,65A,V79,65A,F,28,L,9.677419355,5510,10.833333333333334,Y
9C5,F,2006,7,55J,09L,55J,KK,29,L,6.451612903,9035,10.833333333333334,Y
25P,F,2000,13,65A,X57,65A,KK,30,L,3.225806452,2516,10.833333333333334,Y
1C5,F,2005,8,21G,79H,21G,KK,31,L,0,1035,10.833333333333334,Y
