agonism_winner,agonism_loser,agonism_type,winner_sex,loser_sex,date,observer,data_source,focal_individual
0M1,9C1,feargrm,Male,Female,2017-01-23,DP,focalfollow,agonism.winner
0M1,85T,feargrm,Male,Female,2017-01-23,DP,focalfollow,agonism.winner
1B1,0E3,avoid,Male,Male,2017-01-23,DP,focalfollow,agonism.winner
1F2,4C5,feargrm,Male,Female,2017-01-23,DP,focalfollow,agonism.winner
1F2,4C5,threat,Male,Female,2017-01-23,DP,focalfollow,agonism.winner
2K3,00V,feargrm,Male,Female,2017-01-23,DP,focalfollow,agonism.winner
2K3,00V,feargrm,Male,Female,2017-01-23,DP,focalfollow,agonism.winner
5K8,5B0,feargrm,Male,Male,2017-01-23,DP,focalfollow,agonism.winner
61R,2K5,feargrm,Male,Male,2017-01-23,DP,focalfollow,agonism.winner
7G1,adult male,feargrm,Male,Unknown,2017-01-23,DP,focalfollow,agonism.winner
7G1,9E8,feargrm,Male,Female,2017-01-23,DP,focalfollow,agonism.winner
7G1,73S,noncontactagg,Male,Male,2017-01-23,DP,focalfollow,agonism.winner
19T,9I9,feargrm,Male,Male,2017-01-25,DP,focalfollow,agonism.winner
2K4,1F2,submit,Male,Male,2017-01-25,DP,focalfollow,agonism.winner
2K4,13H,contactagg,Male,Female,2017-01-25,DP,focalfollow,agonism.winner
32Z,7K8,feargrm,Male,Female,2017-01-25,DP,focalfollow,agonism.winner
98J,51Z,threat,Female,Female,2017-01-25,DP,focalfollow,agonism.winner
0F0,5B0,contactagg,Female,Male,2017-01-26,DP,focalfollow,agonism.winner
18I,32Z,feargrm,Male,Male,2017-01-26,DP,focalfollow,agonism.winner
1G1,1I5,threat,Female,Female,2017-01-26,DP,focalfollow,agonism.winner
25R,3I9,avoid,Male,Male,2017-01-26,DP,focalfollow,agonism.winner
25R,1B1,noncontactagg,Male,Male,2017-01-26,DP,focalfollow,agonism.winner
25R,3H0,noncontactagg,Male,Female,2017-01-26,DP,focalfollow,agonism.winner
2I3,0J4,noncontactagg,Female,Male,2017-01-26,DP,focalfollow,agonism.winner
3I9,4J4,feargrm,Male,Female,2017-01-26,DP,focalfollow,agonism.winner
3I9,85T,avoid,Male,Female,2017-01-26,DP,focalfollow,agonism.winner
77I,1K2,feargrm,Male,Female,2017-01-26,DP,focalfollow,agonism.winner
1G0,04T,avoid,Female,Male,2017-01-27,DP,focalfollow,agonism.winner
1G0,1K2,displace,Female,Female,2017-01-27,DP,focalfollow,agonism.winner
7L8,3I9,feargrm,Male,Male,2017-01-27,DP,focalfollow,agonism.winner
7L8,3I9,avoid,Male,Male,2017-01-27,DP,focalfollow,agonism.winner
7L8,3I9,feargrm,Male,Male,2017-01-27,DP,focalfollow,agonism.winner
19T,9C1,feargrm,Male,Female,2017-01-30,DP,focalfollow,agonism.winner
19T,9C1,noncontactagg,Male,Female,2017-01-30,DP,focalfollow,agonism.winner
1B1,93T,feargrm,Male,Female,2017-01-30,DP,focalfollow,agonism.winner
1B1,0G1,feargrm,Male,Male,2017-01-30,DP,focalfollow,agonism.winner
