id,sex,year.of.birth,age,mother,father,behavioral.mother,group.at.birth,rank,ordinal.rank,percofsex.dominanted,idcode,hrs.focalfollowed,focalcutoff_met
43F,F,1996,21,Z14,R70,Z14,F,1,H,100,4306,4.166666666666667,Y
0G5,F,2007,10,43F,75H,43F,F,2,H,97.26027397,75,4.333333333333333,Y
5C0,F,2005,12,43F,08N,43F,F,3,H,95.89041096,5030,4.333333333333333,Y
43J,F,1998,19,H74,O23,H74,F,4,H,94.52054795,4310,4.333333333333333,Y
4C1,F,2005,12,43J,07D,43J,F,5,H,93.15068493,4031,4.166666666666667,Y
9D8,F,2006,11,85S,84E,85S,F,6,H,91.78082192,9048,4.333333333333333,Y
82A,F,1993,24,H74,H87,H74,F,7,H,90.4109589,8201,4.333333333333333,Y
6C0,F,2006,11,82A,08N,82A,F,8,H,89.04109589,6030,4.333333333333333,Y
98T,F,2004,13,R65,30C,R65,F,9,H,87.67123288,9820,4.333333333333333,Y
2L8,F,2010,7,17C,07D,17C,F,10,H,86.30136986,2128,4.333333333333333,Y
04N,F,2000,17,17C,Z06,17C,F,11,H,84.93150685,414,4.333333333333333,Y
3E2,F,2006,11,04N,48L,04N,F,12,H,83.56164384,3052,4.333333333333333,Y
8J6,F,2009,8,60P,91O,60P,F,13,H,82.19178082,8106,4.333333333333333,Y
0A4,F,2004,13,62H,07D,62H,F,14,H,80.82191781,14,4.333333333333333,Y
5K3,F,2010,7,0A4,56K,0A4,F,15,M,79.45205479,5113,4.333333333333333,Y
92D,F,1994,23,K00,D11,K00,F,16,M,78.08219178,9204,4.166666666666667,Y
0I6,F,2009,8,92D,36S,92D,F,17,M,76.71232877,96,4.166666666666667,Y
64P,F,2000,17,39B,85B,39B,F,18,M,75.34246575,6416,4.333333333333333,Y
2J8,F,2009,8,79C,25L,79C,F,19,M,73.97260274,2108,4.333333333333333,Y
59A,F,1992,25,NA,658,J97,F,20,M,72.60273973,5901,4.333333333333333,Y
8J8,F,2009,8,59A,36S,59A,F,21,M,71.23287671,8108,4.5,Y
7C0,F,2005,12,O52,64K,O52,F,22,M,69.8630137,7030,4.333333333333333,Y
5K7,F,2010,7,73B,36S,73B,F,23,M,68.49315068,5117,4.333333333333333,Y
0I5,F,2008,9,90D,36S,90D,F,24,M,67.12328767,95,4.333333333333333,Y
8B0,F,2005,12,48B,08N,48B,F,25,M,65.75342466,8020,4,Y
2A8,F,2004,13,44J,86D,44J,F,26,M,64.38356164,2018,4.333333333333333,Y
7D8,F,2006,11,47L,09K,47L,F,27,M,63.01369863,7048,4,Y
82L,F,2000,17,NA,56C,27C,F,28,M,61.64383562,8212,4,Y
00O,F,1999,18,90D,56C,90D,F,29,M,60.2739726,15,4.333333333333333,Y
79Z,F,2004,13,64A,79H,64A,F,30,M,58.90410959,7926,4.166666666666667,Y
0K7,F,2009,8,79Z,05I,79Z,F,31,M,57.53424658,117,4.166666666666667,Y
50I,F,1997,20,64A,S56,64A,F,32,M,56.16438356,5009,4.333333333333333,Y
9H7,F,2008,9,50I,43P,50I,F,33,M,54.79452055,9087,4.333333333333333,Y
40L,F,1999,18,64A,Z06,64A,F,34,M,53.42465753,4012,4.333333333333333,Y
1L4,F,2010,7,40L,43P,40L,F,35,M,52.05479452,1124,4.333333333333333,Y
2A7,F,2004,13,40L,79H,40L,F,36,M,50.68493151,2017,4.333333333333333,Y
55V,F,2003,14,J92,90B,J92,F,37,L,49.31506849,5522,4.333333333333333,Y
34N,F,1999,18,J92,R70,J92,F,38,L,47.94520548,3414,2.8333333333333335,Y
1J7,F,2010,7,X97,64K,X97,F,39,L,46.57534247,1107,4.333333333333333,Y
1A3,F,2004,13,34N,86D,34N,F,40,L,45.20547945,1013,4.333333333333333,Y
2H3,F,2008,9,28N,02R,28N,F,41,L,43.83561644,2083,4.333333333333333,Y
5K1,F,2010,7,61J,25L,61J,F,42,L,42.46575342,5111,4.166666666666667,Y
61J,F,1999,18,V58,V79,V58,F,43,L,41.09589041,6110,4.333333333333333,Y
3C3,F,2005,12,43I,65F,43I,F,44,L,39.7260274,3033,4.333333333333333,Y
0K2,F,2009,8,3C3,16N,3C3,F,45,L,38.35616438,112,4.333333333333333,Y
8E8,F,2007,10,43I,25L,43I,F,46,L,36.98630137,8058,4.333333333333333,Y
63V,F,2003,14,89C,60E,89C,F,47,L,35.61643836,6322,4.166666666666667,Y
7B7,F,2005,12,89C,65F,89C,F,48,L,34.24657534,7027,4.333333333333333,Y
28G,F,1997,20,X70,V79,X70,F,49,L,32.87671233,2807,3.3333333333333335,Y
4C2,F,2005,12,00J,15N,00J,F,50,L,31.50684932,4032,4.166666666666667,Y
36Z,F,2004,13,00J,79H,00J,F,51,L,30.1369863,3626,4.333333333333333,Y
1L5,F,2010,7,62V,8A7,62V,F,52,L,28.76712329,1125,4.333333333333333,Y
0A9,F,2004,13,29B,08N,29B,F,53,L,27.39726027,19,4.166666666666667,Y
7J8,F,2009,8,0A9,25L,0A9,F,54,L,26.02739726,7108,4.333333333333333,Y
2J2,F,2009,8,29B,49L,29B,F,55,L,24.65753425,2102,4.166666666666667,Y
9I6,F,2009,8,7B5,07T,7B5,F,56,L,23.28767123,9096,4.166666666666667,Y
78T,F,2002,15,14I,66F,14I,F,57,L,21.91780822,7820,4,Y
68V,F,2004,13,N12,10D,N12,F,58,L,20.54794521,6822,4.166666666666667,Y
35N,F,2000,17,N12,H87,N12,F,59,L,19.17808219,3514,2.1666666666666665,N
9A4,F,2004,13,35N,85B,35N,F,60,L,17.80821918,9014,4,Y
3E7,F,2006,11,Z11,07D,Z11,F,61,L,16.43835616,3057,4.166666666666667,Y
29Z,F,2003,14,99I,86F,99I,F,62,L,15.06849315,2926,4.333333333333333,Y
9G3,F,2008,9,28J,07D,28J,F,63,L,13.69863014,9073,4,Y
