agonism_winner,agonism_loser,agonism_type,winner_sex,loser_sex,date,observer,data_source,focal_individual
04I,34N,threat,Male,Female,2013-02-25,JG,focalfollow,agonism.winner
07D,unknown,threat,Male,Unknown,2013-02-25,JG,focalfollow,agonism.winner
07D,unknown,threat,Male,Unknown,2013-02-25,JG,focalfollow,agonism.winner
6C0,unknown,threat,Female,Unknown,2013-02-25,JG,focalfollow,agonism.winner
73B,juvenile,threat,Female,Unknown,2013-02-25,JG,focalfollow,agonism.winner
22R,40L,submit,Male,Female,2013-02-26,JG,focalfollow,agonism.winner
30C,juvenile,threat,Male,Unknown,2013-02-26,JG,focalfollow,agonism.winner
30C,juvenile,threat,Male,Unknown,2013-02-26,JG,focalfollow,agonism.winner
30C,unknown,threat,Male,Unknown,2013-02-26,JG,focalfollow,agonism.winner
4C1,unknown,threat,Female,Unknown,2013-02-26,JG,focalfollow,agonism.winner
60T,unknown,threat,Male,Unknown,2013-02-26,JG,focalfollow,agonism.winner
60T,unknown,threat,Male,Unknown,2013-02-26,JG,focalfollow,agonism.winner
62H,unknown,threat,Female,Unknown,2013-02-26,JG,focalfollow,agonism.winner
82L,61J,submit,Female,Female,2013-02-26,JG,focalfollow,agonism.winner
87K,juvenile,threat,Female,Unknown,2013-02-26,JG,focalfollow,agonism.winner
17C,unknown,threat,Female,Unknown,2013-02-27,JG,focalfollow,agonism.winner
3E4,8B0,threat,Male,Female,2013-02-27,JG,focalfollow,agonism.winner
3E4,juvenile,threat,Male,Unknown,2013-02-27,JG,focalfollow,agonism.winner
4C2,juvenile,threat,Female,Unknown,2013-02-27,JG,focalfollow,agonism.winner
4C2,unknown,threat,Female,Unknown,2013-02-27,JG,focalfollow,agonism.winner
64P,juvenile,threat,Female,Unknown,2013-02-28,JG,focalfollow,agonism.winner
88T,juvenile,threat,Male,Unknown,2013-02-28,JG,focalfollow,agonism.winner
96B,juvenile,threat,Male,Unknown,2013-02-28,JG,focalfollow,agonism.winner
50S,8B0,threat,Female,Female,2013-03-01,JG,focalfollow,agonism.winner
0B8,unknown,threat,Male,Unknown,2013-03-04,JG,focalfollow,agonism.winner
18Z,36Z,submit,Male,Female,2013-03-04,JG,focalfollow,agonism.winner
29B,8C0,threat,Female,Male,2013-03-04,JG,focalfollow,agonism.winner
43F,unknown,threat,Female,Unknown,2013-03-04,JG,focalfollow,agonism.winner
43F,unknown,threat,Female,Unknown,2013-03-04,JG,focalfollow,agonism.winner
82A,juvenile,threat,Female,Unknown,2013-03-04,JG,focalfollow,agonism.winner
82A,juvenile,threat,Female,Unknown,2013-03-04,JG,focalfollow,agonism.winner
82A,juvenile,threat,Female,Unknown,2013-03-04,JG,focalfollow,agonism.winner
43P,unknown,threat,Male,Unknown,2013-03-05,JG,focalfollow,agonism.winner
5B0,35N,submit,Male,Female,2013-03-05,JG,focalfollow,agonism.winner
59A,juvenile,threat,Female,Unknown,2013-03-06,JG,focalfollow,agonism.winner
6B2,unknown,threat,Male,Unknown,2013-03-06,JG,focalfollow,agonism.winner
43F,unknown,threat,Female,Unknown,2013-03-08,JG,focalfollow,agonism.winner
43F,7B7,threat,Female,Female,2013-03-08,JG,focalfollow,agonism.winner
59A,50S,threat,Female,Female,2013-03-08,JG,focalfollow,agonism.winner
62H,unknown,threat,Female,Unknown,2013-03-08,JG,focalfollow,agonism.winner
82L,adult male,threat,Female,Unknown,2013-03-08,JG,focalfollow,agonism.winner
36Z,juvenile,threat,Female,Unknown,2013-03-11,JG,focalfollow,agonism.winner
40L,unknown,threat,Female,Unknown,2013-03-11,JG,focalfollow,agonism.winner
