agonism_winner,agonism_loser,agonism_type,winner_sex,loser_sex,date,observer,data_source,focal_individual
07D,34N,feargrm,Male,Female,2014-03-03,JN,focalfollow,agonism.winner
07D,34N,feargrm,Male,Female,2014-03-03,JN,focalfollow,agonism.winner
1C0,7B7,avoid,Female,Female,2014-03-03,JG,focalfollow,agonism.winner
3E4,7B2,feargrm,Male,Male,2014-03-03,JN,focalfollow,agonism.winner
3E4,7B2,displace,Male,Male,2014-03-03,JN,focalfollow,agonism.winner
42T,JUVENIL,contactagg,Male,Unknown,2014-03-03,JN,focalfollow,agonism.winner
42T,61J,noncontactagg,Male,Female,2014-03-03,JN,focalfollow,agonism.winner
43V,35N,avoid,Male,Female,2014-03-03,JG,focalfollow,agonism.winner
43V,6C3,avoid,Male,Female,2014-03-03,JG,focalfollow,agonism.winner
50S,32S,displace,Female,Female,2014-03-03,JG,focalfollow,agonism.winner
50S,juvenile,contactagg,Female,Unknown,2014-03-03,JG,focalfollow,agonism.winner
50S,32S,threat,Female,Female,2014-03-03,JG,focalfollow,agonism.winner
50S,juvenile,contactagg,Female,Unknown,2014-03-03,JG,focalfollow,agonism.winner
56E,93Z,displace,Female,Female,2014-03-03,JN,focalfollow,agonism.winner
60T,juvenile,noncontactagg,Male,Unknown,2014-03-03,JG,focalfollow,agonism.winner
60T,juvenile,threat,Male,Unknown,2014-03-03,JG,focalfollow,agonism.winner
60T,44J,feargrm,Male,Female,2014-03-03,JG,focalfollow,agonism.winner
61J,42L,displace,Female,Female,2014-03-03,JN,focalfollow,agonism.winner
61J,infant,contactagg,Female,Unknown,2014-03-03,JN,focalfollow,agonism.winner
62V,juvenile,noncontactagg,Female,Unknown,2014-03-03,JG,focalfollow,agonism.winner
62V,juvenile,noncontactagg,Female,Unknown,2014-03-03,JG,focalfollow,agonism.winner
63V,juvenile,threat,Female,Unknown,2014-03-03,JG,focalfollow,agonism.winner
63V,juvenile,threat,Female,Unknown,2014-03-03,JG,focalfollow,agonism.winner
7E1,JUVENIL,noncontactagg,Male,Unknown,2014-03-03,JN,focalfollow,agonism.winner
7E1,4C2,avoid,Male,Female,2014-03-03,JN,focalfollow,agonism.winner
92D,56E,avoid,Female,Female,2014-03-03,JG,focalfollow,agonism.winner
93Z,juvenile,threat,Female,Unknown,2014-03-03,JG,focalfollow,agonism.winner
96B,29B,feargrm,Male,Female,2014-03-03,JN,focalfollow,agonism.winner
96B,34N,avoid,Male,Female,2014-03-03,JN,focalfollow,agonism.winner
96B,60T,noncontactagg,Male,Male,2014-03-03,JN,focalfollow,agonism.winner
96B,9D8,avoid,Male,Female,2014-03-03,JN,focalfollow,agonism.winner
96B,04N,feargrm,Male,Female,2014-03-03,JN,focalfollow,agonism.winner
96B,04N,feargrm,Male,Female,2014-03-03,JN,overtime,agonism.winner
9D1,6C0,contactagg,Male,Female,2014-03-03,JG,focalfollow,agonism.winner
9D8,63V,noncontactagg,Female,Female,2014-03-03,JG,focalfollow,agonism.winner
04I,3E4,noncontactagg,Male,Male,2014-03-04,JG,focalfollow,agonism.winner
04I,40L,avoid,Male,Female,2014-03-04,JG,focalfollow,agonism.winner
04I,3B9,avoid,Male,Male,2014-03-04,JG,focalfollow,agonism.winner
04I,42T,feargrm,Male,Male,2014-03-04,JG,focalfollow,agonism.winner
04N,juvenile,threat,Female,Unknown,2014-03-04,JG,focalfollow,agonism.winner
12Z,6C0,avoid,Male,Female,2014-03-04,JG,focalfollow,agonism.winner
12Z,6C0,avoid,Male,Female,2014-03-04,JG,focalfollow,agonism.winner
3B9,adult male,noncontactagg,Male,Unknown,2014-03-04,JG,focalfollow,agonism.winner
