groom_giver,groom_reciever,constrained_duration,observation_name
9H7,50I,71,2016-08-09_9H7_JG_6
98T,4C1,160,2016-08-11_98T_JG_6
8E8,3C3,182,2016-08-15_8E8_JG_4
0A9,8J6,176,2016-08-16_0A9_JG_6
0I5,82L,210,2016-08-16_0I5_JG_4
1K5,2J2,244,2016-08-16_1K5_JG_5
5C0,43F,43,2016-08-16_5C0_JG_6
29Z,adult male,63,2016-08-17_29Z_JG_6
5J5,53E,38,2016-08-18_5J5_JG_6
1K5,8J6,104,2016-08-19_1K5_JG_4
28J,9G3,52,2016-08-29_28J_JG_6
9H7,7D8,86,2016-08-29_9H7_JG_5
4C2,1J8,313,2016-08-30_4C2_JG_5
4C2,6I9,17,2016-08-30_4C2_JG_5
6I9,36Z,101,2016-08-30_6I9_JG_4
8C0,92D,193,2016-08-30_8C0_JG_4
8C0,92D,220,2016-08-30_8C0_JG_4
0K7,57H,120,2016-08-31_0K7_JG_6
29Z,9A4,37,2016-08-31_29Z_JG_4
3E2,98T,45,2016-08-31_3E2_JG_5
6C0,9D8,142,2016-08-31_6C0_JG_6
8J8,64P,75,2016-08-31_8J8_JG_6
1J8,8J8,302,2016-09-01_1J8_JG_6
68V,9E5,362,2016-09-02_68V_JG_5
3C3,0K2,134,2016-09-06_3C3_JG_1
3C3,5C0,79,2016-09-06_3C3_JG_1
64P,2A2,163,2016-09-06_64P_JG_6
53E,50I,53,2016-09-07_53E_JG_5
53E,50I,247,2016-09-07_53E_JG_5
1A3,12Z,110,2016-09-08_1A3_JG_6
1C0,2A7,47,2016-09-12_1C0_JG_5
1K5,9G3,109,2016-09-12_1K5_JG_6
5C0,43F,29,2016-09-12_5C0_JG_4
92D,96B,596,2016-09-12_92D_JG_4
0A9,64P,316,2016-09-13_0A9_JG_5
61J,8C0,83,2016-09-13_61J_JG_4
7D8,2A8,145,2016-09-13_7D8_JG_6
7C0,3E2,146,2016-09-16_7C0_JG_6
57H,0K7,260,2016-09-20_57H_JG_4
04N,3E2,77,2016-09-21_04N_JG_6
92D,0I6,97,2016-09-21_92D_JG_4
98T,43F,35,2016-09-23_98T_JG_4
98T,4C1,55,2016-09-23_98T_JG_4
32S,3E2,406,2016-09-26_32S_JG_5
8J6,43P,96,2016-09-26_8J6_JG_3
3E1,98T,302,2016-09-27_3E1_JG_6
8F3,2A2,129,2016-10-03_8F3_JG_5
5G9,7D8,507,2016-10-06_5G9_JG_4
5G9,7D8,40,2016-10-06_5G9_JG_4
7C0,64P,147,2016-10-06_7C0_JG_5
1J7,1C0,172,2016-10-07_1J7_JG_5
3E1,98T,80,2016-10-10_3E1_JG_4
62H,98T,155,2016-10-10_62H_JG_6
2A8,2A7,54,2016-10-12_2A8_JG_4
7J8,9I6,224,2016-10-12_7J8_JG_2
9D1,62H,114,2016-10-12_9D1_JG_5
1H6,9A4,202,2016-10-13_1H6_JG_5
1H6,28J,208,2016-10-13_1H6_JG_5
8J6,0C6,102,2016-10-13_8J6_JG_6
0K2,7I5,8,2016-01-25_0K2_JN_3
5J4,6I7,357,2016-01-25_5J4_JN_6
0A4,92D,503,2016-01-26_0A4_JN_5
1J8,1C0,137,2016-01-26_1J8_JN_2
5G3,8F3,55,2016-01-29_5G3_JN_6
5G9,7G2,595,2016-02-01_5G9_JN_4
1J8,9H7,46,2016-02-02_1J8_JN_4
42T,35N,504,2016-02-03_42T_JN_4
0K2,3C3,451,2016-02-04_0K2_JN_6
8J8,2H3,38,2016-02-04_8J8_JN_3
9A4,68V,107,2016-02-04_9A4_JN_5
6I7,42L,87,2016-02-08_6I7_JN_4
1J8,0C6,47,2016-02-09_1J8_JN_6
3E7,1C2,181,2016-02-09_3E7_JN_5
5G9,29Z,64,2016-02-09_5G9_JN_2
7I5,4C2,114,2016-02-09_7I5_JN_6
0K2,3C3,254,2016-02-10_0K2_JN_5
0G5,43F,184,2016-02-11_0G5_JN_5
62H,92D,200,2016-02-11_62H_JN_3
62H,92D,220,2016-02-11_62H_JN_3
62H,92D,78,2016-02-11_62H_JN_3
68V,5E4,70,2016-02-11_68V_JN_4
7I5,7C0,120,2016-02-11_7I5_JN_5
3E7,29Z,22,2016-02-15_3E7_JN_3
9I6,1J0,105,2016-02-15_9I6_JN_4
9I6,40L,158,2016-02-15_9I6_JN_4
9I6,1J0,7,2016-02-15_9I6_JN_4
43F,07D,132,2016-02-16_43F_JN_5
