id,sex,year.of.birth,age,mother,father,behavioral.mother,group.at.birth,rank,ordinal.rank,percofsex.dominanted,idcode,hrs.focalfollowed,focalcutoff_met
98K,M,1999,17,74B,T53,74B,R,2,H,95.55555556,9811,6.333333333333333,Y
12E,M,1995,21,J92,A98,J92,F,3,H,93.33333333,1205,6.333333333333333,Y
61R,M,2001,15,07A,45A,07A,KK,4,H,91.11111111,6118,6.166666666666667,Y
73V,M,2003,13,T83,Z46,T83,S,5,H,88.88888889,7322,2.8333333333333335,Y
18I,M,1998,18,L80,K42,L80,F,6,H,86.66666667,1809,6.5,Y
12O,M,1999,17,I56,85A,I56,S,7,H,84.44444444,1215,6.166666666666667,Y
77I,M,1998,18,S97,D52,S97,R,8,H,82.22222222,7709,6.166666666666667,Y
81O,M,2000,16,02A,L83,02A,R,9,H,80,8115,6.166666666666667,Y
33T,M,2002,14,89K,80B,89K,R,10,M,77.77777778,3320,6,Y
25R,M,2001,15,V44,51A,V44,R,11,M,75.55555556,2518,6.166666666666667,Y
3J7,M,2009,7,47Z,72O,47Z,V,12,M,73.33333333,3107,6,Y
32Z,M,2004,12,J91,X81,J91,F,13,M,71.11111111,3226,6,Y
4E2,M,2007,9,67G,17L,67G,F,14,M,68.88888889,4052,6.166666666666667,Y
0G1,M,2007,9,K00,91O,K00,F,15,M,66.66666667,71,6.166666666666667,Y
5E6,M,2007,9,78T,85B,78T,F,16,M,64.44444444,5056,5.833333333333333,Y
1B1,M,2004,12,36O,78B,36O,HH,17,M,62.22222222,1021,6,Y
0I9,M,2009,7,85T,72O,85T,V,18,M,60,109,6.166666666666667,Y
06O,M,2000,16,19A,17B,19A,F,19,M,57.77777778,615,4,Y
5I3,M,2009,7,56R,06O,56R,HH,20,M,55.55555556,5093,4,Y
2F8,M,2007,9,08Z,43N,08Z,R,21,M,53.33333333,2068,6.333333333333333,Y
3B9,M,2005,11,15O,50G,15O,R,22,M,51.11111111,3029,6.333333333333333,Y
19T,M,2002,14,V05,S76,V05,KK,23,L,48.88888889,1920,6.166666666666667,Y
4G8,M,2008,8,73B,89N,73B,F,24,L,46.66666667,4078,6.333333333333333,Y
3I6,M,2009,7,61A,23T,61A,F,25,L,44.44444444,3096,6.166666666666667,Y
0J4,M,2009,7,16Z,50T,16Z,R,26,L,42.22222222,94,6.166666666666667,Y
3I9,M,2009,7,6A4,50T,6A4,R,27,L,40,3099,6,Y
0E3,M,2006,10,L19,20J,L19,R,28,L,37.77777778,53,6.333333333333333,Y
7A2,M,2004,12,28N,86D,28N,F,29,L,35.55555556,7012,6.333333333333333,Y
73S,M,2002,14,29B,29F,29B,F,30,L,33.33333333,7319,4.333333333333333,Y
7F5,M,2007,9,76J,79H,76J,KK,31,L,31.11111111,7065,6.166666666666667,Y
04T,M,2002,14,96G,80B,96G,R,32,L,28.88888889,420,6,Y
1F2,M,2007,9,81I,26P,81I,S,33,L,26.66666667,1062,5.333333333333333,Y
5J1,M,2009,7,4C2,23T,4C2,F,34,L,24.44444444,5101,4.333333333333333,Y
9E3,M,2007,9,56E,30L,56E,F,35,L,22.22222222,9053,3.3333333333333335,Y
36V,M,2003,13,35B,62D,35B,R,36,L,20,3622,4.333333333333333,Y
3I5,M,2009,7,14Z,17K,14Z,R,37,L,17.77777778,3095,3.3333333333333335,Y
9I9,M,2009,7,36O,19T,36O,HH,38,L,15.55555556,9099,6.166666666666667,Y
8D8,M,2006,10,60R,20J,60R,KK,39,L,13.33333333,8048,6,Y
5B0,M,2005,11,81I,57D,81I,S,40,L,11.11111111,5020,6,Y
4D3,M,2006,10,31G,51J,31G,V,41,L,8.888888889,4043,6.333333333333333,Y
28B,M,1993,23,J28,G09,J28,F,42,L,6.666666667,2802,3.5,Y
5I5,M,2009,7,30O,36S,30O,HH,43,L,4.444444444,5095,6.5,Y
7G1,M,2008,8,39F,25I,39F,R,44,L,2.222222222,7071,5.333333333333333,Y
8A9,M,2004,12,13A,96B,13A,HH,45,L,0,8019,5.333333333333333,Y
30Z,M,2003,13,V65,85B,V65,F,NA,NA,NA,3026,2,N
9D7,M,2006,10,00J,36S,00J,F,NA,NA,NA,9047,1.6666666666666667,N
2H6,M,2008,8,68C,43R,68C,R,NA,NA,NA,2086,0.3333333333333333,N
17K,M,1998,18,Z15,T16,Z15,F,NA,NA,NA,1711,1,N
60E,M,1996,20,N12,H90,N12,F,NA,NA,NA,6005,0.3333333333333333,N
2C9,M,2005,11,38E,80B,38E,R,NA,NA,NA,2039,1.8333333333333333,N
