id,sex,year.of.birth,age,mother,father,behavioral.mother,group.at.birth,rank,ordinal.rank,percofsex.dominanted,idcode,hrs.focalfollowed,focalcutoff_met
14E,F,1994,22,L49,G20,L49,V,1,H,100,1405,6,Y
2E4,F,2006,10,29J,54F,29J,V,2,H,95.23809524,2054,6.333333333333333,Y
1K1,F,2009,7,31L,98K,31L,V,3,H,92.85714286,1111,6.166666666666667,Y
0F0,F,2007,9,31L,61B,31L,V,4,H,90.47619048,60,6.166666666666667,Y
5C6,F,2005,11,31L,Z46,31L,V,5,H,88.0952381,5036,6.333333333333333,Y
9C1,F,2006,10,67F,54F,67F,V,6,H,85.71428571,9031,6.166666666666667,Y
00V,F,2003,13,30J,51A,30J,V,7,H,83.33333333,22,6.166666666666667,Y
2G4,F,2008,8,00V,30S,00V,V,8,H,80.95238095,2074,6.166666666666667,Y
53Z,F,2004,12,30J,51A,30J,V,9,M,78.57142857,5326,6.333333333333333,Y
1G1,F,2008,8,48S,61B,48S,V,10,M,76.19047619,1071,6.166666666666667,Y
15E,F,1995,21,J41,F32,J41,V,11,M,73.80952381,1505,6.166666666666667,Y
0K0,F,2009,7,15E,12E,15E,V,12,M,71.42857143,110,6,Y
78I,F,1997,19,13B,L07,13B,V,13,M,69.04761905,7809,6.333333333333333,Y
5E8,F,2008,8,78I,60L,78I,V,14,M,66.66666667,5058,6,Y
7C4,F,2005,11,13B,17L,13B,V,15,M,64.28571429,7034,6.166666666666667,Y
52Z,F,2004,12,78I,01K,78I,V,16,M,61.9047619,5226,6.333333333333333,Y
2I3,F,2009,7,52Z,51A,52Z,V,17,M,59.52380952,2093,6.166666666666667,Y
1G6,F,2008,8,52Z,30S,52Z,V,18,M,57.14285714,1076,6.166666666666667,Y
13H,F,1997,19,J41,S76,J41,V,19,M,54.76190476,1308,6.166666666666667,Y
1I7,F,2009,7,13H,12E,13H,V,20,M,52.38095238,1097,6.166666666666667,Y
9E8,F,2008,8,L66,12E,L66,V,21,M,50,9058,6.166666666666667,Y
93T,F,2003,13,L66,51A,L66,V,22,L,47.61904762,9320,6.166666666666667,Y
45Z,F,2004,12,20C,51J,20C,V,23,L,45.23809524,4526,6.5,Y
90T,F,2003,13,79I,72H,79I,V,24,L,42.85714286,9020,6.166666666666667,Y
4J4,F,2009,7,90T,72O,90T,V,25,L,40.47619048,4104,6.166666666666667,Y
2G2,F,2008,8,81E,61B,81E,V,26,L,38.0952381,2072,6.166666666666667,Y
47Z,F,2004,12,31G,12E,31G,V,27,L,35.71428571,4726,6.166666666666667,Y
2G3,F,2008,8,47Z,NA,47Z,V,28,L,33.33333333,2073,6.166666666666667,Y
4C9,F,2005,11,20C,44E,20C,V,29,L,30.95238095,4039,6.166666666666667,Y
1G0,F,2008,8,25N,41N,25N,V,30,L,28.57142857,1070,6.166666666666667,Y
1I5,F,2009,7,01R,72O,01R,V,31,L,26.19047619,1095,6.166666666666667,Y
1K2,F,2009,7,99J,60L,99J,V,32,L,23.80952381,1112,6.166666666666667,Y
1B0,F,2004,12,99J,12E,99J,V,33,L,21.42857143,1020,6.166666666666667,Y
3H0,F,2008,8,1B0,NA,1B0,V,34,L,19.04761905,3080,6.166666666666667,Y
T03,F,1989,27,845,NA,845,L,35,L,16.66666667,2003,6.333333333333333,Y
4C5,F,2005,11,T03,51A,T03,V,36,L,14.28571429,4035,6.166666666666667,Y
3D9,F,2007,9,T03,51A,T03,V,37,L,11.9047619,3049,6.166666666666667,Y
98J,F,1998,18,13A,X80,13A,V,38,L,9.523809524,9810,6,Y
85T,F,2003,13,98J,51A,98J,V,39,L,7.142857143,8520,6,Y
1G4,F,2008,8,85T,30S,85T,V,40,L,4.761904762,1074,6.166666666666667,Y
51Z,F,2004,12,97J,61B,97J,V,41,L,2.380952381,5126,6.333333333333333,Y
1I6,F,2009,7,51Z,60L,51Z,V,42,L,0,1096,6.166666666666667,Y
51A,M,1992,24,K04,A66,K04,F,1,H,100,5101,6,Y
