groom_giver,groom_reciever,constrained_duration,observation_name
32Z,2I3,241,2017-01-25_32Z_DP_1
32Z,7K8,71,2017-01-25_32Z_DP_1
1I6,85T,226,2017-01-26_1I6_DP_6
1I6,1G4,78,2017-01-26_1I6_DP_6
5B0,93T,329,2017-01-30_5B0_DP_3
0F0,51A,148,2017-01-31_0F0_DP_5
1I7,13H,29,2017-01-31_1I7_DP_6
5L8,4G8,26,2017-02-03_5L8_DP_5
90T,4J4,477,2017-02-20_90T_DP_1
1F2,85T,329,2017-02-21_1F2_DP_6
2G3,3J7,198,2017-02-28_2G3_DP_3
85T,0J4,81,2017-02-28_85T_DP_5
2G3,3J7,260,2017-03-01_2G3_DP_5
1G4,2K1,176,2017-03-02_1G4_DP_4
0M4,14E,145,2017-03-13_0M4_DP_5
2K4,7C4,93,2017-03-13_2K4_DP_4
2G4,00V,93,2017-03-15_2G4_DP_1
5L8,4C5,53,2017-03-23_5L8_DP_3
1K2,0G1,43,2017-03-28_1K2_DP_4
8J3,4G6,80,2017-03-28_8J3_DP_3
12O,9E8,307,2017-04-05_12O_DP_4
2K5,4C5,171,2017-04-10_2K5_DP_6
5B0,47Z,157,2017-04-11_5B0_DP_6
33T,5E8,377,2017-04-12_33T_DP_4
3H0,1B0,62,2017-04-12_3H0_DP_6
8K1,1G0,71,2017-04-19_8K1_DP_5
9E8,78I,293,2017-04-20_9E8_DP_4
2G2,5L7,75,2017-04-24_2G2_DP_1
2G3,47Z,380,2017-04-25_2G3_DP_5
2K5,9E8,345,2017-04-27_2K5_DP_4
0F0,0K0,48,2017-05-03_0F0_DP_5
0F0,9C1,85,2017-05-03_0F0_DP_5
0J4,8K1,163,2017-05-03_0J4_DP_5
1I6,51Z,67,2017-05-04_1I6_DP_1
1K1,0M4,534,2017-02-01_1K1_DP_5
2E4,2K4,299,2017-01-30_2E4_DP_5
2G3,3J7,317,2017-02-28_2G3_DP_3
1G4,2K1,213,2017-04-06_1G4_DP_5
5L8,4C5,36,2017-05-25_5L8_DP_1
47Z,3J7,199,2017-05-11_47Z_DP_6
4C9,2K6,326,2017-05-11_4C9_DP_4
15E,78I,61,2017-05-24_15E_DP_4
4J4,90T,75,2017-05-25_4J4_DP_5
0M3,0M4,331,2017-06-12_0M3_DP_5
3J7,90T,53,2017-06-13_3J7_DP_2
4E2,3H0,354,2017-06-13_4E2_DP_5
93T,9E8,107,2017-06-14_93T_DP_5
32Z,2G2,358,2017-06-15_32Z_DP_6
2K1,98J,111,2017-06-22_2K1_DP_5
8J3,3I5,129,2017-06-22_8J3_DP_5
33T,1G6,211,2017-06-23_33T_DP_6
98J,2K1,55,2017-07-05_98J_DP_6
3J7,47Z,31,2017-07-06_3J7_DP_6
1G4,51Z,38,2017-07-31_1G4_DP_2
0F0,1K1,229,2017-08-08_0F0_DP_4
2G4,00V,84,2017-08-08_2G4_DP_5
36V,2F8,503,2017-08-10_36V_DP_2
2E4,0F0,302,2017-08-22_2E4_DP_3
1G1,7C4,268,2017-08-24_1G1_DP_5
2K0,51Z,125,2017-08-24_2K0_DP_6
2K0,51Z,154,2017-08-24_2K0_DP_6
90T,2K3,448,2017-08-28_90T_DP_3
3I9,4G8,158,2017-08-29_3I9_DP_4
2I3,00V,162,2017-08-30_2I3_DP_4
4C9,5E6,436,2017-08-30_4C9_DP_3
5E8,2E4,249,2017-08-30_5E8_DP_6
0M4,0M1,48,2017-01-23_0M1_DP_5
0K0,15E,330,2017-01-25_15E_DP_4
9I9,19T,225,2017-01-25_19T_DP_5
61R,13H,146,2017-01-26_13H_DP_4
53Z,51A,218,2017-01-27_51A_DP_1
9I9,3K1,124,2017-01-30_3K1_DP_5
61R,52Z,43,2017-01-31_52Z_DP_5
32Z,2G2,82,2017-02-01_2G2_DP_1
6F1,9K9,147,2017-02-03_9K9_DP_6
85T,0I9,28,2017-02-21_0I9_DP_5
85T,98J,31,2017-02-21_98J_DP_3
3H0,1B0,44,2017-02-28_1B0_DP_5
0M4,5E6,99,2017-03-01_5E6_DP_5
2K0,98J,242,2017-03-01_98J_DP_6
4C9,3I6,12,2017-03-13_3I6_DP_5
12O,1G1,26,2017-03-14_1G1_DP_4
93T,9E8,47,2017-03-16_9E8_DP_5
