groom_giver,groom_reciever,constrained_duration,observation_name
7G2,9E5,36,2015-01-29_7G2_JG_5
5E1,35N,162,2015-02-04_5E1_JG_4
30L,52P,54,2015-02-05_30L_JG_5
30C,82L,101,2015-02-27_30C_JG_3
60T,2A8,207,2015-03-02_60T_JG_1
60T,2A8,34,2015-03-02_60T_JG_1
57F,28B,61,2015-03-09_57F_JG_5
9E5,29B,79,2015-03-31_9E5_JG_4
18Z,78T,202,2015-04-02_18Z_JG_4
8C0,34N,17,2015-04-07_8C0_JG_6
8C3,24B,97,2015-06-09_8C3_JN_3
0B8,4C1,86,2015-06-15_0B8_JN_5
0B8,4C1,260,2015-06-15_0B8_JN_5
42T,8F3,141,2015-07-06_42T_JN_1
7G2,00O,136,2015-07-21_7G2_JN_6
7G2,00O,104,2015-07-21_7G2_JN_6
3B9,63V,470,2015-07-22_3B9_JN_4
7D7,78T,32,2015-07-23_7D7_JN_6
9D1,0A9,289,2015-08-11_9D1_JN_5
8C3,51V,129,2015-08-13_8C3_JN_4
8C3,24B,158,2015-10-06_8C3_JN_3
9E6,0A9,123,2015-07-14_9E6_AC_5
8C0,3E7,32,2015-07-23_8C0_AC_6
30L,3D4,85,2015-07-27_30L_AC_4
30L,2D4,190,2015-07-27_30L_AC_4
30L,2D4,9,2015-07-27_30L_AC_4
91O,2A5,286,2015-08-04_91O_AC_5
8C2,9G3,67,2015-08-10_8C2_AC_6
8C2,9G3,57,2015-08-10_8C2_AC_6
30L,2H3,238,2015-08-12_30L_AC_5
8A9,18Z,353,2015-08-18_8A9_AC_4
43P,59A,228,2015-08-19_43P_AC_5
7D7,78T,341,2015-09-22_7D7_AC_4
43P,63V,115,2015-09-29_43P_AC_5
3E4,55V,123,2015-10-05_3E4_AC_6
9E6,0A9,168,2015-10-06_9E6_AC_3
9H7,50I,73,2015-01-26_9H7_JG_1
9H7,50I,38,2015-01-26_9H7_JG_1
00O,96B,51,2015-01-27_00O_JG_3
04N,3E2,64,2015-01-27_04N_JG_1
2A8,44J,82,2015-01-27_2A8_JG_6
24B,9G3,156,2015-02-02_24B_JG_5
43F,07D,285,2015-02-02_43F_JG_3
0C6,20F,54,2015-02-03_0C6_JG_2
34N,61J,58,2015-02-03_34N_JG_4
34N,61J,139,2015-02-03_34N_JG_4
8B0,44J,37,2015-02-03_8B0_JG_3
20F,50I,243,2015-02-05_20F_JG_4
62H,96B,595,2015-02-05_62H_JG_3
9A4,42L,291,2015-02-12_9A4_JG_6
61J,57H,232,2015-02-16_61J_JG_6
3E2,98T,199,2015-02-18_3E2_JG_5
34N,55V,20,2015-02-19_34N_JG_5
34N,55V,34,2015-02-19_34N_JG_5
55V,34N,86,2015-02-19_55V_JG_4
2A8,44J,168,2015-02-23_2A8_JG_3
2A8,44J,98,2015-02-23_2A8_JG_3
2A8,44J,51,2015-02-23_2A8_JG_3
6C0,9D1,57,2015-02-23_6C0_JG_5
28G,1E0,123,2015-02-26_28G_JG_4
28G,1E0,60,2015-02-26_28G_JG_4
00O,7G2,250,2015-02-27_00O_JG_6
44J,2A8,126,2015-02-27_44J_JG_6
50I,0B8,28,2015-02-27_50I_JG_6
50I,0B8,30,2015-02-27_50I_JG_6
62H,96B,247,2015-02-27_62H_JG_5
5C0,43P,283,2015-03-03_5C0_JG_1
4C1,43J,60,2015-03-04_4C1_JG_4
9A4,35N,49,2015-03-05_9A4_JG_5
9D8,6C0,74,2015-03-06_9D8_JG_5
50I,20F,49,2015-03-10_50I_JG_5
50I,20F,35,2015-03-10_50I_JG_5
0C6,7E1,56,2015-03-12_0C6_JG_6
0C6,7E1,89,2015-03-12_0C6_JG_6
2A8,62H,96,2015-03-12_2A8_JG_5
2A8,43J,187,2015-03-12_2A8_JG_5
36Z,7G2,28,2015-03-12_36Z_JG_1
87K,03J,104,2015-03-12_87K_JG_3
3E2,0B8,489,2015-03-16_3E2_JG_4
3E2,0B8,23,2015-03-17_3E2_JG_4
6C0,43F,97,2015-03-17_6C0_JG_5
6C0,5C0,97,2015-03-17_6C0_JG_5
6C0,43P,229,2015-03-17_6C0_JG_5
3C3,9F5,478,2015-03-18_3C3_JG_6
1C0,57H,77,2015-03-19_1C0_JG_6
35N,5E1,329,2015-03-19_35N_JG_5
1H6,52P,106,2015-03-24_1H6_JG_6
2A2,42T,86,2015-03-24_2A2_JG_5
57H,79Z,77,2015-03-24_57H_JG_4
2A5,7G1,596,2015-03-30_2A5_JG_6
9H7,50I,233,2015-03-30_9H7_JG_5
9G3,2H3,28,2015-03-31_9G3_JG_6
0A9,4C2,138,2015-04-01_0A9_JG_5
0A9,4C2,51,2015-04-01_0A9_JG_5
28J,8C0,572,2015-04-06_28J_JG_5
92D,96B,186,2015-04-07_92D_JG_4
34N,8C0,41,2015-04-09_34N_JG_5
34N,8C0,105,2015-04-09_34N_JG_5
5C0,43P,141,2015-04-09_5C0_JG_4
0G5,43F,190,2015-04-21_0G5_JG_4
92D,96B,552,2015-04-21_92D_JG_6
2A8,43P,557,2015-04-24_2A8_JG_5
43F,5C0,64,2015-04-24_43F_JG_6
52P,42T,184,2015-04-24_52P_JG_5
7D8,5E1,334,2015-04-27_7D8_JG_5
04N,3E2,361,2015-04-29_04N_JG_2
2A2,8F3,287,2015-04-30_2A2_JG_1
9H7,50I,104,2015-05-04_9H7_JG_6
0G5,43F,137,2015-05-05_0G5_JG_5
6C0,82A,236,2015-05-12_6C0_JG_5
6C0,82A,46,2015-05-12_6C0_JG_5
6C0,82A,81,2015-05-12_6C0_JG_5
4C2,0A9,138,2015-06-01_4C2_JN_1
20F,64P,132,2015-06-02_20F_JN_3
0A9,63V,231,2015-06-03_0A9_JN_3
0G5,07D,300,2015-06-03_0G5_JN_4
04N,3E2,103,2015-06-08_04N_JN_5
0G5,04N,71,2015-06-10_0G5_JN_3
1C0,8B0,39,2015-06-10_1C0_JN_1
2A2,52P,45,2015-06-11_2A2_JN_3
2H3,7B7,221,2015-06-11_2H3_JN_6
00O,7G2,157,2015-06-18_00O_JN_4
28J,9G3,543,2015-06-22_28J_JN_5
2A2,9D8,38,2015-06-22_2A2_JN_5
2A2,0A4,203,2015-06-22_2A2_JN_5
8B0,2A8,195,2015-06-22_8B0_JN_5
04N,6C0,597,2015-06-23_04N_JN_4
24B,28J,170,2015-06-24_24B_JN_6
63V,43F,159,2015-06-25_63V_JN_1
63V,43F,351,2015-06-25_63V_JN_1
43F,63V,32,2015-07-06_43F_JN_6
9A4,78T,256,2015-07-20_9A4_JN_4
68V,1H6,32,2015-07-21_68V_JN_5
68V,1H6,40,2015-07-21_68V_JN_5
24B,28J,171,2015-07-23_24B_JN_2
9A4,29Z,161,2015-07-23_9A4_JN_3
5C0,43P,386,2015-07-28_5C0_JN_5
6C0,3E2,84,2015-07-28_6C0_JN_4
20F,50I,91,2015-07-30_20F_JN_4
43F,07D,26,2015-07-30_43F_JN_3
68V,9A4,69,2015-08-12_68V_JN_4
8E8,3C3,65,2015-08-12_8E8_JN_6
78T,04I,593,2015-08-18_78T_JN_5
43F,5C0,43,2015-08-20_43F_JN_6
2A7,40L,156,2015-08-31_2A7_JN_3
56E,7C0,73,2015-08-31_56E_JN_6
24B,28J,5,2015-09-02_24B_JN_2
82A,5C0,70,2015-09-02_82A_JN_2
82A,4C1,140,2015-09-02_82A_JN_2
00O,7G2,16,2015-09-08_00O_JN_5
40L,04N,260,2015-09-09_40L_JN_5
9H7,00J,296,2015-09-09_9H7_JN_5
5G9,9H7,232,2015-09-10_5G9_JN_4
9A4,8B0,63,2015-09-10_9A4_JN_4
3C3,0G5,315,2015-09-11_3C3_JN_3
00O,7G2,63,2015-09-28_00O_JN_4
2A8,4C2,196,2015-09-28_2A8_JN_5
35N,68V,53,2015-09-28_35N_JN_5
35N,9A4,72,2015-09-28_35N_JN_5
43F,0G5,221,2015-09-29_43F_JN_5
9G3,28J,40,2015-09-29_9G3_JN_5
9G3,28J,67,2015-09-29_9G3_JN_5
6C0,9D8,60,2015-10-01_6C0_JN_4
6C0,43F,300,2015-10-01_6C0_JN_4
6C0,8B0,33,2015-10-06_6C0_JN_3
6C0,9D8,96,2015-10-06_6C0_JN_3
8B0,0A4,140,2015-10-07_8B0_JN_6
2A8,6C0,101,2015-10-08_2A8_JN_6
9G3,28J,79,2015-07-14_9G3_AC_1
04N,3E2,267,2015-07-15_04N_AC_6
6C0,5C0,79,2015-07-15_6C0_AC_6
6C0,43F,152,2015-07-15_6C0_AC_6
29Z,3E7,252,2015-07-24_29Z_AC_5
29Z,7D7,77,2015-07-24_29Z_AC_5
1A3,34N,307,2015-07-29_1A3_AC_1
2H3,9D1,413,2015-07-29_2H3_AC_5
