date,observation.name,scan.number,focal.monkey,in.proximity,focal.activity,partners.activity (sequential),time
2011-03-28,2011-03-28_03J_BA_1,1,03J,03J,rest,NA,2011-03-28T07:42:58Z
2011-03-28,2011-03-28_03J_BA_1,2,03J,03J,rest,NA,2011-03-28T07:47:56Z
2011-03-28,2011-03-28_03J_BA_1,3,03J,03J,rest,NA,2011-03-28T07:52:56Z
2011-03-28,2011-03-28_04I_BA_2,1,04I,04I,rest,NA,2011-03-28T09:02:41Z
2011-03-28,2011-03-28_04I_BA_2,2,04I,04I,rest,NA,2011-03-28T09:08:17Z
2011-03-28,2011-03-28_04I_BA_2,3,04I,04I,social,NA,2011-03-28T09:12:40Z
2011-03-28,2011-03-28_05I_BA_1,1,05I,05I,feedchow,NA,2011-03-28T08:09:48Z
2011-03-28,2011-03-28_05I_BA_1,2,05I,05I,feedchow,NA,2011-03-28T08:14:44Z
2011-03-28,2011-03-28_05I_BA_1,3,05I,05I,travel,NA,2011-03-28T08:19:44Z
2011-03-28,2011-03-28_07T_BA_2,1,07T,07T,travel,NA,2011-03-28T08:38:21Z
2011-03-28,2011-03-28_07T_BA_2,2,07T,07T,travel,NA,2011-03-28T08:43:19Z
2011-03-28,2011-03-28_07T_BA_2,3,07T,"04N, 07T",rest,feedchow,2011-03-28T08:48:20Z
2011-03-28,2011-03-28_14I_BA_3,1,14I,14I,rest,NA,2011-03-28T09:42:46Z
2011-03-28,2011-03-28_14I_BA_3,2,14I,14I,rest,NA,2011-03-28T09:47:58Z
2011-03-28,2011-03-28_14I_BA_3,3,14I,V36,NA,rest,2011-03-28T09:52:43Z
2011-03-28,2011-03-28_17C_BA_3,1,17C,17C,rest,NA,2011-03-28T09:28:26Z
2011-03-28,2011-03-28_17C_BA_3,2,17C,17C,rest,NA,2011-03-28T09:34:01Z
2011-03-28,2011-03-28_17C_BA_3,3,17C,17C,rest,NA,2011-03-28T09:38:26Z
2011-03-28,2011-03-28_18Z_BA_1,1,18Z,18Z,rest,NA,2011-03-28T07:55:08Z
2011-03-28,2011-03-28_18Z_BA_1,2,18Z,18Z,rest,NA,2011-03-28T08:00:27Z
2011-03-28,2011-03-28_18Z_BA_1,3,18Z,18Z,feedchow,NA,2011-03-28T08:05:14Z
2011-03-28,2011-03-28_Z14_BA_2,1,Z14,Z14,feedwater,NA,2011-03-28T09:15:45Z
2011-03-28,2011-03-28_Z14_BA_2,2,Z14,Z14,social,NA,2011-03-28T09:21:05Z
2011-03-29,2011-03-29_00O_JB_2,1,00O,00O,rest,NA,2011-03-29T10:07:03Z
2011-03-29,2011-03-29_00O_JB_2,2,00O,00O,feedwater,NA,2011-03-29T10:13:13Z
2011-03-29,2011-03-29_00O_JB_2,3,00O,"96B, 00O",social,social,2011-03-29T10:16:56Z
2011-03-29,2011-03-29_04T_BA_3,1,04T,04T,travel,NA,2011-03-29T09:40:40Z
2011-03-29,2011-03-29_04T_BA_3,2,04T,"14L, 04T",rest,rest,2011-03-29T09:45:39Z
2011-03-29,2011-03-29_04T_BA_3,3,04T,"14L, 04T",rest,rest,2011-03-29T09:50:39Z
2011-03-29,2011-03-29_07D_JB_6,1,07D,"07D, 28N",rest,rest,2011-03-29T14:13:04Z
2011-03-29,2011-03-29_07D_JB_6,2,07D,07D,travel,NA,2011-03-29T14:18:17Z
2011-03-29,2011-03-29_07D_JB_6,3,07D,07D,rest,NA,2011-03-29T14:22:53Z
