id,sex,year.of.birth,age,mother,father,behavioral.mother,group.at.birth,rank,ordinal.rank,percofsex.dominanted,idcode,hrs.focalfollowed,focalcutoff_met
43F,F,1996,19,Z14,R70,Z14,F,1,H,100,4306,5.833333333333333,Y
0G5,F,2007,8,43F,75H,43F,F,2,H,97.26,75,5.833333333333333,Y
5C0,F,2005,10,43F,08N,43F,F,3,H,95.89,5030,5.833333333333333,Y
43J,F,1998,17,H74,O23,H74,F,4,H,94.521,4310,6,Y
4C1,F,2005,10,43J,07D,43J,F,5,H,93.151,4031,6,Y
9D8,F,2006,9,85S,84E,85S,F,6,H,91.781,9048,6,Y
82A,F,1993,22,H74,H87,H74,F,7,H,90.411,8201,5.833333333333333,Y
6C0,F,2006,9,82A,08N,82A,F,8,H,89.041,6030,5.833333333333333,Y
98T,F,2004,11,R65,30C,R65,F,9,H,87.671,9820,5.833333333333333,Y
04N,F,2000,15,17C,Z06,17C,F,10,H,86.301,414,6,Y
3E2,F,2006,9,04N,48L,04N,F,11,H,84.932,3052,6,Y
92D,F,1994,21,K00,D11,K00,F,12,H,83.562,9204,5.833333333333333,Y
64P,F,2000,15,39B,85B,39B,F,13,H,82.192,6416,5.833333333333333,Y
62H,F,1996,19,O53,H87,O53,F,14,H,80.822,6208,6,Y
0A4,F,2004,11,62H,07D,62H,F,15,M,79.452,14,6,Y
59A,F,1992,23,NA,658,J97,F,16,M,78.082,5901,6,Y
7D8,F,2006,9,47L,09K,47L,F,17,M,76.712,7048,6.166666666666667,Y
7C0,F,2005,10,O52,64K,O52,F,18,M,75.342,7030,5.666666666666667,Y
8B0,F,2005,10,48B,08N,48B,F,19,M,73.973,8020,6,Y
44J,F,1997,18,48B,51A,48B,F,20,M,72.603,4410,1.1666666666666667,Y
2A8,F,2004,11,44J,86D,44J,F,21,M,71.233,2018,6,Y
82L,F,2000,15,NA,56C,27C,F,22,M,69.863,8212,6.166666666666667,Y
50S,F,2002,13,Z08,10D,Z08,F,23,M,68.493,5019,2.3333333333333335,Y
1C0,F,2005,10,V65,08N,V65,F,24,M,67.123,1030,6,Y
32S,F,2001,14,V65,45A,V65,F,25,M,65.753,3219,6,Y
0I5,F,2008,7,90D,36S,90D,F,26,M,64.384,95,5.833333333333333,Y
00O,F,1999,16,90D,56C,90D,F,27,M,63.014,15,6,Y
79Z,F,2004,11,64A,79H,64A,F,28,M,61.644,7926,6,Y
40L,F,1999,16,64A,Z06,64A,F,29,M,60.274,4012,5.833333333333333,Y
2A7,F,2004,11,40L,79H,40L,F,30,M,58.904,2017,6,Y
50I,F,1997,18,64A,S56,64A,F,31,M,57.534,5009,5.666666666666667,Y
9H7,F,2008,7,50I,43P,50I,F,32,M,56.164,9087,6,Y
57H,F,1997,18,699,J26,699,F,33,M,54.795,5708,6,Y
56E,F,1996,19,C26,S94,C26,F,34,M,53.425,5605,6,Y
64D,F,1995,20,I68,NA,I68,F,35,M,52.055,6404,3.8333333333333335,Y
2H3,F,2008,7,28N,02R,28N,F,36,M,50.685,2083,6,Y
