id,sex,year.of.birth,age,mother,father,behavioral.mother,group.at.birth,rank,ordinal.rank,percofsex.dominanted,idcode,hrs.focalfollowed,focalcutoff_met
55V,F,2003,12,J92,90B,J92,F,37,L,49.315,5522,6,Y
61J,F,1999,16,V58,V79,V58,F,38,L,47.945,6110,6,Y
34N,F,1999,16,J92,R70,J92,F,39,L,46.575,3414,5.833333333333333,Y
1A3,F,2004,11,34N,86D,34N,F,40,L,45.205,1013,5.833333333333333,Y
8E8,F,2007,8,43I,25L,43I,F,41,L,43.836,8058,6,Y
3C3,F,2005,10,43I,65F,43I,F,42,L,42.466,3033,6.166666666666667,Y
20F,F,1996,19,R68,H87,R68,F,43,L,41.096,2006,5,Y
63V,F,2003,12,89C,60E,89C,F,44,L,39.726,6322,5.833333333333333,Y
7B7,F,2005,10,89C,65F,89C,F,45,L,38.356,7027,5.833333333333333,Y
0C6,F,2005,10,42L,01K,42L,F,46,L,36.986,36,1,N
42L,F,1999,16,J91,I37,J91,F,47,L,35.616,4212,1,N
87K,F,1998,17,J91,H87,J91,F,48,L,34.247,8711,1,N
00J,F,1998,17,I88,S94,I88,F,49,L,32.877,10,6,Y
4C2,F,2005,10,00J,15N,00J,F,50,L,31.507,4032,5.833333333333333,Y
36Z,F,2004,11,00J,79H,00J,F,51,L,30.137,3626,6,Y
03J,F,1997,18,O69,V79,O69,F,52,L,28.767,310,1,N
9C2,F,2006,9,03J,48L,03J,F,53,L,27.397,9032,1,N
93Z,F,2004,11,03J,09K,03J,F,54,L,26.027,9326,0.8333333333333334,N
29B,F,1993,22,C38,C56,C38,F,55,L,24.658,2902,5.5,Y
0A9,F,2004,11,29B,08N,29B,F,56,L,23.288,19,6,Y
78T,F,2002,13,14I,66F,14I,F,57,L,21.918,7820,6,Y
3E7,F,2006,9,Z11,07D,Z11,F,58,L,20.548,3057,6,Y
53E,F,1996,19,L80,S94,L80,F,59,L,19.178,5305,3.8333333333333335,Y
68V,F,2004,11,N12,10D,N12,F,60,L,17.808,6822,5.833333333333333,Y
9A4,F,2004,11,35N,85B,35N,F,61,L,16.438,9014,6,Y
35N,F,2000,15,N12,H87,N12,F,62,L,15.068,3514,6,Y
29Z,F,2003,12,99I,86F,99I,F,63,L,13.699,2926,5.666666666666667,Y
5G9,F,2008,7,99I,25R,99I,F,64,L,12.329,5079,5.666666666666667,Y
28J,F,1998,17,985,H87,985,F,65,L,10.959,2810,5.833333333333333,Y
9G3,F,2008,7,28J,07D,28J,F,66,L,9.589,9073,5.666666666666667,Y
24B,F,1993,22,985,C18,985,F,67,L,8.219,2402,6,Y
2A2,F,2004,11,14L,65F,14L,F,68,L,6.849,2012,5.833333333333333,Y
52P,F,2000,15,61A,D78,61A,F,69,L,5.479,5216,6,Y
2A5,F,2005,10,42O,78B,42O,F,70,L,4.11,2015,5.833333333333333,Y
8F3,F,2007,8,V37,07D,V37,F,71,L,2.74,8063,6,Y
1H6,F,2008,7,67G,27J,67G,F,72,L,1.37,1086,4.833333333333333,Y
28G,F,1997,18,X70,V79,X70,F,73,L,0,2807,1,N
07D,M,1995,20,L19,K85,L19,R,1,H,100,704,5.833333333333333,Y
43P,M,2001,14,H74,K32,H74,F,2,H,97.87234043,4316,6,Y
30C,M,1994,21,953,J19,953,S,3,H,95.74468085,3003,6,Y
96B,M,1994,21,D07,E05,D07,R,4,H,93.61702128,9602,5.833333333333333,Y
04I,M,1997,18,44B,F26,55A,F,5,H,91.4893617,409,6,Y
0B8,M,2004,11,28A,48G,28A,R,6,H,89.36170213,28,5.833333333333333,Y
28B,M,1993,22,J28,G09,J28,F,7,H,87.23404255,2802,5.666666666666667,Y
9D1,M,2006,9,82L,08N,82L,F,8,H,85.10638298,9042,5.833333333333333,Y
60T,M,2002,13,10C,25I,10C,R,9,H,82.9787234,6020,6,Y
5E1,M,2007,8,90D,36S,90D,F,10,H,80.85106383,5051,5.833333333333333,Y
42T,M,2002,13,K28,L83,K28,R,11,M,78.72340426,4220,5.333333333333333,Y
12Z,M,2003,12,G43,40C,G43,HH,12,M,76.59574468,1226,6,Y
8C0,M,2006,9,93O,94H,37D,KK,13,M,74.46808511,8030,6,Y
9E5,M,2007,8,16S,02R,16S,HH,14,M,72.34042553,9055,6,Y
9F5,M,2007,8,88N,94O,88N,S,15,M,70.21276596,9065,5.833333333333333,Y
8C3,M,2006,9,37D,27N,93O,KK,16,M,68.08510638,8033,6,Y
72T,M,2002,13,81B,40C,81B,HH,17,M,65.95744681,7220,0.6666666666666666,N
3E4,M,2006,9,30D,50G,30D,R,18,M,63.82978723,3054,5.833333333333333,Y
3B9,M,2005,10,15O,50G,15O,R,19,M,61.70212766,3029,6,Y
57F,M,1996,19,L49,C56,L49,V,20,M,59.57446809,5706,3.8333333333333335,Y
9E6,M,2007,8,32G,12E,32G,V,21,M,57.44680851,9056,5.833333333333333,Y
22R,M,2001,14,J74,17A,J74,S,22,M,55.31914894,2218,3,Y
5G3,M,2008,7,34Z,93R,34Z,HH,23,M,53.19148936,5073,2,Y
5B0,M,2005,10,81I,57D,81I,S,24,M,51.06382979,5020,5.333333333333333,Y
29H,M,1997,18,C63,T53,C63,BB,25,L,48.93617021,2908,1,N
88T,M,2003,12,81E,84G,81E,V,26,L,46.80851064,8820,0.3333333333333333,N
30L,M,2000,15,L66,Z00,L66,V,27,L,44.68085106,3012,6,Y
18Z,M,2004,11,NA,51A,T98,V,28,L,42.55319149,1826,5.5,Y
91O,M,2000,15,V60,77A,V60,R,29,L,40.42553191,9115,5.666666666666667,Y
7D7,M,2006,9,78T,02F,78T,F,30,L,38.29787234,7047,6,Y
17L,M,1999,16,B10,X58,B10,BB,31,L,36.17021277,1712,0.8333333333333334,N
2C9,M,2005,10,38E,80B,38E,R,32,L,34.04255319,2039,0.16666666666666666,N
1H9,M,2008,7,2A7,79F,2A7,F,34,L,29.78723404,1089,0.8333333333333334,N
1C2,M,2005,10,56A,20J,56A,F,37,L,23.40425532,1032,6,Y
1G9,M,2008,7,15E,30S,15E,V,38,L,21.27659574,1079,3.8333333333333335,Y
84J,M,1999,16,V78,27B,V78,F,39,L,19.14893617,8410,1.6666666666666667,Y
6C9,M,2006,9,Z08,65F,Z08,F,41,L,14.89361702,6039,4.166666666666667,Y
7G1,M,2008,7,39F,25I,39F,R,42,L,12.76595745,7071,5.833333333333333,Y
7H0,M,2008,7,9A4,43P,9A4,F,43,L,10.63829787,7080,0.16666666666666666,N
7H9,M,2008,7,0A4,02R,0A4,F,44,L,8.510638298,7089,3,Y
8A9,M,2004,11,13A,96B,13A,HH,45,L,6.382978723,8019,2,Y
8C2,M,2006,9,61K,25I,61K,R,46,L,4.255319149,8032,4,Y
94Z,M,2004,11,95A,O15,95A,R,47,L,0,9426,2,Y
9H2,M,2008,7,58N,56K,58N,KK,NA,NA,NA,9082,0.16666666666666666,N
7G2,M,2008,7,0B4,91P,0B4,R,36,L,25.53191489,7072,6.166666666666667,Y
