date,observation.name,scan.number,focal.monkey,in.proximity,focal.activity,partners.activity (sequential),time
2013-06-13,2013-06-13_19A_KB_1,1,19A,19A,rest,NA,2013-06-13T09:00:01Z
2013-06-13,2013-06-13_19A_KB_1,2,19A,"19A, adult male",rest,rest,2013-06-13T09:05:17Z
2013-06-13,2013-06-13_19A_KB_1,3,19A,19A,rest,NA,2013-06-13T09:10:04Z
2013-06-13,2013-06-13_1C5_KB_3,1,1C5,1C5,feedchow,NA,2013-06-13T09:00:06Z
2013-06-13,2013-06-13_1C5_KB_3,2,1C5,1C5,feedchow,NA,2013-06-13T09:05:00Z
2013-06-13,2013-06-13_1C5_KB_3,3,1C5,1C5,feedchow,NA,2013-06-13T09:10:00Z
2013-06-13,2013-06-13_1E2_KB_2,1,1E2,1E2,feedplant,NA,2013-06-13T09:00:06Z
2013-06-13,2013-06-13_1E2_KB_2,2,1E2,1E2,rest,NA,2013-06-13T09:05:02Z
2013-06-13,2013-06-13_1E2_KB_2,3,1E2,1E2,feedplant,NA,2013-06-13T09:10:12Z
2013-06-13,2013-06-13_21H_KB_2,1,21H,21H,feedplant,NA,2013-06-13T09:00:06Z
2013-06-13,2013-06-13_21H_KB_2,2,21H,21H,feedplant,NA,2013-06-13T09:05:01Z
2013-06-13,2013-06-13_21H_KB_2,3,21H,21H,feedplant,NA,2013-06-13T09:10:00Z
2013-06-13,2013-06-13_2C4_KB_3,1,2C4,2C4,rest,NA,2013-06-13T09:00:00Z
2013-06-13,2013-06-13_2C4_KB_3,2,2C4,2C4,rest,NA,2013-06-13T09:05:01Z
2013-06-13,2013-06-13_2C4_KB_3,3,2C4,2C4,travel,NA,2013-06-13T09:10:08Z
2013-06-13,2013-06-13_37V_KB_5,1,37V,37V,feedplant,NA,2013-06-13T09:00:13Z
2013-06-13,2013-06-13_37V_KB_5,2,37V,37V,rest,NA,2013-06-13T09:05:05Z
2013-06-13,2013-06-13_37V_KB_5,3,37V,37V,rest,NA,2013-06-13T09:10:04Z
2013-06-13,2013-06-13_3A2_KB_2,1,3A2,"3A2, adult male",social,social,2013-06-13T09:00:52Z
2013-06-13,2013-06-13_3A2_KB_2,2,3A2,3A2,rest,NA,2013-06-13T09:05:12Z
2013-06-13,2013-06-13_3A2_KB_2,3,3A2,3A2,rest,NA,2013-06-13T09:10:09Z
2013-06-13,2013-06-13_44V_KB_4,1,44V,44V,feedplant,NA,2013-06-13T09:00:04Z
2013-06-13,2013-06-13_44V_KB_4,2,44V,44V,feedplant,NA,2013-06-13T09:05:01Z
2013-06-13,2013-06-13_44V_KB_4,3,44V,44V,rest,NA,2013-06-13T09:10:01Z
