agonism_winner,agonism_loser,agonism_type,winner_sex,loser_sex,date,observer,data_source,focal_individual
0A4,infant,contactagg,Female,Unknown,2016-08-09,JG,focalfollow,agonism.winner
1J2,6B2,noncontactagg,Male,Male,2016-08-09,JG,focalfollow,agonism.winner
1J2,juvenile,noncontactagg,Male,Unknown,2016-08-09,JG,focalfollow,agonism.winner
1J2,28J,avoid,Male,Female,2016-08-09,JG,focalfollow,agonism.winner
1J2,68V,feargrm,Male,Female,2016-08-09,JG,focalfollow,agonism.winner
1J2,juvenile,noncontactagg,Male,Unknown,2016-08-09,JG,focalfollow,agonism.winner
1J2,adult female,displace,Male,Unknown,2016-08-09,JG,focalfollow,agonism.winner
1J8,juvenile,contactagg,Male,Unknown,2016-08-09,JG,focalfollow,agonism.winner
1J8,adult female,threat,Male,Unknown,2016-08-09,JG,focalfollow,agonism.winner
1J8,00O,displace,Male,Female,2016-08-09,JG,focalfollow,agonism.winner
1K5,infant,contactagg,Female,Unknown,2016-08-09,JG,focalfollow,agonism.winner
29Z,9A4,avoid,Female,Female,2016-08-09,JG,focalfollow,agonism.winner
2A2,juvenile,threat,Female,Unknown,2016-08-09,JG,focalfollow,agonism.winner
2J4,9F5,avoid,Male,Male,2016-08-09,JG,focalfollow,agonism.winner
2J6,juvenile,threat,Male,Unknown,2016-08-09,JG,focalfollow,agonism.winner
35N,juvenile,threat,Female,Unknown,2016-08-09,JG,focalfollow,agonism.winner
35N,juvenile,contactagg,Female,Unknown,2016-08-09,JG,focalfollow,agonism.winner
55V,34N,threat,Female,Female,2016-08-09,JG,focalfollow,agonism.winner
55V,34N,threat,Female,Female,2016-08-09,JG,focalfollow,agonism.winner
7G2,juvenile,contactagg,Male,Unknown,2016-08-09,JG,focalfollow,agonism.winner
7G2,adult male,avoid,Male,Unknown,2016-08-09,JG,focalfollow,agonism.winner
7J8,juvenile,threat,Female,Unknown,2016-08-09,JG,focalfollow,agonism.winner
8C2,infant,noncontactagg,Male,Unknown,2016-08-09,JG,focalfollow,agonism.winner
8C2,7D7,noncontactagg,Male,Male,2016-08-09,JG,focalfollow,agonism.winner
96B,juvenile,noncontactagg,Male,Unknown,2016-08-09,JG,focalfollow,agonism.winner
96B,juvenile,noncontactagg,Male,Unknown,2016-08-09,JG,focalfollow,agonism.winner
0I5,78T,avoid,Female,Female,2016-08-10,JG,focalfollow,agonism.winner
0I5,29Z,avoid,Female,Female,2016-08-10,JG,focalfollow,agonism.winner
2A5,9H2,noncontactagg,Female,Male,2016-08-10,JG,focalfollow,agonism.winner
2A5,9H2,threat,Female,Male,2016-08-10,JG,focalfollow,agonism.winner
3E4,7B7,submit,Male,Female,2016-08-10,JG,focalfollow,agonism.winner
3E4,7B7,avoid,Male,Female,2016-08-10,JG,focalfollow,agonism.winner
43P,juvenile,noncontactagg,Male,Unknown,2016-08-10,JG,focalfollow,agonism.winner
79Z,infant,threat,Female,Unknown,2016-08-10,JG,focalfollow,agonism.winner
79Z,61J,displace,Female,Female,2016-08-10,JG,focalfollow,agonism.winner
7C0,juvenile,threat,Female,Unknown,2016-08-10,JG,focalfollow,agonism.winner
7C0,juvenile,threat,Female,Unknown,2016-08-10,JG,focalfollow,agonism.winner
