date,observation.name,scan.number,focal.monkey,in.proximity,focal.activity,partners.activity (sequential),time
2012-07-19,2012-07-19_17C_JG_5,1,17C,17C,rest,NA,2012-07-19T12:28:45Z
2012-07-19,2012-07-19_17C_JG_5,2,17C,17C,rest,NA,2012-07-19T12:33:59Z
2012-07-19,2012-07-19_17C_JG_5,3,17C,17C,rest,NA,2012-07-19T12:38:47Z
2012-07-19,2012-07-19_22R_JG_6,1,22R,22R,social,NA,2012-07-19T13:27:00Z
2012-07-19,2012-07-19_22R_JG_6,2,22R,22R,rest,NA,2012-07-19T13:31:33Z
2012-07-19,2012-07-19_22R_JG_6,3,22R,22R,rest,NA,2012-07-19T13:36:33Z
2012-07-19,2012-07-19_29B_JG_5,1,29B,29B,rest,NA,2012-07-19T12:14:30Z
2012-07-19,2012-07-19_29B_JG_5,2,29B,"29B, 0A9",rest,rest,2012-07-19T12:19:28Z
2012-07-19,2012-07-19_29B_JG_5,3,29B,"29B, 0A9",rest,rest,2012-07-19T12:24:36Z
2012-07-19,2012-07-19_29H_JG_4,1,29H,"29H, 79Z",rest,rest,2012-07-19T11:32:41Z
2012-07-19,2012-07-19_29H_JG_4,2,29H,29H,rest,NA,2012-07-19T11:38:11Z
2012-07-19,2012-07-19_29H_JG_4,3,29H,29H,rest,NA,2012-07-19T11:42:42Z
2012-07-19,2012-07-19_43J_JG_5,1,43J,"43J, 4C1, 43P",rest,"social, social",2012-07-19T12:44:43Z
2012-07-19,2012-07-19_43J_JG_5,2,43J,43J,rest,NA,2012-07-19T12:49:59Z
2012-07-19,2012-07-19_43J_JG_5,3,43J,43J,rest,NA,2012-07-19T12:54:41Z
2012-07-19,2012-07-19_50I_JG_4,1,50I,50I,rest,NA,2012-07-19T11:45:00Z
2012-07-19,2012-07-19_50I_JG_4,2,50I,50I,rest,NA,2012-07-19T11:50:33Z
2012-07-19,2012-07-19_50I_JG_4,3,50I,50I,rest,NA,2012-07-19T11:54:57Z
2012-07-19,2012-07-19_8A7_JG_4,1,8A7,8A7,rest,NA,2012-07-19T12:00:33Z
2012-07-19,2012-07-19_8A7_JG_4,2,8A7,"8A7, O52",social,rest,2012-07-19T12:05:45Z
2012-07-19,2012-07-19_8A7_JG_4,3,8A7,"8A7, O52",social,rest,2012-07-19T12:10:34Z
2012-07-19,2012-07-19_90D_JG_5,1,90D,90D,rest,NA,2012-07-19T12:58:06Z
2012-07-19,2012-07-19_90D_JG_5,2,90D,90D,rest,NA,2012-07-19T13:03:11Z
2012-07-19,2012-07-19_90D_JG_5,3,90D,90D,rest,NA,2012-07-19T13:08:02Z
2012-07-19,2012-07-19_X44_JG_4,1,X44,"X44, 25R, 20F",rest,"social, social",2012-07-19T11:17:24Z
2012-07-19,2012-07-19_X44_JG_4,2,X44,"X44, 20F",social,social,2012-07-19T11:22:59Z
2012-07-19,2012-07-19_X44_JG_4,3,X44,X44,social,NA,2012-07-19T11:28:00Z
2012-07-19,2012-07-19_Z46_JG_6,1,Z46,Z46,rest,NA,2012-07-19T13:12:47Z
2012-07-19,2012-07-19_Z46_JG_6,2,Z46,"34P, Z46, 34P",rest,"rest, rest",2012-07-19T13:16:53Z
2012-07-19,2012-07-19_Z46_JG_6,3,Z46,"Z46, 34P",rest,rest,2012-07-19T13:22:43Z
2012-07-20,2012-07-20_0A9_JG_6,1,0A9,0A9,social,NA,2012-07-20T13:35:07Z
2012-07-20,2012-07-20_0A9_JG_6,2,0A9,0A9,social,NA,2012-07-20T13:40:07Z
2012-07-20,2012-07-20_0A9_JG_6,3,0A9,0A9,social,NA,2012-07-20T13:44:48Z
2012-07-20,2012-07-20_20F_JG_6,1,20F,20F,rest,NA,2012-07-20T13:20:30Z
2012-07-20,2012-07-20_20F_JG_6,2,20F,20F,rest,NA,2012-07-20T13:25:43Z
2012-07-20,2012-07-20_20F_JG_6,3,20F,20F,rest,NA,2012-07-20T13:30:28Z
2012-07-20,2012-07-20_34P_JG_5,1,34P,34P,rest,NA,2012-07-20T12:50:09Z
2012-07-20,2012-07-20_34P_JG_5,2,34P,34P,rest,NA,2012-07-20T12:55:48Z
2012-07-20,2012-07-20_34P_JG_5,3,34P,34P,rest,NA,2012-07-20T13:00:03Z
2012-07-20,2012-07-20_36Z_JG_5,1,36Z,"36Z, 35V",rest,rest,2012-07-20T12:36:58Z
2012-07-20,2012-07-20_36Z_JG_5,2,36Z,36Z,travel,NA,2012-07-20T12:42:09Z
2012-07-20,2012-07-20_36Z_JG_5,3,36Z,36Z,rest,NA,2012-07-20T12:46:55Z
2012-07-20,2012-07-20_60T_JG_4,1,60T,60T,rest,NA,2012-07-20T11:41:33Z
2012-07-20,2012-07-20_60T_JG_4,2,60T,60T,rest,NA,2012-07-20T11:46:49Z
2012-07-20,2012-07-20_60T_JG_4,3,60T,60T,rest,NA,2012-07-20T11:51:29Z
2012-07-20,2012-07-20_61J_JG_5,1,61J,61J,feedwater,NA,2012-07-20T12:19:25Z
2012-07-20,2012-07-20_61J_JG_5,2,61J,61J,rest,NA,2012-07-20T12:24:46Z
2012-07-20,2012-07-20_61J_JG_5,3,61J,61J,rest,NA,2012-07-20T12:29:22Z
2012-07-20,2012-07-20_62H_JG_4,1,62H,62H,travel,NA,2012-07-20T11:27:51Z
2012-07-20,2012-07-20_62H_JG_4,2,62H,62H,travel,NA,2012-07-20T11:33:00Z
2012-07-20,2012-07-20_62H_JG_4,3,62H,62H,rest,NA,2012-07-20T11:37:47Z
2012-07-20,2012-07-20_6C0_JG_4,1,6C0,6C0,feedchow,NA,2012-07-20T11:14:50Z
2012-07-20,2012-07-20_6C0_JG_4,2,6C0,6C0,feedchow,NA,2012-07-20T11:19:49Z
2012-07-20,2012-07-20_6C0_JG_4,3,6C0,6C0,feedplant,NA,2012-07-20T11:24:43Z
2012-07-20,2012-07-20_74S_JG_6,1,74S,74S,rest,NA,2012-07-20T13:04:46Z
2012-07-20,2012-07-20_74S_JG_6,2,74S,74S,rest,NA,2012-07-20T13:09:47Z
2012-07-20,2012-07-20_74S_JG_6,3,74S,74S,rest,NA,2012-07-20T13:14:57Z
2012-07-23,2012-07-23_03J_JG_4,1,03J,03J,rest,NA,2012-07-23T11:32:45Z
2012-07-23,2012-07-23_03J_JG_4,2,03J,03J,travel,NA,2012-07-23T11:37:48Z
2012-07-23,2012-07-23_03J_JG_4,3,03J,"03J, 0C6",rest,rest,2012-07-23T11:43:00Z
2012-07-23,2012-07-23_28B_JG_6,1,28B,28B,rest,NA,2012-07-23T13:31:38Z
2012-07-23,2012-07-23_28B_JG_6,2,28B,28B,rest,NA,2012-07-23T13:37:16Z
2012-07-23,2012-07-23_28B_JG_6,3,28B,28B,rest,NA,2012-07-23T13:41:38Z
2012-07-23,2012-07-23_60P_JG_6,1,60P,60P,social,NA,2012-07-23T13:13:27Z
2012-07-23,2012-07-23_60P_JG_6,2,60P,60P,rest,NA,2012-07-23T13:18:11Z
2012-07-23,2012-07-23_60P_JG_6,3,60P,60P,rest,NA,2012-07-23T13:23:08Z
