id,sex,year.of.birth,age,mother,father,behavioral.mother,group.at.birth,rank,ordinal.rank,percofsex.dominanted,idcode,hrs.focalfollowed,focalcutoff_met
69O,F,2001,15,D07,N60,D07,R,1,H,100,6915,4.833333333333333,Y
2C8,F,2006,10,69O,80B,69O,R,2,H,97.10144928,2038,4.666666666666667,Y
2F0,F,2007,9,69O,13I,69O,R,3,H,95.65217391,2060,5,Y
4H0,F,2008,8,38E,49L,38E,R,4,H,94.20289855,4080,4.666666666666667,Y
4B2,F,2005,11,95A,O15,95A,R,5,H,92.75362319,4022,4.833333333333333,Y
9J5,F,2009,7,4B2,13N,4B2,R,6,H,91.30434783,9105,4.833333333333333,Y
14Z,F,2003,13,95A,L83,95A,R,7,H,89.85507246,1426,4.833333333333333,Y
8F0,F,2007,9,14Z,57D,14Z,R,8,H,88.4057971,8060,4.833333333333333,Y
1E7,F,2006,10,22S,80B,22S,R,9,H,86.95652174,1057,4.666666666666667,Y
4I1,F,2009,7,4B5,60E,4B5,R,10,H,85.50724638,4091,5,Y
X91,F,1991,25,D07,E05,D07,R,11,H,84.05797101,2491,4.333333333333333,Y
3B1,F,2005,11,X91,03D,X91,R,12,H,82.60869565,3021,4.833333333333333,Y
2J5,F,2009,7,3B1,39L,3B1,R,13,H,81.15942029,2105,5.166666666666667,Y
54N,F,2000,16,C12,L83,C12,R,14,M,79.71014493,5414,5,Y
1E6,F,2006,10,29I,37N,29I,R,15,M,78.26086957,1056,4.833333333333333,Y
28I,F,1997,19,K84,K85,K84,R,16,M,76.8115942,2809,4.833333333333333,Y
4A0,F,2004,12,K84,80B,K84,R,17,M,75.36231884,4010,4.666666666666667,Y
4H1,F,2008,8,4A3,T82,4A3,R,18,M,73.91304348,4081,4.833333333333333,Y
4I4,F,2009,7,08Z,44T,08Z,R,19,M,72.46376812,4094,4.833333333333333,Y
4A5,F,2004,12,02A,25I,02A,R,20,M,71.01449275,4015,4.833333333333333,Y
3H4,F,2008,8,4A5,22O,4A5,R,21,M,69.56521739,3084,5,Y
87F,F,1995,21,02A,H89,02A,R,22,M,68.11594203,8706,4.666666666666667,Y
7A8,F,2004,12,NA,Z71,S96,R,23,M,66.66666667,7018,4.833333333333333,Y
93I,F,1998,18,NA,T30,S96,R,24,M,65.2173913,9309,4.833333333333333,Y
0B5,F,2004,12,93I,69I,93I,R,25,M,63.76811594,25,4.666666666666667,Y
4E0,F,2007,9,15O,50G,15O,R,26,M,62.31884058,4050,5,Y
89K,F,1999,17,54B,V45,54B,R,27,M,60.86956522,8911,5,Y
3F4,F,2007,9,11L,13I,11L,R,28,M,59.42028986,3064,4.666666666666667,Y
6D8,F,2006,10,20R,08O,20R,R,29,M,57.97101449,6048,5,Y
09Z,F,2003,13,46K,G07,46K,R,30,M,56.52173913,926,4.833333333333333,Y
0F6,F,2007,9,10Z,73S,10Z,R,31,M,55.07246377,66,4.666666666666667,Y
0E2,F,2006,10,02T,T82,02T,R,32,M,53.62318841,52,5,Y
0E1,F,2006,10,96G,26P,96G,R,33,M,52.17391304,51,4.666666666666667,Y
7A6,F,2004,12,K28,25I,K28,R,34,M,50.72463768,7016,4.833333333333333,Y
77V,F,2003,13,37J,80B,37J,R,35,L,49.27536232,7722,4.666666666666667,Y
4F8,F,2007,9,37P,44H,37P,R,36,L,47.82608696,4068,4.666666666666667,Y
37P,F,2000,16,K28,J81,K28,R,37,L,46.37681159,3716,4.833333333333333,Y
6B0,F,2005,11,37P,25I,37P,R,38,L,44.92753623,6020,4.833333333333333,Y
7F7,F,2007,9,X28,30G,X28,R,39,L,43.47826087,7067,4.666666666666667,Y
4D5,F,2007,9,06J,70D,06J,R,40,L,42.02898551,4045,4.5,Y
33V,F,2004,12,50K,31I,50K,R,41,L,40.57971014,3322,4.833333333333333,Y
2G8,F,2009,7,35B,11Z,35B,R,42,L,39.13043478,2078,4.666666666666667,Y
95V,F,2003,13,H45,25I,H45,R,43,L,37.68115942,9522,4.5,Y
3H6,F,2008,8,95V,91P,95V,R,44,L,36.23188406,3086,4.833333333333333,Y
85V,F,2004,12,49K,X48,49K,R,45,L,34.7826087,8522,5,Y
31V,F,2003,13,30D,O15,30D,R,46,L,33.33333333,3122,4.833333333333333,Y
5F7,F,2007,9,31V,42F,31V,R,47,L,31.88405797,5067,4.666666666666667,Y
91V,F,2003,13,67C,13I,67C,R,48,L,30.43478261,9122,4.833333333333333,Y
3A7,F,2004,12,O33,Z71,O33,R,49,L,28.98550725,3017,4.833333333333333,Y
1F4,F,2007,9,O33,25I,O33,R,50,L,27.53623188,1064,4.666666666666667,Y
X83,F,1991,25,H45,E05,H45,R,51,L,26.08695652,2483,5,Y
60V,F,2003,13,77D,80B,77D,R,52,L,24.63768116,6022,5,Y
99Z,F,2004,12,68C,25I,68C,R,53,L,23.1884058,9926,4.5,Y
8A3,F,2004,12,71G,29H,71G,R,54,L,21.73913043,8013,4.833333333333333,Y
3J3,F,2009,7,8A3,17K,8A3,R,55,L,20.28985507,3103,4.833333333333333,Y
0B4,F,2004,12,67C,13I,67C,R,56,L,18.84057971,24,5,Y
16Z,F,2003,13,68C,62D,68C,R,57,L,17.39130435,1626,4.666666666666667,Y
7F2,F,2007,9,16Z,42F,16Z,R,58,L,15.94202899,7062,4.666666666666667,Y
76L,F,1999,17,68C,L83,68C,R,59,L,14.49275362,7612,4.833333333333333,Y
3J5,F,2009,7,76L,44T,76L,R,60,L,13.04347826,3105,4.666666666666667,Y
26V,F,2003,13,O96,62D,O96,R,61,L,11.5942029,2622,4.833333333333333,Y
48N,F,1999,17,O96,V92,O96,R,62,L,10.14492754,4814,4.833333333333333,Y
8A5,F,2004,12,48N,83L,48N,R,63,L,8.695652174,8015,4.833333333333333,Y
4I5,F,2009,7,8A5,17K,8A5,R,64,L,7.246376812,4095,5,Y
5C4,F,2005,11,38P,50B,38P,R,65,L,5.797101449,5034,4.833333333333333,Y
4F5,F,2007,9,L19,83L,L19,R,66,L,4.347826087,4065,4.666666666666667,Y
6A4,F,2004,12,91A,18I,91A,R,67,L,2.898550725,6014,5.333333333333333,Y
3F8,F,2007,9,03H,43R,03H,R,68,L,1.449275362,3068,5,Y
7C8,F,2006,10,03H,25I,03H,R,69,L,0,7038,4.833333333333333,Y
87K,F,1998,18,J91,H87,J91,F,NA,NA,NA,8711,0.16666666666666666,N
84E,M,1996,20,I50,S94,I50,F,1,H,100,8405,5,Y
0J0,M,2009,7,33V,11Z,33V,R,2,H,96.15384615,100,4.666666666666667,Y
8C3,M,2006,10,37D,27N,93O,KK,3,H,94.23076923,8033,4.166666666666667,Y
