groom_giver,groom_reciever,constrained_duration,observation_name
94S,03Z,102,2014-07-24_94S_LP_6
94S,03Z,78,2014-07-24_94S_LP_6
39Z,0G3,145,2014-09-09_39Z_LP_4
62S,0G3,118,2014-06-25_62S_LP_4
97V,16S,197,2014-06-24_97V_LP_6
97V,16S,234,2014-06-24_97V_LP_6
03Z,16S,144,2014-07-08_03Z_LP_2
56R,1B7,107,2014-08-05_56R_LP_2
56R,1B7,421,2014-07-09_56R_LP_5
22H,20S,69,2014-07-29_22H_LP_6
36O,20S,247,2014-07-03_36O_LP_4
16S,2E8,219,2014-09-25_16S_LP_6
80S,2E8,25,2014-09-09_80S_LP_2
49Z,2E9,7,2014-08-05_49Z_LP_5
3A9,2E9,58,2014-09-03_3A9_LP_3
62S,30V,46,2014-06-25_62S_LP_4
7E0,36O,161,2014-08-04_7E0_LP_3
7E0,36O,52,2014-07-02_7E0_LP_3
7E0,36O,40,2014-07-02_7E0_LP_3
80S,36V,134,2014-07-03_80S_LP_6
20S,36V,164,2014-09-02_20S_LP_5
62S,39Z,19,2014-09-09_62S_LP_6
22H,39Z,284,2014-07-29_22H_LP_6
22H,39Z,298,2014-08-19_22H_LP_4
22H,39Z,120,2014-07-02_22H_LP_4
7E3,41N,250,2014-07-02_7E3_LP_4
62S,43N,17,2014-09-17_62S_LP_1
36V,43N,193,2014-07-15_36V_LP_6
20S,43N,123,2014-08-28_20S_LP_3
20S,43N,109,2014-09-15_20S_LP_4
22H,43N,102,2014-06-23_22H_LP_6
94S,43N,27,2014-09-17_94S_LP_4
7E3,48V,258,2014-08-05_7E3_LP_5
20S,48V,307,2014-09-15_20S_LP_4
V80,4C6,186,2014-09-09_V80_LP_2
5B4,55R,65,2014-07-22_5B4_LP_2
36O,56R,112,2014-08-05_36O_LP_1
2E9,56R,120,2014-07-22_2E9_LP_6
30V,56R,19,2014-07-23_30V_LP_2
V80,56R,35,2014-06-23_V80_LP_5
65Z,5B4,96,2014-07-03_65Z_LP_2
7E0,5B6,191,2014-09-16_7E0_LP_3
77S,5B6,173,2014-09-15_77S_LP_4
0B9,5B6,427,2014-08-12_0B9_LP_1
0G3,62S,141,2014-08-05_0G3_LP_2
0G3,62S,22,2014-07-21_0G3_LP_1
0G3,62S,163,2014-09-15_0G3_LP_5
0G3,62S,25,2014-07-14_0G3_LP_2
0G3,62S,595,2014-08-18_0G3_LP_3
2C7,62S,295,2014-09-15_2C7_LP_5
0G3,62S,272,2014-09-16_0G3_LP_1
0G3,62S,99,2014-07-28_0G3_LP_3
2C7,62S,36,2014-09-15_2C7_LP_5
5B4,65Z,52,2014-09-11_5B4_LP_1
55R,65Z,593,2014-07-10_55R_LP_6
5B4,65Z,35,2014-06-23_5B4_LP_1
30V,65Z,26,2014-07-29_30V_LP_6
5B4,65Z,159,2014-06-23_5B4_LP_1
55R,65Z,154,2014-07-03_55R_LP_3
7E3,65Z,37,2014-09-18_7E3_LP_4
76Z,73C,564,2014-07-09_76Z_LP_2
65Z,73C,132,2014-09-16_65Z_LP_3
5B6,76Z,591,2014-07-24_5B6_LP_1
5B6,76Z,395,2014-08-07_5B6_LP_1
73C,76Z,441,2014-09-10_73C_LP_4
2E8,76Z,34,2014-07-21_2E8_LP_1
62S,77S,241,2014-08-04_62S_LP_6
7E3,77S,161,2014-08-27_7E3_LP_4
5B6,77S,62,2014-08-11_5B6_LP_4
62S,77S,149,2014-08-13_62S_LP_1
5B6,77S,85,2014-08-11_5B6_LP_4
5B6,77S,82,2014-08-07_5B6_LP_1
20S,77S,44,2014-07-16_20S_LP_6
20S,77S,41,2014-07-16_20S_LP_6
62S,7E3,55,2014-08-18_62S_LP_2
48V,7E3,283,2014-07-07_48V_LP_4
48V,7E3,401,2014-07-16_48V_LP_6
48V,7E3,216,2014-07-07_48V_LP_4
41N,80S,594,2014-07-22_41N_LP_1
36V,80S,191,2014-07-30_36V_LP_4
3A9,8E2,175,2014-09-11_3A9_LP_4
80S,94O,508,2014-09-03_80S_LP_3
43N,94S,221,2014-09-24_43N_LP_2
20S,94S,383,2014-09-17_20S_LP_1
43N,94S,295,2014-09-18_43N_LP_4
03Z,94S,148,2014-07-08_03Z_LP_2
43N,94S,110,2014-08-04_43N_LP_2
43N,94S,86,2014-08-04_43N_LP_2
2C7,97V,445,2014-07-22_2C7_LP_2
7E0,9C6,99,2014-07-22_7E0_LP_6
94S,V80,183,2014-07-02_94S_LP_1
94S,V80,335,2014-07-02_94S_LP_1
56R,V80,155,2014-09-03_56R_LP_1
36O,V80,163,2014-07-15_36O_LP_5
4C6,V80,222,2014-08-11_4C6_LP_5
2F8,V80,159,2014-07-01_2F8_LP_5
4C6,V80,39,2014-07-16_4C6_LP_5
7E3,1B7,589,2014-04-21_7E3_EL_4
5B4,2D5,115,2014-04-10_5B4_EL_4
80S,2D5,45,2014-04-09_80S_EL_5
5B4,2D5,48,2014-04-10_5B4_EL_4
94S,2D5,272,2014-04-21_94S_EL_5
48V,2F8,282,2014-05-15_48V_EL_2
39Z,2F8,204,2014-04-16_39Z_EL_2
48V,2F8,121,2014-05-15_48V_EL_2
39Z,2F8,32,2014-04-16_39Z_EL_2
7E0,30V,33,2014-05-19_7E0_EL_4
80S,36V,391,2014-06-09_80S_EL_6
5B4,36V,273,2014-05-08_5B4_EL_1
7E3,36V,239,2014-05-28_7E3_EL_3
20S,36V,175,2014-05-13_20S_EL_6
80S,36V,46,2014-05-21_80S_EL_1
94S,36V,42,2014-04-28_94S_EL_4
20S,43N,8,2014-05-12_20S_EL_1
5B6,43N,440,2014-05-20_5B6_EL_3
20S,43N,259,2014-05-29_20S_EL_3
62S,43N,91,2014-05-07_62S_EL_3
5B6,43N,32,2014-04-16_5B6_EL_6
76Z,43N,31,2014-06-09_76Z_EL_4
5B6,43N,204,2014-05-13_5B6_EL_6
V80,49Z,84,2014-04-29_V80_EL_5
V80,49Z,64,2014-04-29_V80_EL_5
V80,49Z,382,2014-04-29_V80_EL_5
56R,4C6,63,2014-05-13_56R_EL_3
2C0,76Z,263,2014-05-07_2C0_EL_4
2C0,76Z,137,2014-06-02_2C0_EL_5
73C,76Z,49,2014-04-16_73C_EL_3
77S,76Z,460,2014-04-15_77S_EL_4
2C0,76Z,382,2014-06-02_2C0_EL_5
73C,76Z,132,2014-06-02_73C_EL_4
73C,76Z,88,2014-04-16_73C_EL_3
65Z,94O,595,2014-04-23_65Z_EL_4
80S,94O,390,2014-04-22_80S_EL_4
16S,94O,287,2014-04-24_16S_EL_5
20S,94O,120,2014-05-07_20S_EL_2
65Z,94O,90,2014-04-28_65Z_EL_6
65Z,94O,47,2014-06-04_65Z_EL_2
0B9,94O,102,2014-04-16_0B9_EL_6
20S,94O,37,2014-05-19_20S_EL_5
36O,97V,114,2014-05-28_36O_EL_2
22H,97V,169,2014-04-16_22H_EL_2
36O,97V,156,2014-05-28_36O_EL_2
7E0,9C6,47,2014-04-22_7E0_EL_3
1B7,9C6,31,2014-06-19_1B7_EL_2
62S,0G3,231,2014-06-11_62S_EL_2
21N,0G3,56,2014-04-23_21N_EL_5
62S,0G3,25,2014-06-11_62S_EL_2
21N,0G3,14,2014-04-23_21N_EL_5
43N,16S,374,2014-04-28_43N_EL_6
94O,16S,476,2014-05-06_94O_EL_6
43N,16S,55,2014-04-30_43N_EL_2
43N,16S,49,2014-04-30_43N_EL_2
43N,16S,30,2014-04-28_43N_EL_6
36V,20S,290,2014-05-13_36V_EL_2
0G3,21N,4,2014-05-14_0G3_EL_6
2F8,22H,40,2014-06-03_2F8_EL_1
22H,2E8,15,2014-05-29_22H_EL_3
56R,2E9,266,2014-06-18_56R_EL_2
56R,2E9,86,2014-06-05_56R_EL_6
56R,2E9,56,2014-05-06_56R_EL_2
56R,2E9,39,2014-05-06_56R_EL_2
7E0,36O,261,2014-05-21_7E0_EL_2
7E0,36O,158,2014-04-29_7E0_EL_2
2E9,3A9,353,2014-05-20_2E9_EL_2
7E3,48V,81,2014-06-05_7E3_EL_4
7E3,48V,38,2014-06-05_7E3_EL_4
5B4,55R,57,2014-04-22_5B4_EL_6
22H,56R,31,2014-04-30_22H_EL_1
65Z,5B4,300,2014-06-10_65Z_EL_6
65Z,5B4,72,2014-06-10_65Z_EL_6
65Z,5B4,212,2014-05-28_65Z_EL_1
80S,5B6,238,2014-04-29_80S_EL_2
62S,5B6,232,2014-05-05_62S_EL_4
76Z,5B6,512,2014-06-16_76Z_EL_5
43N,5B6,34,2014-06-03_43N_EL_3
62S,5B6,29,2014-05-05_62S_EL_4
7E3,5B6,24,2014-05-05_7E3_EL_6
43N,5B6,432,2014-05-20_43N_EL_1
77S,5B6,170,2014-04-08_77S_EL_5
0G3,62S,220,2014-05-07_0G3_EL_1
21N,62S,121,2014-05-06_21N_EL_6
36V,62S,60,2014-04-21_36V_EL_1
76Z,65Z,241,2014-04-29_76Z_EL_6
5B4,65Z,227,2014-06-18_5B4_EL_1
76Z,65Z,140,2014-04-29_76Z_EL_6
5B4,65Z,91,2014-06-18_5B4_EL_1
