id,sex,year.of.birth,age,mother,father,behavioral.mother,group.at.birth,rank,ordinal.rank,percofsex.dominanted,idcode,hrs.focalfollowed,focalcutoff_met
03J,F,1997,17,O69,V79,O69,F,51,L,31.081,310,8.5,Y
9C2,F,2006,8,03J,48L,03J,F,52,L,29.73,9032,8.5,Y
93Z,F,2004,10,03J,09K,03J,F,54,L,27.027,9326,8.333333333333334,Y
00J,F,1998,16,I88,S94,I88,F,55,L,25.676,10,9,Y
4C2,F,2005,9,00J,15N,00J,F,56,L,24.324,4032,8.666666666666666,Y
36Z,F,2004,10,00J,79H,00J,F,57,L,22.973,3626,8.5,Y
62V,F,2003,11,78A,79H,78A,F,58,L,21.622,6222,8.5,Y
29B,F,1993,21,C38,C56,C38,F,59,L,20.27,2902,8.666666666666666,Y
0A9,F,2004,10,29B,08N,29B,F,60,L,18.919,19,8.666666666666666,Y
78T,F,2002,12,14I,66F,14I,F,61,L,17.568,7820,9,Y
3E7,F,2006,8,Z11,07D,Z11,F,62,L,16.216,3057,4.333333333333333,Y
29Z,F,2003,11,99I,86F,99I,F,63,L,14.865,2926,8.666666666666666,Y
6C3,F,2005,9,V36,64K,V36,F,64,L,13.514,NA,2.6666666666666665,N
68V,F,2004,10,N12,10D,N12,F,65,L,12.162,6822,8.5,Y
35N,F,2000,14,N12,H87,N12,F,66,L,10.811,3514,8.5,Y
9A4,F,2004,10,35N,85B,35N,F,67,L,9.459,9014,8.333333333333334,Y
28J,F,1998,16,985,H87,985,F,68,L,8.108,2810,8.5,Y
24B,F,1993,21,985,C18,985,F,69,L,6.757,2402,8.333333333333334,Y
2A2,F,2004,10,14L,65F,14L,F,70,L,5.405,2012,8.5,Y
52P,F,2000,14,61A,D78,61A,F,71,L,4.054,5216,8.333333333333334,Y
2A5,F,2005,9,42O,78B,42O,F,72,L,2.703,2015,8.666666666666666,Y
8F3,F,2007,7,V37,07D,V37,F,73,L,1.351,8063,8.5,Y
07D,M,1995,19,L19,K85,L19,R,1,H,100,704,8.333333333333334,Y
43P,M,2001,13,H74,K32,H74,F,2,H,94.872,4316,8.333333333333334,Y
04I,M,1997,17,44B,F26,55A,F,4,H,89.744,409,8.5,Y
96B,M,1994,20,D07,E05,D07,R,5,H,87.179,9602,8.333333333333334,Y
0B8,M,2004,10,28A,48G,28A,R,6,H,84.615,28,8.666666666666666,Y
9D1,M,2006,8,82L,08N,82L,F,7,H,82.051,9042,8.666666666666666,Y
5E1,M,2007,7,90D,36S,90D,F,8,M,79.487,5051,8.333333333333334,Y
12Z,M,2003,11,G43,40C,G43,HH,9,M,76.923,1226,8.666666666666666,Y
42T,M,2002,12,K28,L83,K28,R,10,M,74.359,4220,8.5,Y
28B,M,1993,21,J28,G09,J28,F,11,M,71.795,2802,8.333333333333334,Y
60T,M,2002,12,10C,25I,10C,R,12,M,69.231,6020,8.833333333333334,Y
7E1,M,2007,7,12T,68N,12T,HH,13,M,66.667,7051,4.5,Y
3B9,M,2005,9,15O,50G,15O,R,15,M,61.538,3029,8.666666666666666,Y
8C0,M,2006,8,93O,94H,37D,KK,16,M,58.974,8030,8.333333333333334,Y
9E5,M,2007,7,16S,02R,16S,HH,17,M,56.41,9055,8.666666666666666,Y
9F5,M,2007,7,88N,94O,88N,S,18,M,53.846,9065,8.333333333333334,Y
57F,M,1996,18,L49,C56,L49,V,19,M,51.282,5706,6.5,Y
7B2,M,2005,9,67F,21B,67F,V,20,L,48.718,7022,8.5,Y
29H,M,1997,17,C63,T53,C63,BB,21,L,46.154,2908,8,Y
8C3,M,2006,8,37D,27N,93O,KK,22,L,43.59,8033,6.166666666666667,Y
9E6,M,2007,7,32G,12E,32G,V,23,L,41.026,9056,8.666666666666666,Y
72T,M,2002,12,81B,40C,81B,HH,24,L,38.462,7220,5.5,Y
43V,M,2003,11,X20,40C,X20,HH,26,L,33.333,4322,0.3333333333333333,N
88T,M,2003,11,81E,84G,81E,V,27,L,30.769,8820,3.1666666666666665,N
5B0,M,2005,9,81I,57D,81I,S,28,L,28.205,5020,8.5,Y
0F7,M,2007,7,28I,60H,28I,R,30,L,23.077,67,0.5,N
30L,M,2000,14,L66,Z00,L66,V,31,L,20.513,3012,6.5,Y
6B2,M,2005,9,76L,22O,76L,R,32,L,17.949,6022,4.666666666666667,Y
2C9,M,2005,9,38E,80B,38E,R,33,L,15.385,2039,4.166666666666667,Y
7D7,M,2006,8,78T,02F,78T,F,34,L,12.821,7047,8.166666666666666,Y
17L,M,1999,15,B10,X58,B10,BB,35,L,10.256,1712,5.5,Y
1F2,M,2007,7,81I,26P,81I,S,36,L,7.692,1062,4.666666666666667,Y
7B3,M,2005,9,81E,12E,81E,V,37,L,5.128,7023,0.5,N
8B5,M,2005,9,32G,61B,32G,V,38,L,2.564,8025,0.8333333333333334,N
9E3,M,2007,7,56E,30L,56E,F,39,L,0,9053,0.16666666666666666,N
30C,M,1994,20,953,J19,953,S,NA,NA,NA,3003,8.666666666666666,Y
3E4,M,2006,8,30D,50G,30D,R,NA,NA,NA,3054,8.333333333333334,Y
18Z,M,2004,10,NA,51A,T98,V,NA,NA,NA,1826,6.333333333333333,Y
0E3,M,2006,8,L19,20J,L19,R,NA,NA,NA,53,1.8333333333333333,N
