id,sex,year.of.birth,age,mother,father,behavioral.mother,group.at.birth,rank,ordinal.rank,percofsex.dominanted,idcode,hrs.focalfollowed,focalcutoff_met
14I,F,1998,12,C87,X94,C87,F,1,H,100,1409,4.333333333333333,Y
78T,F,2002,8,14I,66F,14I,F,2,H,96.552,7820,3.8333333333333335,Y
56A,F,1993,17,C87,A66,C87,F,3,H,94.828,5601,4.333333333333333,Y
29Z,F,2003,7,99I,86F,99I,F,4,H,93.103,2926,4.333333333333333,Y
68J,F,1998,12,J29,J26,J29,F,5,H,91.379,6810,4.333333333333333,Y
V36,F,1990,20,NA,NA,D69,F,6,H,89.655,2236,4.333333333333333,Y
N12,F,1987,23,NA,689,FB,F,7,H,87.931,1212,4.333333333333333,Y
68V,F,2004,6,N12,10D,N12,F,8,H,86.207,6822,4.333333333333333,Y
35N,F,2000,10,N12,H87,N12,F,9,H,84.483,3514,4.333333333333333,Y
28J,F,1998,12,985,H87,985,F,10,H,82.759,2810,4.333333333333333,Y
24B,F,1993,17,985,C18,985,F,11,H,81.034,2402,4.333333333333333,Y
14L,F,1998,12,F25,658,F25,F,12,M,79.31,1412,3.3333333333333335,Y
10S,F,2001,9,61A,65F,61A,F,13,M,77.586,1019,3.6666666666666665,Y
52P,F,2000,10,61A,D78,61A,F,14,M,75.862,5216,4.333333333333333,Y
Z14,F,1991,19,B75,C18,B75,F,15,M,74.138,2614,3.5,Y
43F,F,1996,14,Z14,R70,Z14,F,16,M,72.414,4306,4.333333333333333,Y
43J,F,1998,12,H74,O23,H74,F,17,M,70.69,4310,4.333333333333333,Y
82A,F,1993,17,H74,H87,H74,F,18,M,68.966,8201,4.333333333333333,Y
R65,F,1989,21,H74,C18,H74,F,19,M,67.241,1865,3.6666666666666665,Y
98T,F,2004,6,R65,30C,R65,F,20,M,65.517,9820,4.333333333333333,Y
17C,F,1994,16,R65,G07,R65,F,21,M,63.793,1703,4.333333333333333,Y
04N,F,2000,10,17C,Z06,17C,F,22,M,62.069,414,4.333333333333333,Y
60P,F,2000,10,42B,29C,42B,F,23,M,60.345,6016,4.333333333333333,Y
K00,F,1986,24,NA,NA,930,F,24,M,58.621,1100,4.333333333333333,Y
64P,F,2000,10,39B,85B,39B,F,25,M,56.897,6416,4.333333333333333,Y
62H,F,1996,14,O53,H87,O53,F,26,M,55.172,6208,3.6666666666666665,Y
92D,F,1994,16,K00,D11,K00,F,27,M,53.448,9204,4.166666666666667,Y
79C,F,1994,16,577,NA,577,F,28,M,51.724,7903,4,Y
O52,F,1988,22,577,C18,577,F,29,M,50,1552,4.166666666666667,Y
59A,F,1992,18,NA,658,J97,F,30,L,48.276,5901,3.8333333333333335,Y
88I,F,1997,13,23B,K42,23B,F,31,L,46.552,8809,4,Y
56E,F,1996,14,C26,S94,C26,F,32,L,44.828,5605,4.333333333333333,Y
50S,F,2002,8,Z08,10D,Z08,F,33,L,43.103,5019,4.333333333333333,Y
32S,F,2001,9,V65,45A,V65,F,34,L,41.379,3219,4.333333333333333,Y
73B,F,1994,16,C26,NA,C26,F,35,L,39.655,7302,3.6666666666666665,Y
44J,F,1997,13,48B,51A,48B,F,36,L,37.931,4410,4,Y
82L,F,2000,10,NA,56C,27C,F,37,L,36.207,8212,3.5,Y
90D,F,1995,15,D69,C98,D69,F,38,L,34.483,9004,3.8333333333333335,Y
00O,F,1999,11,90D,56C,90D,F,39,L,32.759,15,3.5,Y
40L,F,1999,11,64A,Z06,64A,F,40,L,31.034,4012,3.8333333333333335,Y
55V,F,2003,7,J92,90B,J92,F,41,L,29.31,5522,4.333333333333333,Y
28N,F,1999,11,X97,R70,X97,F,42,L,27.586,2814,4.333333333333333,Y
57H,F,1997,13,699,J26,699,F,43,L,25.862,5708,3.6666666666666665,Y
61J,F,1999,11,V58,V79,V58,F,44,L,24.138,6110,3.1666666666666665,Y
34N,F,1999,11,J92,R70,J92,F,45,L,22.414,3414,4.166666666666667,Y
64D,F,1995,15,I68,NA,I68,F,46,L,20.69,6404,3.8333333333333335,Y
X44,F,1991,19,L26,D38,L26,F,47,L,18.966,2444,4.333333333333333,Y
50I,F,1997,13,64A,S56,64A,F,48,L,17.241,5009,4.333333333333333,Y
20F,F,1996,14,R68,H87,R68,F,49,L,15.517,2006,4.333333333333333,Y
