agonism_winner,agonism_loser,agonism_type,winner_sex,loser_sex,date,observer,data_source,focal_individual
12Z,29Z,submit,Male,Female,2015-01-26,JG,focalfollow,agonism.winner
30C,juvenile,contactagg,Male,Unknown,2015-01-26,JG,focalfollow,agonism.winner
8C3,3C3,feargrm,Male,Female,2015-01-26,JG,focalfollow,agonism.winner
28B,juvenile,noncontactagg,Male,Unknown,2015-01-27,JG,focalfollow,agonism.winner
9D1,juvenile,threat,Male,Unknown,2015-01-27,JG,focalfollow,agonism.winner
9E5,juvenile,noncontactagg,Male,Unknown,2015-01-27,JG,focalfollow,agonism.winner
9E5,79Z,threat,Male,Female,2015-01-27,JG,focalfollow,agonism.winner
9E6,79Z,avoid,Male,Female,2015-01-27,JG,focalfollow,agonism.winner
0B8,82L,feargrm,Male,Female,2015-01-28,JG,focalfollow,agonism.winner
0B8,2A8,avoid,Male,Female,2015-01-28,JG,focalfollow,agonism.winner
3B9,juvenile,threat,Male,Unknown,2015-01-28,JG,focalfollow,agonism.winner
88T,3E7,threat,Male,Female,2015-01-28,JG,focalfollow,agonism.winner
88T,2C9,submit,Male,Male,2015-01-28,JG,focalfollow,agonism.winner
88T,juvenile,noncontactagg,Male,Unknown,2015-01-28,JG,focalfollow,agonism.winner
88T,98T,contactagg,Male,Female,2015-01-28,JG,focalfollow,agonism.winner
8C0,infant,threat,Male,Unknown,2015-01-28,JG,focalfollow,agonism.winner
8C0,64P,feargrm,Male,Female,2015-01-28,JG,focalfollow,agonism.winner
8C0,98T,displace,Male,Female,2015-01-28,JG,focalfollow,agonism.winner
8C0,32S,noncontactagg,Male,Female,2015-01-28,JG,focalfollow,agonism.winner
04I,juvenile,contactagg,Male,Unknown,2015-01-29,JG,focalfollow,agonism.winner
7G2,juvenile,contactagg,Male,Unknown,2015-01-29,JG,focalfollow,agonism.winner
0B8,9E5,noncontactagg,Male,Male,2015-02-02,JG,focalfollow,agonism.winner
0B8,68V,submit,Male,Female,2015-02-02,JG,focalfollow,agonism.winner
0B8,9E5,noncontactagg,Male,Male,2015-02-02,JG,focalfollow,agonism.winner
3B9,juvenile,noncontactagg,Male,Unknown,2015-02-02,JG,focalfollow,agonism.winner
3B9,64P,feargrm,Male,Female,2015-02-02,JG,focalfollow,agonism.winner
3B9,juvenile,noncontactagg,Male,Unknown,2015-02-02,JG,focalfollow,agonism.winner
43P,infant,contactagg,Male,Unknown,2015-02-02,JG,focalfollow,agonism.winner
43P,infant,threat,Male,Unknown,2015-02-02,JG,focalfollow,agonism.winner
43P,68V,submit,Male,Female,2015-02-02,JG,focalfollow,agonism.winner
43P,9D1,avoid,Male,Male,2015-02-02,JG,focalfollow,agonism.winner
60T,adult female,avoid,Male,Unknown,2015-02-02,JG,focalfollow,agonism.winner
60T,adult male,avoid,Male,Unknown,2015-02-02,JG,focalfollow,agonism.winner
7G1,00O,avoid,Male,Female,2015-02-02,JG,focalfollow,agonism.winner
7G1,juvenile,noncontactagg,Male,Unknown,2015-02-02,JG,focalfollow,agonism.winner
9E6,61J,feargrm,Male,Female,2015-02-02,JG,focalfollow,agonism.winner
3E4,0G5,feargrm,Male,Female,2015-02-03,JG,focalfollow,agonism.winner
91O,34N,avoid,Male,Female,2015-02-03,JG,focalfollow,agonism.winner
91O,juvenile,noncontactagg,Male,Unknown,2015-02-03,JG,focalfollow,agonism.winner
91O,2A7,displace,Male,Female,2015-02-03,JG,focalfollow,agonism.winner
9D1,juvenile,noncontactagg,Male,Unknown,2015-02-03,JG,focalfollow,agonism.winner
9D1,adult female,avoid,Male,Unknown,2015-02-03,JG,focalfollow,agonism.winner
9D1,88T,avoid,Male,Male,2015-02-03,JG,focalfollow,agonism.winner
9D1,unknown,noncontactagg,Male,Unknown,2015-02-03,JG,focalfollow,agonism.winner
04I,9E5,threat,Male,Male,2015-02-04,JG,focalfollow,agonism.winner
07D,78T,feargrm,Male,Female,2015-02-04,JG,focalfollow,agonism.winner
07D,64P,avoid,Male,Female,2015-02-04,JG,focalfollow,agonism.winner
07D,8B0,feargrm,Male,Female,2015-02-04,JG,focalfollow,agonism.winner
8C0,42T,avoid,Male,Male,2015-02-04,JG,focalfollow,agonism.winner
8C0,adult male,noncontactagg,Male,Unknown,2015-02-04,JG,focalfollow,agonism.winner
8C0,juvenile,threat,Male,Unknown,2015-02-04,JG,focalfollow,agonism.winner
