id,sex,year.of.birth,age,mother,father,behavioral.mother,group.at.birth,rank,ordinal.rank,percofsex.dominanted,idcode,hrs.focalfollowed,focalcutoff_met
14I,F,1998,13,C87,X94,C87,F,1,H,100,1409,5,Y
78T,F,2002,9,14I,66F,14I,F,2,H,97.059,7820,5.166666666666667,Y
56A,F,1993,18,C87,A66,C87,F,3,H,95.588,5601,4.666666666666667,Y
29Z,F,2003,8,99I,86F,99I,F,4,H,94.118,2926,5,Y
68J,F,1998,13,J29,J26,J29,F,5,H,92.647,6810,5.166666666666667,Y
V36,F,1990,21,NA,NA,D69,F,6,H,91.176,2236,5,Y
35N,F,2000,11,N12,H87,N12,F,7,H,89.706,3514,5.166666666666667,Y
9A4,F,2004,7,35N,85B,35N,F,8,H,88.235,9014,5.166666666666667,Y
68V,F,2004,7,N12,10D,N12,F,9,H,86.765,6822,5,Y
N12,F,1987,24,NA,689,FB,F,10,H,85.294,1212,5,Y
28J,F,1998,13,985,H87,985,F,11,H,83.824,2810,5.166666666666667,Y
24B,F,1993,18,985,C18,985,F,12,H,82.353,2402,5.166666666666667,Y
14L,F,1998,13,F25,658,F25,F,13,H,80.882,1412,5,Y
2A2,F,2004,7,14L,65F,14L,F,14,M,79.412,2012,5.166666666666667,Y
10S,F,2001,10,61A,65F,61A,F,15,M,77.941,1019,5.166666666666667,Y
52P,F,2000,11,61A,D78,61A,F,16,M,76.471,5216,5.166666666666667,Y
2A5,F,2005,6,42O,78B,42O,F,17,M,75,2015,5.166666666666667,Y
Z14,F,1991,20,B75,C18,B75,F,18,M,73.529,2614,5,Y
43F,F,1996,15,Z14,R70,Z14,F,19,M,72.059,4306,5,Y
43J,F,1998,13,H74,O23,H74,F,20,M,70.588,4310,5,Y
82A,F,1993,18,H74,H87,H74,F,21,M,69.118,8201,5,Y
R65,F,1989,22,H74,C18,H74,F,22,M,67.647,1865,2.6666666666666665,N
98T,F,2004,7,R65,30C,R65,F,23,M,66.176,9820,4.833333333333333,Y
17C,F,1994,17,R65,G07,R65,F,24,M,64.706,1703,5,Y
04N,F,2000,11,17C,Z06,17C,F,25,M,63.235,414,5.166666666666667,Y
60P,F,2000,11,42B,29C,42B,F,26,M,61.765,6016,5,Y
K00,F,1986,25,NA,NA,930,F,27,M,60.294,1100,5.166666666666667,Y
92D,F,1994,17,K00,D11,K00,F,28,M,58.824,9204,5,Y
64P,F,2000,11,39B,85B,39B,F,29,M,57.353,6416,5,Y
