id,sex,year.of.birth,age,mother,father,behavioral.mother,group.at.birth,rank,ordinal.rank,percofsex.dominanted,idcode,hrs.focalfollowed,focalcutoff_met
62H,F,1996,15,O53,H87,O53,F,30,M,55.882,6208,5,Y
0A4,F,2004,7,62H,07D,62H,F,31,M,54.412,14,5,Y
79C,F,1994,17,577,NA,577,F,32,M,52.941,7903,3.3333333333333335,Y
O52,F,1988,23,577,C18,577,F,33,M,51.471,1552,5,Y
88I,F,1997,14,23B,K42,23B,F,34,M,50,8809,5,Y
59A,F,1992,19,NA,658,J97,F,35,L,48.529,5901,5,Y
56E,F,1996,15,C26,S94,C26,F,36,L,47.059,5605,5.166666666666667,Y
73B,F,1994,17,C26,NA,C26,F,37,L,45.588,7302,5,Y
50S,F,2002,9,Z08,10D,Z08,F,38,L,44.118,5019,5,Y
2A8,F,2004,7,44J,86D,44J,F,39,L,42.647,2018,4.833333333333333,Y
44J,F,1997,14,48B,51A,48B,F,40,L,41.176,4410,5,Y
32S,F,2001,10,V65,45A,V65,F,41,L,39.706,3219,5,Y
82L,F,2000,11,NA,56C,27C,F,42,L,38.235,8212,5,Y
90D,F,1995,16,D69,C98,D69,F,43,L,36.765,9004,5,Y
00O,F,1999,12,90D,56C,90D,F,44,L,35.294,15,5.166666666666667,Y
50I,F,1997,14,64A,S56,64A,F,45,L,33.824,5009,5,Y
79Z,F,2004,7,64A,79H,64A,F,46,L,32.353,7926,5,Y
40L,F,1999,12,64A,Z06,64A,F,47,L,30.882,4012,5,Y
2A7,F,2004,7,40L,79H,40L,F,48,L,29.412,2017,5.166666666666667,Y
61J,F,1999,12,V58,V79,V58,F,49,L,27.941,6110,5.166666666666667,Y
57H,F,1997,14,699,J26,699,F,50,L,26.471,5708,5,Y
63V,F,2003,8,89C,60E,89C,F,51,L,25,6322,5,Y
55V,F,2003,8,J92,90B,J92,F,52,L,23.529,5522,5.166666666666667,Y
28N,F,1999,12,X97,R70,X97,F,53,L,22.059,2814,5,Y
34N,F,1999,12,J92,R70,J92,F,54,L,20.588,3414,5,Y
1A3,F,2004,7,34N,86D,34N,F,55,L,19.118,1013,5.166666666666667,Y
00J,F,1998,13,I88,S94,I88,F,56,L,17.647,10,5.166666666666667,Y
36Z,F,2004,7,00J,79H,00J,F,57,L,16.176,3626,5.166666666666667,Y
20F,F,1996,15,R68,H87,R68,F,58,L,14.706,2006,4.833333333333333,Y
64D,F,1995,16,I68,NA,I68,F,59,L,13.235,6404,5,Y
42L,F,1999,12,J91,I37,J91,F,60,L,11.765,4212,5.166666666666667,Y
87K,F,1998,13,J91,H87,J91,F,61,L,10.294,8711,5.166666666666667,Y
X44,F,1991,20,L26,D38,L26,F,62,L,8.824,2444,4.833333333333333,Y
03J,F,1997,14,O69,V79,O69,F,63,L,7.353,310,5.166666666666667,Y
93Z,F,2004,7,03J,09K,03J,F,64,L,5.882,9326,5,Y
62V,F,2003,8,78A,79H,78A,F,65,L,4.412,6222,5.166666666666667,Y
74S,F,2003,8,78A,86D,78A,F,66,L,2.941,7419,5.166666666666667,Y
0A9,F,2004,7,29B,08N,29B,F,67,L,1.471,19,4.833333333333333,Y
29B,F,1993,18,C38,C56,C38,F,68,L,0,2902,5,Y
36S,M,2001,10,Z11,Z10,Z11,F,2,H,95.55555556,3619,5,Y
07D,M,1995,16,L19,K85,L19,R,3,H,93.33333333,704,5,Y
43P,M,2001,10,H74,K32,H74,F,4,H,91.11111111,4316,5,Y
30C,M,1994,17,953,J19,953,S,5,H,88.88888889,3003,5.166666666666667,Y
O34,M,1988,23,D07,NA,D07,R,6,H,86.66666667,1534,3.1666666666666665,Y
96B,M,1994,17,D07,E05,D07,R,7,H,84.44444444,9602,5,Y
25L,M,2000,11,13B,Z00,13B,V,8,H,82.22222222,2512,4.833333333333333,Y
30L,M,2000,11,L66,Z00,L66,V,9,H,80,3012,4.833333333333333,Y
04I,M,1997,14,44B,F26,55A,F,10,M,77.77777778,409,5,Y
25R,M,2001,10,V44,51A,V44,R,11,M,75.55555556,2518,5,Y
35V,M,2004,7,N40,25I,N40,R,12,M,73.33333333,3522,5,Y
29V,M,2003,8,06J,62D,06J,R,13,M,71.11111111,2922,4.833333333333333,Y
8A7,M,2004,7,46K,31I,46K,R,14,M,68.88888889,8017,5,Y
29H,M,1997,14,C63,T53,C63,BB,15,M,66.66666667,2908,5,Y
96Z,M,2004,7,50K,69I,50K,R,16,M,64.44444444,9626,5,Y
6A8,M,2004,7,70K,25I,70K,R,17,M,62.22222222,6018,5.166666666666667,Y
0B8,M,2004,7,28A,48G,28A,R,18,M,60,28,5,Y
33T,M,2002,9,89K,80B,89K,R,19,M,57.77777778,3320,5,Y
05I,M,1998,13,G43,J21,G43,F,20,M,55.55555556,509,1.5,N
36T,M,2003,8,Z53,03G,Z53,R,21,M,53.33333333,3620,5,Y
46Z,M,2004,7,J41,20J,J41,V,22,M,51.11111111,4626,2.1666666666666665,N
1B1,M,2004,7,36O,78B,36O,HH,23,L,48.88888889,1021,4.833333333333333,Y
31S,M,2001,10,03H,79B,03H,R,24,L,46.66666667,3119,5,Y
07T,M,2003,8,77D,O15,77D,R,25,L,44.44444444,720,0.5,N
31I,M,1998,13,G68,761,G68,R,26,L,42.22222222,3109,5.166666666666667,Y
80T,M,2003,8,J99,33A,J99,R,27,L,40,8020,5.166666666666667,Y
22R,M,2001,10,J74,17A,J74,S,28,L,37.77777778,2218,4.833333333333333,Y
42T,M,2002,9,K28,L83,K28,R,29,L,35.55555556,4220,5.166666666666667,Y
34P,M,2000,11,79C,51A,79C,F,30,L,33.33333333,3416,5,Y
43H,M,1997,14,K89,J19,K89,BB,31,L,31.11111111,4308,1.5,N
18Z,M,2004,7,NA,51A,T98,V,32,L,28.88888889,1826,1.8333333333333333,N
60T,M,2002,9,10C,25I,10C,R,34,L,24.44444444,6020,5.166666666666667,Y
X58,M,1991,20,I21,647,I21,S,35,L,22.22222222,2458,4.833333333333333,Y
77I,M,1998,13,S97,D52,S97,R,36,L,20,7709,5.166666666666667,Y
04T,M,2002,9,96G,80B,96G,R,37,L,17.77777778,420,5.333333333333333,Y
60E,M,1996,15,N12,H90,N12,F,38,L,15.55555556,6005,5,Y
17T,M,2002,9,76D,S47,76D,R,41,L,8.888888889,1720,1.1666666666666667,N
91O,M,2000,11,V60,77A,V60,R,42,L,6.666666667,9115,3,Y
85B,M,1993,18,O30,J43,O30,S,NA,NA,NA,8502,5,Y
