id,sex,year.of.birth,age,mother,father,behavioral.mother,group.at.birth,rank,ordinal.rank,percofsex.dominanted,idcode,hrs.focalfollowed,focalcutoff_met
14E,F,1994,21,L49,G20,L49,V,1,H,100,1405,4.666666666666667,Y
40Z,F,2003,12,14E,39C,14E,V,2,H,94.737,4026,1.8333333333333333,N
0F0,F,2007,8,31L,61B,31L,V,3,H,92.105,60,4.5,Y
2E4,F,2006,9,29J,54F,29J,V,4,H,89.474,2054,4.333333333333333,Y
5C6,F,2005,10,31L,Z46,31L,V,5,H,86.842,5036,4.166666666666667,Y
1G2,F,2008,7,67F,51J,67F,V,6,H,84.211,1072,4.333333333333333,Y
9C1,F,2006,9,67F,54F,67F,V,7,H,81.579,9031,4.5,Y
30J,F,1998,17,J41,S56,J41,V,8,M,78.947,3010,4.333333333333333,Y
00V,F,2003,12,30J,51A,30J,V,9,M,76.316,22,4.666666666666667,Y
2G4,F,2008,7,00V,30S,00V,V,10,M,73.684,2074,4.833333333333333,Y
53Z,F,2004,11,30J,51A,30J,V,11,M,71.053,5326,4.5,Y
1G1,F,2008,7,48S,61B,48S,V,12,M,68.421,1071,4.333333333333333,Y
15E,F,1995,20,J41,F32,J41,V,13,M,65.789,1505,4.333333333333333,Y
78I,F,1997,18,13B,L07,13B,V,14,M,63.158,7809,4.5,Y
5E8,F,2008,7,78I,60L,78I,V,15,M,60.526,5058,4.333333333333333,Y
7C4,F,2005,10,13B,17L,13B,V,16,M,57.895,7034,4.666666666666667,Y
52Z,F,2004,11,78I,01K,78I,V,17,M,55.263,5226,4.666666666666667,Y
1G6,F,2008,7,52Z,30S,52Z,V,18,M,52.632,1076,4.666666666666667,Y
13H,F,1997,18,J41,S76,J41,V,19,M,50,1308,4.5,Y
9E8,F,2008,7,L66,12E,L66,V,20,L,47.368,9058,4.5,Y
93T,F,2003,12,L66,51A,L66,V,21,L,44.737,9320,4.5,Y
45Z,F,2004,11,20C,51J,20C,V,22,L,42.105,4526,4.833333333333333,Y
90T,F,2003,12,79I,72H,79I,V,23,L,39.474,9020,4.5,Y
81E,F,1995,20,845,A66,845,V,24,L,36.842,8105,4.666666666666667,Y
2G2,F,2008,7,81E,61B,81E,V,25,L,34.211,2072,4.5,Y
47Z,F,2004,11,31G,12E,31G,V,26,L,31.579,4726,4.166666666666667,Y
2G3,F,2008,7,47Z,NA,47Z,V,27,L,28.947,2073,4.333333333333333,Y
4C9,F,2005,10,20C,44E,20C,V,28,L,26.316,4039,4.333333333333333,Y
1G0,F,2008,7,25N,41N,25N,V,29,L,23.684,1070,4.333333333333333,Y
1B0,F,2004,11,99J,12E,99J,V,30,L,21.053,1020,4.666666666666667,Y
3H0,F,2008,7,1B0,NA,1B0,V,31,L,18.421,3080,4.333333333333333,Y
T03,F,1989,26,845,NA,845,L,32,L,15.789,2003,4.666666666666667,Y
4C5,F,2005,10,T03,51A,T03,V,33,L,13.158,4035,4.5,Y
3D9,F,2007,8,T03,51A,T03,V,34,L,10.526,3049,4.333333333333333,Y
98J,F,1998,17,13A,X80,13A,V,35,L,7.895,9810,4.5,Y
85T,F,2003,12,98J,51A,98J,V,36,L,5.263,8520,4.666666666666667,Y
1G4,F,2008,7,85T,30S,85T,V,37,L,2.632,1074,4.5,Y
51Z,F,2004,11,97J,61B,97J,V,38,L,0,5126,4.5,Y
51A,M,1992,23,K04,A66,K04,F,1,H,100,5101,4.5,Y
12E,M,1995,20,J92,A98,J92,F,2,H,95.45454545,1205,4.333333333333333,Y
98K,M,1999,16,74B,T53,74B,R,3,H,93.18181818,9811,4.666666666666667,Y
61R,M,2001,14,07A,45A,07A,KK,4,H,90.90909091,6118,4.5,Y
73V,M,2003,12,T83,Z46,T83,S,5,H,88.63636364,7322,4.5,Y
18I,M,1998,17,L80,K42,L80,F,6,H,86.36363636,1809,4.5,Y
12O,M,1999,16,I56,85A,I56,S,7,H,84.09090909,1215,4.5,Y
77I,M,1998,17,S97,D52,S97,R,8,H,81.81818182,7709,4.5,Y
31I,M,1998,17,G68,761,G68,R,9,M,79.54545455,3109,2.1666666666666665,Y
81O,M,2000,15,02A,L83,02A,R,10,M,77.27272727,8115,4.5,Y
33T,M,2002,13,89K,80B,89K,R,11,M,75,3320,4.5,Y
61D,M,1995,20,O53,D11,O53,F,12,M,72.72727273,6104,3.6666666666666665,Y
25R,M,2001,14,V44,51A,V44,R,13,M,70.45454545,2518,4.666666666666667,Y
32Z,M,2004,11,J91,X81,J91,F,14,M,68.18181818,3226,4.833333333333333,Y
4E2,M,2007,8,67G,17L,67G,F,15,M,65.90909091,4052,4.5,Y
0D3,M,2006,9,10S,99L,10S,F,16,M,63.63636364,43,2.8333333333333335,Y
06O,M,2000,15,19A,17B,19A,F,17,M,61.36363636,615,4.333333333333333,Y
5E6,M,2007,8,78T,85B,78T,F,18,M,59.09090909,5056,4.5,Y
4C3,M,2005,10,K04,07D,K04,F,19,M,56.81818182,4033,2.8333333333333335,Y
8A7,M,2004,11,46K,31I,46K,R,20,M,54.54545455,8017,3,Y
1B1,M,2004,11,36O,78B,36O,HH,21,M,52.27272727,1021,4.5,Y
30Z,M,2003,12,V65,85B,V65,F,22,M,50,3026,2.1666666666666665,Y
1F9,M,2007,8,38P,07D,38P,R,23,L,47.72727273,1069,3.1666666666666665,Y
1A6,M,2004,11,64P,12O,64P,F,24,L,45.45454545,1016,4.5,Y
9D7,M,2006,9,00J,36S,00J,F,25,L,43.18181818,9047,4.333333333333333,Y
19T,M,2002,13,V05,S76,V05,KK,26,L,40.90909091,1920,4.333333333333333,Y
2C9,M,2005,10,38E,80B,38E,R,27,L,38.63636364,2039,4.166666666666667,Y
0G1,M,2007,8,K00,91O,K00,F,28,L,36.36363636,71,3.8333333333333335,Y
80T,M,2003,12,J99,33A,J99,R,29,L,34.09090909,8020,3,Y
7F5,M,2007,8,76J,79H,76J,KK,30,L,31.81818182,7065,4.5,Y
0E3,M,2006,9,L19,20J,L19,R,31,L,29.54545455,53,1.8333333333333333,N
1G8,M,2008,7,31L,41N,31L,V,32,L,27.27272727,1078,0.16666666666666666,N
36S,M,2001,14,Z11,Z10,Z11,F,33,L,25,3619,1.5,N
4G8,M,2008,7,73B,89N,73B,F,34,L,22.72727273,4078,4.166666666666667,Y
8C9,M,2006,9,59F,99L,59F,R,35,L,20.45454545,8039,3.1666666666666665,Y
5E4,M,2007,8,98J,72O,98J,V,36,L,18.18181818,5054,0.16666666666666666,N
7A2,M,2004,11,28N,86D,28N,F,37,L,15.90909091,7012,1.6666666666666667,N
8D2,M,2007,8,99J,61B,99J,V,38,L,13.63636364,8042,2.8333333333333335,Y
4D3,M,2006,9,31G,51J,31G,V,39,L,11.36363636,4043,4.5,Y
37N,M,2000,15,24B,F46,24B,F,40,L,9.090909091,3714,3.5,Y
2H6,M,2008,7,68C,43R,68C,R,41,L,6.818181818,2086,4.5,Y
8D3,M,2006,9,13H,44E,13H,V,42,L,4.545454545,8043,3.6666666666666665,Y
8D8,M,2006,9,60R,20J,60R,KK,43,L,2.272727273,8048,2.5,Y
04T,M,2002,13,96G,80B,96G,R,44,L,0,420,1.3333333333333333,N
