agonism_winner,agonism_loser,agonism_type,winner_sex,loser_sex,date,observer,data_source,focal_individual
2D0,juvenile,noncontactagg,Male,Unknown,2015-04-01,EB,focalfollow,agonism.winner
2D0,93O,threat,Male,Female,2015-04-01,EB,focalfollow,agonism.winner
3F7,juvenile,contactagg,Female,Unknown,2015-04-01,EB,focalfollow,agonism.winner
4D8,juvenile,contactagg,Female,Unknown,2015-04-01,EB,focalfollow,agonism.winner
64S,1C7,feargrm,Male,Female,2015-04-01,EB,focalfollow,agonism.winner
6D4,unknown,threat,Female,Unknown,2015-04-01,EB,focalfollow,agonism.winner
6D4,unknown,threat,Female,Unknown,2015-04-01,EB,focalfollow,agonism.winner
73Z,juvenile,noncontactagg,Male,Unknown,2015-04-01,EB,focalfollow,agonism.winner
73Z,3G3,displace,Male,Female,2015-04-01,EB,focalfollow,agonism.winner
0B6,1C5,contactagg,Female,Female,2015-03-02,EB,focalfollow,agonism.winner
11Z,juvenile,noncontactagg,Male,Unknown,2015-03-02,EB,focalfollow,agonism.winner
46Z,11Z,feargrm,Male,Male,2015-03-02,EB,focalfollow,agonism.winner
46Z,6D6,contactagg,Male,Female,2015-03-02,EB,focalfollow,agonism.winner
46Z,6D6,noncontactagg,Male,Female,2015-03-02,EB,focalfollow,agonism.winner
46Z,adult male,noncontactagg,Male,Unknown,2015-03-02,EB,focalfollow,agonism.winner
49V,infant,noncontactagg,Female,Unknown,2015-03-02,EB,focalfollow,agonism.winner
73Z,infant,contactagg,Male,Unknown,2015-03-02,EB,focalfollow,agonism.winner
73Z,infant,noncontactagg,Male,Unknown,2015-03-02,EB,focalfollow,agonism.winner
73Z,6D4,contactagg,Male,Female,2015-03-02,EB,focalfollow,agonism.winner
73Z,93O,feargrm,Male,Female,2015-03-02,EB,focalfollow,agonism.winner
94H,56K,displace,Male,Male,2015-03-02,EB,focalfollow,agonism.winner
9C8,93O,submit,Male,Female,2015-03-02,EB,focalfollow,agonism.winner
