groom_giver,groom_reciever,constrained_duration,observation_name
4C9,0C7,58,2019-02-04_4C9_DP_2
00V,81O,89,2019-02-06_00V_DP_4
00V,2K6,107,2019-02-06_00V_DP_4
6P9,2N8,523,2019-02-06_6P9_DP_5
1M6,2N8,123,2019-02-11_1M6_DP_3
3I6,4C9,70,2019-02-12_3I6_DP_5
0J4,2K1,121,2019-02-13_0J4_DP_3
4C5,3D9,79,2019-02-18_4C5_DP_1
9P3,2G2,175,2019-02-22_9P3_DP_6
8K9,3M8,212,2019-02-27_8K9_DP_5
9M8,45Z,69,2019-02-27_9M8_DP_5
77I,93T,245,2019-02-28_77I_DP_4
0J4,4C5,40,2019-03-01_0J4_DP_5
5P4,6B8,82,2019-03-04_5P4_DP_5
90T,33T,20,2019-03-04_90T_DP_4
2D0,5L7,108,2019-03-07_2D0_DP_5
1Q7,1G4,140,2019-03-08_1Q7_DP_4
3H0,5K8,40,2019-03-08_3H0_DP_5
3H0,5K8,234,2019-03-08_3H0_DP_5
4C5,19T,288,2019-03-08_4C5_DP_5
1K1,2E4,35,2019-03-13_1K1_DP_1
4J4,90T,82,2019-03-14_4J4_DP_4
04T,3D9,27,2019-03-18_04T_DP_4
19T,4C9,200,2019-03-18_19T_DP_5
33T,90T,181,2019-03-26_33T_DP_6
9M8,45Z,503,2019-04-01_9M8_DP_6
1G4,0M1,162,2019-04-02_1G4_DP_5
1G4,0M1,26,2019-04-02_1G4_DP_5
4E2,3H0,130,2019-04-10_4E2_DP_1
6P9,2N8,180,2019-04-11_6P9_DP_5
7K4,8J3,54,2019-04-11_7K4_DP_1
7K4,8J3,40,2019-04-11_7K4_DP_1
61R,00V,313,2019-04-23_61R_DP_4
1B1,1I7,53,2019-04-24_1B1_DP_6
1B1,1I7,137,2019-04-24_1B1_DP_6
8J3,7K4,47,2019-04-24_8J3_DP_4
2N2,8N5,134,2019-05-01_2N2_DP_6
3P6,8C3,576,2019-05-06_3P6_DP_6
93T,2G2,71,2019-05-14_93T_DP_4
2N8,7K4,58,2019-05-16_2N8_DP_6
78I,33T,223,2019-05-16_78I_DP_6
8A7,4C5,324,2019-05-20_8A7_DP_5
2E4,1K1,80,2019-06-03_2E4_DP_5
1Q7,2K1,264,2019-06-18_1Q7_DP_6
3D9,0J4,65,2019-06-19_3D9_DP_5
9E3,7G1,288,2019-06-19_9E3_DP_5
5B0,9M8,55,2019-06-20_5B0_DP_6
7K8,8J3,55,2019-06-20_7K8_DP_5
8M1,3P3,246,2019-06-26_8M1_DP_6
93T,9C1,84,2019-06-26_93T_DP_5
2K1,1G4,152,2019-06-27_2K1_DP_6
5O0,8N3,142,2019-07-09_5O0_DP_6
1K1,61R,75,2019-07-10_1K1_DP_5
45Z,9M8,58,2019-07-11_45Z_DP_1
2N8,5L7,56,2019-07-23_2N8_DP_1
7P0,1E5,51,2019-08-05_7P0_DP_6
7K8,8J3,250,2019-08-12_7K8_DP_6
7K8,2E4,234,2019-09-03_7K8_DP_5
7P0,3P6,204,2019-09-04_7P0_DP_6
0P9,0C7,100,2019-09-09_0P9_DP_5
2N0,5P4,194,2019-09-09_2N0_DP_6
6P9,2N8,141,2019-09-12_6P9_DP_5
8N3,9P3,32,2019-09-13_8N3_DP_6
3H0,1I5,519,2019-09-19_3H0_DP_5
2K1,0I9,230,2019-02-04_0I9_DP_2
2N8,0P9,207,2019-02-04_0P9_DP_4
2K1,85T,204,2019-02-06_85T_DP_4
1G1,2E4,371,2019-02-12_2E4_DP_5
2K1,0J4,42,2019-02-13_0J4_DP_3
93T,0C7,253,2019-02-19_0C7_DP_5
2N0,2N8,55,2019-02-19_2N8_DP_5
1K1,2K3,149,2019-02-22_2K3_DP_6
2K1,1B0,43,2019-02-25_1B0_DP_6
1G0,8K1,415,2019-02-25_8K1_DP_5
5E8,61R,457,2019-02-26_61R_DP_6
3M8,8K9,58,2019-02-27_8K9_DP_5
4C5,0J4,121,2019-03-01_0J4_DP_5
33T,90T,278,2019-03-04_90T_DP_4
8C3,1E5,297,2019-03-07_1E5_DP_6
78I,33T,562,2019-03-07_33T_DP_6
5K8,3H0,96,2019-03-08_3H0_DP_5
77I,5L7,252,2019-03-08_5L7_DP_6
2G2,5L7,74,2019-03-08_5L7_DP_6
9M8,45Z,185,2019-03-11_45Z_DP_4
1Q7,1G4,116,2019-03-14_1G4_DP_4
61R,2I3,167,2019-03-20_2I3_DP_4
2G2,81O,237,2019-03-25_81O_DP_4
33T,90T,368,2019-03-27_90T_DP_4
36V,1G1,87,2019-03-29_1G1_DP_1
36V,1B0,318,2019-04-02_1B0_DP_6
3H0,4E2,101,2019-04-10_4E2_DP_1
1I7,1G1,219,2019-04-17_1G1_DP_5
1I7,1B1,187,2019-04-24_1B1_DP_6
7C4,12O,253,2019-05-08_12O_DP_4
9K9,45Z,44,2019-05-09_45Z_DP_6
4J4,45Z,139,2019-05-09_45Z_DP_6
7P0,6E6,266,2019-05-09_6E6_DP_5
00V,61R,79,2019-05-15_61R_DP_6
78I,33T,209,2019-05-22_33T_DP_5
1K1,2E4,132,2019-06-20_2E4_DP_3
1B0,1G0,80,2019-06-26_1G0_DP_1
1K1,2E4,267,2019-06-27_2E4_DP_4
1G4,2K1,364,2019-06-27_2K1_DP_6
4K7,7K4,187,2019-07-10_7K4_DP_6
1F2,7K4,116,2019-07-10_7K4_DP_6
1I6,1I5,536,2019-08-01_1I5_DP_4
2E4,7K8,55,2019-09-03_7K8_DP_5
2N0,5P4,185,2019-09-06_5P4_DP_6
4C5,4J4,163,2019-09-12_4J4_DP_5
2N8,6P9,44,2019-09-12_6P9_DP_5
90T,9P3,134,2019-09-12_9P3_DP_3
2D0,4G8,355,2019-09-27_4G8_DP_5
0M4,0M1,441,2019-09-30_0M1_DP_6
1I5,6E6,310,2019-10-03_6E6_DP_6
