agonism_winner,agonism_loser,agonism_type,winner_sex,loser_sex,date,observer,data_source,focal_individual
53N,48L,displace,Male,Male,2011-06-26,SML,focalfollow,agonism.winner
5A0,98V,submit,Female,Female,2011-06-28,SML,focalfollow,agonism.winner
9A1,53N,avoid,Male,Male,2011-06-28,SML,focalfollow,agonism.winner
36D,juvenile,displace,Female,Unknown,2011-06-29,SML,focalfollow,agonism.winner
72T,juvenile,displace,Male,Unknown,2011-06-29,SML,focalfollow,agonism.winner
72T,Z82,displace,Male,Female,2011-06-29,SML,focalfollow,agonism.winner
98V,26P,avoid,Female,Male,2011-06-29,SML,focalfollow,agonism.winner
4A9,juvenile,displace,Female,Unknown,2011-06-30,SML,focalfollow,agonism.winner
88V,infant,displace,Male,Unknown,2011-06-30,SML,focalfollow,agonism.winner
88V,juvenile,displace,Male,Unknown,2011-06-30,SML,focalfollow,agonism.winner
88V,juvenile,noncontactagg,Male,Unknown,2011-06-30,SML,focalfollow,agonism.winner
74K,juvenile,noncontactagg,Female,Unknown,2011-07-01,SML,focalfollow,agonism.winner
74K,T83,contactagg,Female,Female,2011-07-01,SML,focalfollow,agonism.winner
Z82,juvenile,avoid,Female,Unknown,2011-07-01,SML,focalfollow,agonism.winner
Z82,03N,avoid,Female,Male,2011-07-01,SML,overtime,agonism.winner
5A0,juvenile,noncontactagg,Female,Unknown,2011-07-10,SML,focalfollow,agonism.winner
5A0,74K,displace,Female,Female,2011-07-10,SML,focalfollow,agonism.winner
81I,48L,avoid,Female,Male,2011-07-10,SML,focalfollow,agonism.winner
97R,Z82,submit,Female,Female,2011-07-10,SML,focalfollow,agonism.winner
97R,26P,avoid,Female,Male,2011-07-10,SML,focalfollow,agonism.winner
Z82,53N,avoid,Female,Male,2011-07-10,SML,focalfollow,agonism.winner
03N,infant,threat,Male,Unknown,2011-07-11,SML,focalfollow,agonism.winner
7A9,97R,displace,Female,Female,2011-07-11,SML,focalfollow,agonism.winner
57T,26P,avoid,Female,Male,2011-07-13,SML,focalfollow,agonism.winner
57T,juvenile,noncontactagg,Female,Unknown,2011-07-13,SML,focalfollow,agonism.winner
88N,88V,threat,Female,Male,2011-07-13,SML,focalfollow,agonism.winner
88N,Z82,noncontactagg,Female,Female,2011-07-13,SML,focalfollow,agonism.winner
88V,72T,displace,Male,Male,2011-07-13,SML,focalfollow,agonism.winner
98V,48L,avoid,Female,Male,2011-07-13,SML,focalfollow,agonism.winner
98V,4A9,avoid,Female,Female,2011-07-13,SML,focalfollow,agonism.winner
03N,9A1,displace,Male,Male,2011-07-14,SML,focalfollow,agonism.winner
05Z,infant,noncontactagg,Male,Unknown,2011-07-14,SML,focalfollow,agonism.winner
05Z,infant,noncontactagg,Male,Unknown,2011-07-14,SML,focalfollow,agonism.winner
05Z,juvenile,noncontactagg,Male,Unknown,2011-07-14,SML,focalfollow,agonism.winner
05Z,juvenile,displace,Male,Unknown,2011-07-14,SML,focalfollow,agonism.winner
4A9,88V,noncontactagg,Female,Male,2011-07-14,SML,focalfollow,agonism.winner
74K,juvenile,contactagg,Female,Unknown,2011-07-14,SML,focalfollow,agonism.winner
9A1,juvenile,threat,Male,Unknown,2011-07-14,SML,focalfollow,agonism.winner
9A1,infant,noncontactagg,Male,Unknown,2011-07-14,SML,focalfollow,agonism.winner
9A1,82Z,displace,Male,Female,2011-07-14,SML,focalfollow,agonism.winner
9A1,82Z,displace,Male,Female,2011-07-14,SML,focalfollow,agonism.winner
9A1,82Z,displace,Male,Female,2011-07-14,SML,focalfollow,agonism.winner
9A1,82Z,displace,Male,Female,2011-07-14,SML,focalfollow,agonism.winner
9A1,infant,displace,Male,Unknown,2011-07-14,SML,focalfollow,agonism.winner
9A1,36D,displace,Male,Female,2011-07-14,SML,focalfollow,agonism.winner
T83,T84,avoid,Female,Female,2011-07-14,SML,focalfollow,agonism.winner
T84,70T,displace,Female,Female,2011-07-14,SML,focalfollow,agonism.winner
T84,48L,avoid,Female,Male,2011-07-14,SML,focalfollow,agonism.winner
T84,70T,submit,Female,Female,2011-07-14,SML,focalfollow,agonism.winner
26P,juvenile,noncontactagg,Male,Unknown,2011-07-15,SML,focalfollow,agonism.winner
26P,juvenile,noncontactagg,Male,Unknown,2011-07-15,SML,focalfollow,agonism.winner
26P,juvenile,noncontactagg,Male,Unknown,2011-07-15,SML,focalfollow,agonism.winner
26P,5A0,threat,Male,Female,2011-07-15,SML,focalfollow,agonism.winner
26P,juvenile,contactagg,Male,Unknown,2011-07-15,SML,focalfollow,agonism.winner
26P,5A0,displace,Male,Female,2011-07-15,SML,focalfollow,agonism.winner
26P,9A1,submit,Male,Male,2011-07-15,SML,focalfollow,agonism.winner
72T,30F,submit,Male,Female,2011-07-15,SML,focalfollow,agonism.winner
72T,30F,feargrm,Male,Female,2011-07-15,SML,focalfollow,agonism.winner
82V,48L,avoid,Female,Male,2011-07-15,SML,focalfollow,agonism.winner
82V,97R,avoid,Female,Female,2011-07-15,SML,focalfollow,agonism.winner
97R,82V,displace,Female,Female,2011-07-15,SML,focalfollow,agonism.winner
97R,infant,noncontactagg,Female,Unknown,2011-07-15,SML,overtime,agonism.winner
9A1,7A9,threat,Male,Female,2011-07-15,SML,focalfollow,agonism.winner
Z82,82V,submit,Female,Female,2011-07-15,SML,focalfollow,agonism.winner
Z82,7A9,avoid,Female,Female,2011-07-15,SML,focalfollow,agonism.winner
Z82,81I,avoid,Female,Female,2011-07-15,SML,focalfollow,agonism.winner
48L,juvenile,displace,Male,Unknown,2011-07-19,SML,focalfollow,agonism.winner
4A9,53N,avoid,Female,Male,2011-07-19,SML,focalfollow,agonism.winner
5A1,48L,avoid,Female,Male,2011-07-19,SML,focalfollow,agonism.winner
81I,juvenile,noncontactagg,Female,Unknown,2011-07-19,SML,focalfollow,agonism.winner
81I,48L,avoid,Female,Male,2011-07-19,SML,focalfollow,agonism.winner
88N,82V,submit,Female,Female,2011-07-19,SML,focalfollow,agonism.winner
88N,juvenile,noncontactagg,Female,Unknown,2011-07-19,SML,focalfollow,agonism.winner
T84,82Z,feargrm,Female,Female,2011-07-19,SML,focalfollow,agonism.winner
T84,82Z,displace,Female,Female,2011-07-19,SML,focalfollow,agonism.winner
03N,82V,submit,Male,Female,2011-07-20,SML,focalfollow,agonism.winner
48L,98V,submit,Male,Female,2011-07-20,SML,focalfollow,agonism.winner
48L,T84,submit,Male,Female,2011-07-20,SML,focalfollow,agonism.winner
57T,88N,threat,Female,Female,2011-07-20,SML,focalfollow,agonism.winner
88V,38Z,feargrm,Male,Female,2011-07-20,SML,focalfollow,agonism.winner
T83,5A0,avoid,Female,Female,2011-07-20,SML,focalfollow,agonism.winner
26P,9A1,displace,Male,Male,2011-07-21,SML,focalfollow,agonism.winner
30F,53N,avoid,Female,Male,2011-07-21,SML,focalfollow,agonism.winner
53N,88V,displace,Male,Male,2011-07-21,SML,focalfollow,agonism.winner
5A1,infant,contactagg,Female,Unknown,2011-07-21,SML,focalfollow,agonism.winner
5A1,98V,threat,Female,Female,2011-07-21,SML,focalfollow,agonism.winner
88N,53N,noncontactagg,Female,Male,2011-07-21,SML,focalfollow,agonism.winner
Z82,82Z,avoid,Female,Female,2011-07-21,SML,focalfollow,agonism.winner
48L,72T,feargrm,Male,Male,2011-07-22,SML,focalfollow,agonism.winner
53N,5A0,displace,Male,Female,2011-07-22,SML,focalfollow,agonism.winner
53N,7A9,feargrm,Male,Female,2011-07-22,SML,focalfollow,agonism.winner
53N,7A9,feargrm,Male,Female,2011-07-22,SML,focalfollow,agonism.winner
