agonism_winner,agonism_loser,agonism_type,winner_sex,loser_sex,date,observer,data_source,focal_individual
22R,K00,avoid,Male,Female,2012-07-19,JG,focalfollow,agonism.winner
8A7,unknown,threat,Male,Unknown,2012-07-19,JG,focalfollow,agonism.winner
8A7,36Z,feargrm,Male,Female,2012-07-19,JG,focalfollow,agonism.winner
60T,unknown,threat,Male,Unknown,2012-07-20,JG,focalfollow,agonism.winner
60T,63V,avoid,Male,Female,2012-07-20,JG,focalfollow,agonism.winner
62H,adult male,threat,Female,Unknown,2012-07-20,JG,focalfollow,agonism.winner
82A,infant,threat,Female,Unknown,2012-07-23,JG,focalfollow,agonism.winner
96Z,2A7,contactagg,Male,Female,2012-07-23,JG,focalfollow,agonism.winner
96Z,2A7,feargrm,Male,Female,2012-07-23,JG,focalfollow,agonism.winner
96Z,unknown,threat,Male,Unknown,2012-07-23,JG,focalfollow,agonism.winner
96Z,unknown,threat,Male,Unknown,2012-07-23,JG,focalfollow,agonism.winner
96Z,56E,displace,Male,Female,2012-07-23,JG,focalfollow,agonism.winner
4C1,infant,contactagg,Female,Unknown,2012-07-24,JG,focalfollow,agonism.winner
96B,00O,feargrm,Male,Female,2012-07-24,JG,focalfollow,agonism.winner
96B,61J,displace,Male,Female,2012-07-24,JG,focalfollow,agonism.winner
96B,unknown,threat,Male,Unknown,2012-07-24,JG,focalfollow,agonism.winner
98T,7C0,displace,Female,Female,2012-07-24,JG,focalfollow,agonism.winner
00J,unknown,threat,Female,Unknown,2012-07-25,JG,focalfollow,agonism.winner
07D,unknown,threat,Male,Unknown,2012-07-25,JG,focalfollow,agonism.winner
07D,adult female,contactagg,Male,Unknown,2012-07-25,JG,focalfollow,agonism.winner
07D,unknown,noncontactagg,Male,Unknown,2012-07-25,JG,focalfollow,agonism.winner
07D,04I,displace,Male,Male,2012-07-25,JG,focalfollow,agonism.winner
07D,60T,feargrm,Male,Male,2012-07-25,JG,focalfollow,agonism.winner
0B8,adult female,avoid,Male,Unknown,2012-07-25,JG,focalfollow,agonism.winner
1A3,infant,contactagg,Female,Unknown,2012-07-25,JG,focalfollow,agonism.winner
1A3,20F,avoid,Female,Female,2012-07-25,JG,focalfollow,agonism.winner
3C3,juvenile,threat,Female,Unknown,2012-07-25,JG,focalfollow,agonism.winner
42L,juvenile,noncontactagg,Female,Unknown,2012-07-25,JG,focalfollow,agonism.winner
43F,juvenile,threat,Female,Unknown,2012-07-25,JG,focalfollow,agonism.winner
55V,20F,submit,Female,Female,2012-07-25,JG,focalfollow,agonism.winner
61D,34P,avoid,Male,Male,2012-07-25,JG,focalfollow,agonism.winner
61D,infant,threat,Male,Unknown,2012-07-25,JG,focalfollow,agonism.winner
61D,juvenile,threat,Male,Unknown,2012-07-25,JG,focalfollow,agonism.winner
61D,infant,displace,Male,Unknown,2012-07-25,JG,focalfollow,agonism.winner
93Z,unknown,threat,Female,Unknown,2012-07-25,JG,focalfollow,agonism.winner
04I,6C0,displace,Male,Female,2012-07-26,JG,focalfollow,agonism.winner
04I,93Z,avoid,Male,Female,2012-07-26,JG,focalfollow,agonism.winner
43P,infant,contactagg,Male,Unknown,2012-07-26,JG,focalfollow,agonism.winner
5C0,50I,avoid,Female,Female,2012-07-26,JG,focalfollow,agonism.winner
5C0,03J,displace,Female,Female,2012-07-26,JG,focalfollow,agonism.winner
82A,0A9,displace,Female,Female,2012-07-26,JG,focalfollow,agonism.winner
82A,00J,displace,Female,Female,2012-07-26,JG,overtime,agonism.winner
88T,24B,noncontactagg,Male,Female,2012-07-26,JG,focalfollow,agonism.winner
88T,unknown,noncontactagg,Male,Unknown,2012-07-26,JG,focalfollow,agonism.winner
88T,unknown,threat,Male,Unknown,2012-07-26,JG,focalfollow,agonism.winner
88T,unknown,threat,Male,Unknown,2012-07-26,JG,focalfollow,agonism.winner
88T,juvenile,threat,Male,Unknown,2012-07-26,JG,focalfollow,agonism.winner
88T,unknown,threat,Male,Unknown,2012-07-26,JG,focalfollow,agonism.winner
O52,7C0,contactagg,Female,Female,2012-07-26,JG,focalfollow,agonism.winner
0A4,unknown,threat,Female,Unknown,2012-07-27,JG,focalfollow,agonism.winner
29B,juvenile,threat,Female,Unknown,2012-07-27,JG,focalfollow,agonism.winner
36Z,juvenile,threat,Female,Unknown,2012-07-27,JG,focalfollow,agonism.winner
8B0,unknown,threat,Female,Unknown,2012-07-27,JG,focalfollow,agonism.winner
96Z,infant,threat,Male,Unknown,2012-07-27,JG,focalfollow,agonism.winner
96Z,juvenile,threat,Male,Unknown,2012-07-27,JG,focalfollow,agonism.winner
2A8,79Z,contactagg,Female,Female,2012-07-30,JG,focalfollow,agonism.winner
2A8,79Z,avoid,Female,Female,2012-07-30,JG,focalfollow,agonism.winner
43J,juvenile,contactagg,Female,Unknown,2012-07-30,JG,focalfollow,agonism.winner
43J,2A8,threat,Female,Female,2012-07-30,JG,focalfollow,agonism.winner
43J,infant,noncontactagg,Female,Unknown,2012-07-30,JG,focalfollow,agonism.winner
43J,2A8,feargrm,Female,Female,2012-07-30,JG,focalfollow,agonism.winner
8A7,0C6,displace,Male,Female,2012-07-30,JG,focalfollow,agonism.winner
40L,infant,threat,Female,Unknown,2012-07-31,JG,focalfollow,agonism.winner
40L,juvenile,contactagg,Female,Unknown,2012-07-31,JG,focalfollow,agonism.winner
43P,5C0,submit,Male,Female,2012-07-31,JG,focalfollow,agonism.winner
43P,96Z,feargrm,Male,Male,2012-07-31,JG,focalfollow,agonism.winner
96B,60P,avoid,Male,Female,2012-07-31,JG,focalfollow,agonism.winner
22R,82L,feargrm,Male,Female,2012-08-01,JG,focalfollow,agonism.winner
22R,82L,feargrm,Male,Female,2012-08-01,JG,focalfollow,agonism.winner
28B,unknown,threat,Male,Unknown,2012-08-01,JG,focalfollow,agonism.winner
34N,1A3,threat,Female,Female,2012-08-01,JG,focalfollow,agonism.winner
50I,unknown,threat,Female,Unknown,2012-08-01,JG,focalfollow,agonism.winner
50I,juvenile,threat,Female,Unknown,2012-08-01,JG,focalfollow,agonism.winner
50S,62H,avoid,Female,Female,2012-08-01,JG,focalfollow,agonism.winner
57H,unknown,threat,Female,Unknown,2012-08-01,JG,focalfollow,agonism.winner
57H,unknown,threat,Female,Unknown,2012-08-01,JG,focalfollow,agonism.winner
60T,juvenile,threat,Male,Unknown,2012-08-01,JG,focalfollow,agonism.winner
60T,34N,threat,Male,Female,2012-08-01,JG,focalfollow,agonism.winner
73B,infant,threat,Female,Unknown,2012-08-01,JG,focalfollow,agonism.winner
6C0,K00,displace,Female,Female,2012-08-02,JG,focalfollow,agonism.winner
80T,92D,avoid,Male,Female,2012-08-02,JG,focalfollow,agonism.winner
80T,34N,displace,Male,Female,2012-08-02,JG,focalfollow,agonism.winner
00O,55V,displace,Female,Female,2012-08-03,JG,focalfollow,agonism.winner
00O,juvenile,threat,Female,Unknown,2012-08-03,JG,focalfollow,agonism.winner
00O,juvenile,noncontactagg,Female,Unknown,2012-08-03,JG,focalfollow,agonism.winner
7B3,juvenile,threat,Male,Unknown,2012-08-03,JG,focalfollow,agonism.winner
92D,juvenile,noncontactagg,Female,Unknown,2012-08-03,JG,focalfollow,agonism.winner
92D,unknown,threat,Female,Unknown,2012-08-03,JG,focalfollow,agonism.winner
25R,juvenile,feargrm,Male,Unknown,2012-08-06,JG,focalfollow,agonism.winner
25R,73B,avoid,Male,Female,2012-08-06,JG,focalfollow,agonism.winner
25R,44J,displace,Male,Female,2012-08-06,JG,focalfollow,agonism.winner
29H,50S,avoid,Male,Female,2012-08-06,JG,focalfollow,agonism.winner
29H,04Z,avoid,Male,Male,2012-08-06,JG,focalfollow,agonism.winner
29H,juvenile,threat,Male,Unknown,2012-08-06,JG,focalfollow,agonism.winner
44J,unknown,threat,Female,Unknown,2012-08-06,JG,focalfollow,agonism.winner
60E,juvenile,noncontactagg,Male,Unknown,2012-08-06,JG,focalfollow,agonism.winner
60E,59A,feargrm,Male,Female,2012-08-06,JG,focalfollow,agonism.winner
61J,juvenile,noncontactagg,Female,Unknown,2012-08-06,JG,focalfollow,agonism.winner
7B3,adult male,noncontactagg,Male,Unknown,2012-08-06,JG,focalfollow,agonism.winner
7B3,unknown,threat,Male,Unknown,2012-08-06,JG,focalfollow,agonism.winner
7B3,unknown,threat,Male,Unknown,2012-08-06,JG,focalfollow,agonism.winner
88T,4C1,displace,Male,Female,2012-08-06,JG,focalfollow,agonism.winner
79Z,juvenile,noncontactagg,Female,Unknown,2012-08-07,JG,focalfollow,agonism.winner
7B7,juvenile,threat,Female,Unknown,2012-08-07,JG,focalfollow,agonism.winner
7B7,29B,displace,Female,Female,2012-08-07,JG,focalfollow,agonism.winner
8B5,adult female,threat,Male,Unknown,2012-08-07,JG,focalfollow,agonism.winner
8B5,juvenile,noncontactagg,Male,Unknown,2012-08-07,JG,focalfollow,agonism.winner
8B5,40L,avoid,Male,Female,2012-08-07,JG,focalfollow,agonism.winner
