groom_giver,groom_reciever,constrained_duration,observation_name
5E8,51A,241,2015-04-25_5E8_AGS_5
93T,9E8,237,2015-03-26_93T_AGS_1
7C4,12E,119,2015-03-02_7C4_AGS_6
30J,12E,289,2015-04-10_30J_AGS_1
30J,12E,183,2015-03-25_30J_AGS_2
2G4,00V,243,2015-04-03_2G4_AGS_5
61R,51Z,12,2015-04-24_61R_AGS_2
00V,2G4,356,2015-03-24_00V_AGS_1
53Z,30J,33,2015-03-16_53Z_AGS_1
0D3,4E2,25,2015-05-26_0D3_AGS_4
93T,9E8,402,2015-03-17_93T_AGS_3
61R,2E4,124,2015-04-07_61R_AGS_4
61R,2E4,82,2015-04-07_61R_AGS_4
7C4,12E,24,2015-05-14_7C4_AGS_5
61R,2E4,20,2015-04-07_61R_AGS_4
0F0,2E4,40,2015-04-27_0F0_AGS_4
93T,9E8,127,2015-03-26_93T_AGS_1
5E4,2G4,115,2015-03-02_5E4_AGS_4
98K,78I,78,2015-03-17_98K_AGS_3
18I,1B0,405,2015-03-25_18I_AGS_3
14E,12E,17,2015-05-05_14E_AGS_2
2G3,32Z,83,2015-04-08_2G3_AGS_3
2G3,32Z,79,2015-04-08_2G3_AGS_3
2G3,32Z,25,2015-04-08_2G3_AGS_3
00V,2G4,45,2015-04-14_00V_AGS_5
1A6,1F9,38,2015-04-28_1A6_AGS_4
00V,2G4,33,2015-03-31_00V_AGS_2
12E,15E,558,2015-03-30_12E_AGS_4
4C5,25R,598,2015-03-12_4C5_AGS_4
1G0,0D3,597,2015-05-22_1G0_AGS_4
81E,32Z,556,2015-03-11_81E_AGS_3
98J,18I,535,2015-05-14_98J_AGS_4
77I,52Z,512,2015-04-23_77I_AGS_6
93T,9E8,422,2015-04-17_93T_AGS_4
98J,85T,420,2015-04-24_98J_AGS_1
1G1,1G2,413,2015-05-30_1G1_AGS_4
00V,1G1,406,2015-03-25_00V_AGS_6
1G0,4E2,395,2015-05-30_1G0_AGS_6
93T,9E8,400,2015-05-07_93T_AGS_1
98J,1B1,385,2015-04-27_98J_AGS_4
3H0,4E2,379,2015-04-13_3H0_AGS_1
00V,98K,376,2015-04-27_00V_AGS_3
61R,2E4,375,2015-04-11_61R_AGS_3
61R,51Z,346,2015-04-24_61R_AGS_2
14E,12E,344,2015-03-31_14E_AGS_5
98J,12O,315,2015-03-17_98J_AGS_4
5E6,78I,313,2015-05-30_5E6_AGS_6
1B0,3H0,312,2015-03-31_1B0_AGS_2
00V,2G4,291,2015-03-31_00V_AGS_2
47Z,2G3,285,2015-05-18_47Z_AGS_5
98J,85T,246,2015-05-30_98J_AGS_6
3H0,1B0,242,2015-05-18_3H0_AGS_1
5E6,78I,235,2015-03-26_5E6_AGS_4
2G4,1G1,233,2015-04-22_2G4_AGS_2
2G3,32Z,214,2015-04-14_2G3_AGS_1
T03,98K,207,2015-05-05_T03_AGS_5
2E4,61R,205,2015-03-17_2E4_AGS_2
1B0,1B1,189,2015-05-05_1B0_AGS_4
14E,12E,187,2015-03-11_14E_AGS_3
2E4,61R,180,2015-04-11_2E4_AGS_2
4C5,25R,180,2015-05-26_4C5_AGS_5
00V,12O,177,2015-04-24_00V_AGS_4
1G4,85T,173,2015-03-18_1G4_AGS_4
47Z,2G3,165,2015-05-18_47Z_AGS_5
1G6,33T,162,2015-04-13_1G6_AGS_5
1B0,3H0,161,2015-03-16_1B0_AGS_1
2E4,61R,158,2015-03-17_2E4_AGS_2
3H0,1G0,156,2015-04-25_3H0_AGS_6
00V,98K,147,2015-04-09_00V_AGS_1
12O,81E,130,2015-05-22_12O_AGS_6
2G2,81E,129,2015-03-17_2G2_AGS_4
3H0,4E2,128,2015-03-18_3H0_AGS_4
00V,12O,125,2015-04-24_00V_AGS_4
93T,9E8,124,2015-05-07_93T_AGS_1
4C3,47Z,120,2015-03-04_4C3_AGS_2
0D3,78I,117,2015-03-11_0D3_AGS_4
33T,13H,116,2015-03-12_33T_AGS_4
1F9,8C9,108,2015-04-23_1F9_AGS_3
85T,1G4,103,2015-03-09_85T_AGS_2
