groom_giver,groom_reciever,constrained_duration,observation_name
4C2,9C2,174,2014-03-03_4C2_JN_4
63V,0G5,360,2014-03-03_63V_JG_6
8E8,9E5,30,2014-03-03_8E8_JG_3
8E8,9E5,146,2014-03-03_8E8_JG_3
7D8,44J,113,2014-03-04_7D8_JN_5
04N,3E2,151,2014-03-05_04N_JG_4
43J,9D8,211,2014-03-05_43J_JN_6
9E3,1E0,37,2014-03-05_9E3_JG_1
24B,28J,36,2014-03-10_24B_JN_1
2A2,42T,325,2014-03-10_2A2_JN_5
30C,50S,184,2014-03-10_30C_JG_5
7C0,O52,54,2014-03-10_7C0_JG_6
9A4,6C0,82,2014-03-10_9A4_JN_5
0G5,43F,88,2014-03-11_0G5_JG_4
0G5,6C0,48,2014-03-11_0G5_JG_4
0G5,43F,195,2014-03-11_0G5_JG_4
34N,55V,20,2014-03-11_34N_JG_5
6F2,56E,326,2014-03-11_6F2_JG_2
1A3,9E5,62,2014-03-12_1A3_JG_4
1A3,9E5,31,2014-03-12_1A3_JG_4
44J,4C1,395,2014-03-12_44J_JG_4
4C1,0G5,426,2014-03-12_4C1_JG_6
0A9,29B,85,2014-03-13_0A9_JG_3
07D,50I,163,2014-03-14_07D_JN_2
55V,1A3,52,2014-03-14_55V_JN_4
56E,6F2,216,2014-03-14_56E_JN_3
5C0,43F,193,2014-03-14_5C0_JN_5
36Z,3E4,397,2014-03-17_36Z_JG_3
36Z,3E4,56,2014-03-17_36Z_JG_3
4C2,18Z,194,2014-03-17_4C2_JN_5
82A,63V,57,2014-03-17_82A_JN_6
82A,63V,51,2014-03-17_82A_JN_6
8B0,90D,106,2014-03-17_8B0_JN_6
98T,18Z,43,2014-03-17_98T_JN_3
00J,00O,121,2014-03-18_00J_JG_6
59A,98T,58,2014-03-18_59A_JN_4
7B7,2A8,235,2014-03-18_7B7_JG_3
7B7,2A8,151,2014-03-18_7B7_JG_3
8B5,6C3,29,2014-03-18_8B5_JG_4
8B5,6C3,41,2014-03-18_8B5_JG_4
8B5,6C3,33,2014-03-18_8B5_JG_4
96B,60P,355,2014-03-18_96B_JN_3
50S,43F,147,2014-03-19_50S_JG_6
5B0,28G,73,2014-03-19_5B0_JG_5
5B0,28G,44,2014-03-19_5B0_JG_5
8C0,3E2,110,2014-03-19_8C0_JN_1
0A9,29B,88,2014-03-20_0A9_JG_1
87K,0B8,78,2014-03-20_87K_JG_3
87K,0B8,48,2014-03-20_87K_JG_3
6F2,64P,23,2014-03-21_6F2_JG_4
9C2,5B0,98,2014-03-21_9C2_JG_6
0G5,43F,333,2014-03-24_0G5_JG_4
44J,2A8,103,2014-03-24_44J_JG_4
64P,0G5,257,2014-03-24_64P_JG_5
2A8,44J,207,2014-03-25_2A8_JG_5
2A8,44J,110,2014-03-25_2A8_JG_5
0A9,2D5,250,2014-03-26_0A9_JG_5
00J,4C2,81,2014-03-27_00J_JG_3
60T,4C1,122,2014-03-27_60T_JG_2
7B2,79Z,119,2014-03-28_7B2_JN_5
04I,29B,195,2014-03-31_04I_JG_1
07D,43F,136,2014-03-31_07D_JN_5
6B2,0C6,165,2014-03-31_6B2_JN_3
43J,9D1,68,2014-04-01_43J_JN_5
43J,9D1,40,2014-04-01_43J_JN_5
4C2,0B8,57,2014-04-01_4C2_JN_4
8C0,0A9,195,2014-04-01_8C0_JN_1
0A9,5E1,85,2014-04-02_0A9_JG_4
1C0,32S,14,2014-04-02_1C0_JG_5
04I,00O,14,2014-04-03_04I_JG_5
0G5,43F,59,2014-04-03_0G5_JG_5
0G5,43F,12,2014-04-03_0G5_JG_5
0G5,43F,128,2014-04-03_0G5_JG_5
42T,6F2,375,2014-04-03_42T_JN_1
60T,29B,52,2014-04-03_60T_JG_5
93Z,6B2,59,2014-04-03_93Z_JG_4
96B,82A,204,2014-04-03_96B_JN_5
9C2,6B2,66,2014-04-03_9C2_JG_4
9C2,6B2,241,2014-04-03_9C2_JG_4
9C2,6B2,50,2014-04-03_9C2_JG_4
9C2,6B2,25,2014-04-03_9C2_JG_4
9C2,6B2,42,2014-04-03_9C2_JG_4
4C1,60T,381,2014-04-07_4C1_JG_6
7D8,9E5,53,2014-04-07_7D8_JN_4
7D8,9E5,53,2014-04-07_7D8_JN_4
8F3,42T,195,2014-04-07_8F3_JN_5
44J,2A8,245,2014-04-08_44J_JG_5
