groom_giver,groom_reciever,constrained_duration,observation_name
3E2,17C,135,2013-03-04_3E2_JG_2
6C0,82A,104,2013-06-17_6C0_JG_4
4C1,43P,287,2013-06-24_4C1_JG_4
6C0,43J,495,2013-06-24_6C0_JG_6
34N,55V,207,2013-06-27_34N_JG_1
34N,55V,139,2013-06-27_34N_JG_1
42L,0C6,35,2013-06-27_42L_JG_6
73B,56E,120,2013-06-27_73B_JG_1
73B,56E,194,2013-06-27_73B_JG_1
42L,0C6,240,2013-07-03_42L_JG_4
8A7,adult female,107,2013-07-30_8A7_JG_3
03J,9C2,34,2013-07-31_03J_JG_6
88I,59A,59,2013-08-01_88I_JG_3
88I,57H,164,2013-08-01_88I_JG_3
04N,3E2,217,2013-08-02_04N_JG_2
34N,55V,73,2013-08-06_34N_JG_2
8A7,63V,587,2013-08-06_8A7_JG_6
7C0,O52,107,2013-08-07_7C0_JG_4
8A7,00J,109,2013-08-07_8A7_JG_2
3C3,5C0,86,2013-08-12_3C3_JG_4
36Z,8A7,74,2013-08-13_36Z_JG_2
36Z,8A7,183,2013-08-13_36Z_JG_2
44J,2A8,50,2013-08-13_44J_JG_3
7B7,63V,342,2013-08-14_7B7_JG_6
2A8,44J,42,2013-08-15_2A8_JG_3
50S,2A8,215,2013-08-15_50S_JG_6
7B7,6C0,12,2013-08-15_7B7_JG_4
31S,74S,184,2013-08-19_31S_JG_2
42L,6C3,134,2013-08-19_42L_JG_4
44J,2A8,114,2013-08-19_44J_JG_5
6C0,92D,38,2013-08-19_6C0_JG_1
4C1,43P,184,2013-08-21_4C1_JG_1
6C0,3E2,148,2013-08-22_6C0_JG_6
6C0,5C0,137,2013-08-22_6C0_JG_6
7C0,O52,351,2013-08-23_7C0_JG_4
6C0,9D8,30,2013-08-28_6C0_JG_5
92D,60P,234,2013-08-28_92D_JG_6
0C6,35N,200,2013-08-29_0C6_JG_5
0C6,04Z,118,2013-08-29_0C6_JG_5
2A8,6C0,248,2013-09-03_2A8_JG_6
36Z,28B,219,2013-09-03_36Z_JG_3
04I,K00,299,2013-09-09_04I_JG_4
04I,K00,233,2013-09-09_04I_JG_4
7C0,O52,370,2013-09-09_7C0_JG_3
0A9,0C6,163,2013-09-10_0A9_JG_3
60T,42L,221,2013-09-10_60T_JG_6
7C0,64P,545,2013-09-10_7C0_JG_6
9C2,0C6,111,2013-09-10_9C2_JG_3
0C6,42L,126,2013-09-11_0C6_JG_6
2A8,98T,117,2013-09-11_2A8_JG_3
9C2,87K,47,2013-09-11_9C2_JG_6
64P,2A2,68,2013-09-12_64P_JG_3
1C0,32S,41,2013-09-13_1C0_JG_6
04N,3E2,37,2013-09-16_04N_JG_5
9D8,43P,140,2013-09-16_9D8_JG_5
44J,43F,20,2013-09-18_44J_JG_2
63V,04N,97,2013-09-18_63V_JG_4
0C6,42L,51,2013-09-19_0C6_JG_4
2A8,60P,7,2013-09-19_2A8_JG_4
8A7,00O,543,2013-09-19_8A7_JG_5
04N,17C,401,2013-09-20_04N_JG_1
4C1,98T,36,2013-09-20_4C1_JG_2
4C1,43J,209,2013-09-20_4C1_JG_2
4C1,43F,160,2013-09-20_4C1_JG_2
50S,43J,35,2013-09-20_50S_JG_1
44J,2A8,47,2013-09-24_44J_JG_1
7C0,O52,458,2013-09-24_7C0_JG_5
36Z,9C2,58,2013-09-25_36Z_JG_2
60P,4C1,16,2013-09-25_60P_JG_6
9C2,03J,35,2013-09-25_9C2_JG_2
1C0,7D8,43,2013-09-30_1C0_JG_4
60P,9D8,38,2013-10-02_60P_JG_5
04N,3E2,39,2013-10-03_04N_JG_4
36Z,4C2,38,2013-10-07_36Z_JG_4
