id,sex,year.of.birth,age,mother,father,behavioral.mother,group.at.birth,rank,ordinal.rank,percofsex.dominanted,idcode,hrs.focalfollowed,focalcutoff_met
14E,F,1994,23,L49,G20,L49,V,1,H,100,1405,3.3333333333333335,Y
0M4,F,2010,7,14E,72O,14E,V,2,H,95.83333333,134,3.6666666666666665,Y
0M3,F,2010,7,1B3,61R,1B3,V,3,H,93.75,133,3.6666666666666665,Y
0F0,F,2007,10,31L,61B,31L,V,4,H,91.66666667,60,3.3333333333333335,Y
1K1,F,2009,8,31L,98K,31L,V,5,H,89.58333333,1111,3.6666666666666665,Y
5C6,F,2005,12,31L,Z46,31L,V,6,H,87.5,5036,3.6666666666666665,Y
2E4,F,2006,11,29J,54F,29J,V,7,H,85.41666667,2054,3.8333333333333335,Y
9C1,F,2006,11,67F,54F,67F,V,8,H,83.33333333,9031,3.6666666666666665,Y
00V,F,2003,14,30J,51A,30J,V,9,H,81.25,22,3.1666666666666665,Y
2G4,F,2008,9,00V,30S,00V,V,10,M,79.16666667,2074,3.5,Y
53Z,F,2004,13,30J,51A,30J,V,11,M,77.08333333,5326,3.5,Y
1G1,F,2008,9,48S,61B,48S,V,12,M,75,1071,3.6666666666666665,Y
15E,F,1995,22,J41,F32,J41,V,13,M,72.91666667,1505,3.6666666666666665,Y
0K0,F,2009,8,15E,12E,15E,V,14,M,70.83333333,110,3.3333333333333335,Y
13H,F,1997,20,J41,S76,J41,V,15,M,68.75,1308,3.3333333333333335,Y
1I7,F,2009,8,13H,12E,13H,V,16,M,66.66666667,1097,3.6666666666666665,Y
78I,F,1997,20,13B,L07,13B,V,17,M,64.58333333,7809,3.6666666666666665,Y
52Z,F,2004,13,78I,01K,78I,V,18,M,62.5,5226,3.6666666666666665,Y
2I3,F,2009,8,52Z,51A,52Z,V,19,M,60.41666667,2093,3.5,Y
1G6,F,2008,9,52Z,30S,52Z,V,20,M,58.33333333,1076,3.5,Y
5E8,F,2008,9,78I,60L,78I,V,21,M,56.25,5058,3.5,Y
7K8,F,2010,7,13B,97V,13B,V,22,M,54.16666667,7118,3.5,Y
7C4,F,2005,12,13B,17L,13B,V,23,M,52.08333333,7034,3.6666666666666665,Y
9E8,F,2008,9,L66,12E,L66,V,24,M,50,9058,3.6666666666666665,Y
93T,F,2003,14,L66,51A,L66,V,25,L,47.91666667,9320,3.8333333333333335,Y
90T,F,2003,14,79I,72H,79I,V,26,L,45.83333333,9020,3.5,Y
4J4,F,2009,8,90T,72O,90T,V,27,L,43.75,4104,3.6666666666666665,Y
5L7,F,2010,7,81E,60L,81E,V,28,L,41.66666667,5127,3.5,Y
2G2,F,2008,9,81E,61B,81E,V,29,L,39.58333333,2072,3.5,Y
