focal_id,focal_sex,behaviour,activity,focalfollow_starttime,complete_duration,constrained_duration,partner_id,partner_sex,observation_name,date,obs_start,obs_stop,timeblock,observer,data_type,groom_notes,food_type,aggression_type,voc_type,redirected,winner,direction,initiator,ejaculation/inf_mom,within_2m,within_3_5m,proxscan,numbjuvs_males,numb_juvs_females,numbjuvs_unknown
26P,Male,no2ndGroom,,2011-06-26T12:21:40Z,601,600,none,NA,2011-06-26_26P_SML_5,2011-06-26,2011-06-26T12:21:40Z,2011-06-26T12:31:41Z,5,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
26P,Male,nopascon,,2011-06-26T12:21:40Z,601,600,none,NA,2011-06-26_26P_SML_5,2011-06-26,2011-06-26T12:21:40Z,2011-06-26T12:31:41Z,5,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
26P,Male,OutCoral,,2011-06-26T12:21:40Z,601,600,none,NA,2011-06-26_26P_SML_5,2011-06-26,2011-06-26T12:21:40Z,2011-06-26T12:31:41Z,5,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
26P,Male,Rest,,2011-06-26T12:21:40Z,4,4,none,NA,2011-06-26_26P_SML_5,2011-06-26,2011-06-26T12:21:40Z,2011-06-26T12:21:44Z,5,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
26P,Male,GroomGET,,2011-06-26T12:21:40Z,597,596,juvenile,NA,2011-06-26_26P_SML_5,2011-06-26,2011-06-26T12:21:44Z,2011-06-26T12:31:41Z,5,SML,focal,,,,,,,receive,,,juvenile,none,NA,NA,NA,NA
26P,Male,scan,Social,2011-06-26T12:21:40Z,0,0,none,NA,2011-06-26_26P_SML_5,2011-06-26,2011-06-26T12:21:54Z,2011-06-26T12:21:54Z,5,SML,scan,,,,,,,,,,none,NOTCOLLECTED,NA,NA,NA,NA
26P,Male,scan,Social,2011-06-26T12:21:40Z,0,0,none,NA,2011-06-26_26P_SML_5,2011-06-26,2011-06-26T12:26:41Z,2011-06-26T12:26:41Z,5,SML,scan,,,,,,,,,,none,NOTCOLLECTED,NA,NA,NA,NA
26P,Male,Approach,,2011-06-26T12:21:40Z,0,0,57T,Female,2011-06-26_26P_SML_5,2011-06-26,2011-06-26T12:29:00Z,2011-06-26T12:29:00Z,5,SML,focal,,,,,,,,Partner,,none,none,NA,NA,NA,NA
26P,Male,Leave,,2011-06-26T12:21:40Z,0,0,57T,Female,2011-06-26_26P_SML_5,2011-06-26,2011-06-26T12:29:18Z,2011-06-26T12:29:18Z,5,SML,focal,,,,,,,,Partner,,57T,none,NA,NA,NA,NA
26P,Male,Approach,,2011-06-26T12:21:40Z,0,0,03N,Male,2011-06-26_26P_SML_5,2011-06-26,2011-06-26T12:29:26Z,2011-06-26T12:29:26Z,5,SML,focal,,,,,,,,Partner,,none,none,NA,NA,NA,NA
26P,Male,Leave,,2011-06-26T12:21:40Z,0,0,03N,Male,2011-06-26_26P_SML_5,2011-06-26,2011-06-26T12:30:17Z,2011-06-26T12:30:17Z,5,SML,focal,,,,,,,,Partner,,03N,none,NA,NA,NA,NA
26P,Male,scan,Social,2011-06-26T12:21:40Z,0,0,none,NA,2011-06-26_26P_SML_5,2011-06-26,2011-06-26T12:31:33Z,2011-06-26T12:31:33Z,5,SML,scan,,,,,,,,,,none,NOTCOLLECTED,NA,NA,NA,NA
48L,Male,no2ndGroom,,2011-06-26T13:23:32Z,605,600,none,NA,2011-06-26_48L_SML_6,2011-06-26,2011-06-26T13:23:32Z,2011-06-26T13:33:37Z,6,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
48L,Male,nopascon,,2011-06-26T13:23:32Z,605,600,none,NA,2011-06-26_48L_SML_6,2011-06-26,2011-06-26T13:23:32Z,2011-06-26T13:33:37Z,6,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
48L,Male,OutCoral,,2011-06-26T13:23:32Z,605,600,none,NA,2011-06-26_48L_SML_6,2011-06-26,2011-06-26T13:23:32Z,2011-06-26T13:33:37Z,6,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
48L,Male,Rest,,2011-06-26T13:23:32Z,605,600,none,NA,2011-06-26_48L_SML_6,2011-06-26,2011-06-26T13:23:32Z,2011-06-26T13:33:37Z,6,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
48L,Male,scan,Rest,2011-06-26T13:23:32Z,0,0,none,NA,2011-06-26_48L_SML_6,2011-06-26,2011-06-26T13:23:38Z,2011-06-26T13:23:38Z,6,SML,scan,,,,,,,,,,none,NOTCOLLECTED,NA,NA,NA,NA
48L,Male,scan,Rest,2011-06-26T13:23:32Z,0,0,none,NA,2011-06-26_48L_SML_6,2011-06-26,2011-06-26T13:29:57Z,2011-06-26T13:29:57Z,6,SML,scan,,,,,,,,,,none,NOTCOLLECTED,NA,NA,NA,NA
48L,Male,Scratch,,2011-06-26T13:23:32Z,0,0,none,NA,2011-06-26_48L_SML_6,2011-06-26,2011-06-26T13:32:00Z,2011-06-26T13:32:00Z,6,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
48L,Male,SelfGrm,,2011-06-26T13:23:32Z,0,0,none,NA,2011-06-26_48L_SML_6,2011-06-26,2011-06-26T13:32:10Z,2011-06-26T13:32:10Z,6,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
48L,Male,scan,Rest,2011-06-26T13:23:32Z,0,0,none,NA,2011-06-26_48L_SML_6,2011-06-26,2011-06-26T13:33:33Z,2011-06-26T13:33:33Z,6,SML,scan,,,,,,,,,,none,NOTCOLLECTED,NA,NA,NA,NA
4A9,Female,no2ndGroom,,2011-06-26T12:02:15Z,608,600,none,NA,2011-06-26_4A9_SML_5,2011-06-26,2011-06-26T12:02:15Z,2011-06-26T12:12:23Z,5,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
4A9,Female,nopascon,,2011-06-26T12:02:15Z,608,600,none,NA,2011-06-26_4A9_SML_5,2011-06-26,2011-06-26T12:02:15Z,2011-06-26T12:12:23Z,5,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
4A9,Female,OutCoral,,2011-06-26T12:02:15Z,608,600,none,NA,2011-06-26_4A9_SML_5,2011-06-26,2011-06-26T12:02:15Z,2011-06-26T12:12:23Z,5,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
4A9,Female,Rest,,2011-06-26T12:02:15Z,38,38,none,NA,2011-06-26_4A9_SML_5,2011-06-26,2011-06-26T12:02:15Z,2011-06-26T12:02:53Z,5,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
4A9,Female,scan,Rest,2011-06-26T12:02:15Z,0,0,none,NA,2011-06-26_4A9_SML_5,2011-06-26,2011-06-26T12:02:17Z,2011-06-26T12:02:17Z,5,SML,scan,,,,,,,,,,none,NOTCOLLECTED,NA,NA,NA,NA
4A9,Female,Feed,,2011-06-26T12:02:15Z,234,234,none,NA,2011-06-26_4A9_SML_5,2011-06-26,2011-06-26T12:02:53Z,2011-06-26T12:06:47Z,5,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
4A9,Female,Scratch,,2011-06-26T12:02:15Z,0,0,none,NA,2011-06-26_4A9_SML_5,2011-06-26,2011-06-26T12:06:39Z,2011-06-26T12:06:39Z,5,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
4A9,Female,GroomGIVE,,2011-06-26T12:02:15Z,336,328,infant,NA,2011-06-26_4A9_SML_5,2011-06-26,2011-06-26T12:06:47Z,2011-06-26T12:12:23Z,5,SML,focal,,,,,,,give,,,infant,none,NA,NA,NA,NA
4A9,Female,scan,Social,2011-06-26T12:02:15Z,0,0,none,NA,2011-06-26_4A9_SML_5,2011-06-26,2011-06-26T12:07:12Z,2011-06-26T12:07:12Z,5,SML,scan,,,,,,,,,,none,NOTCOLLECTED,NA,NA,NA,NA
4A9,Female,scan,Social,2011-06-26T12:02:15Z,0,0,none,NA,2011-06-26_4A9_SML_5,2011-06-26,2011-06-26T12:12:16Z,2011-06-26T12:12:16Z,5,SML,scan,,,,,,,,,,none,NOTCOLLECTED,NA,NA,NA,NA
53N,Male,no2ndGroom,,2011-06-26T08:05:39Z,639,600,none,NA,2011-06-26_53N_SML_1,2011-06-26,2011-06-26T08:05:39Z,2011-06-26T08:16:18Z,1,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
53N,Male,nopascon,,2011-06-26T08:05:39Z,639,600,none,NA,2011-06-26_53N_SML_1,2011-06-26,2011-06-26T08:05:39Z,2011-06-26T08:16:18Z,1,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
53N,Male,OutCoral,,2011-06-26T08:05:39Z,639,600,none,NA,2011-06-26_53N_SML_1,2011-06-26,2011-06-26T08:05:39Z,2011-06-26T08:16:18Z,1,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
53N,Male,Rest,,2011-06-26T08:05:39Z,99,99,none,NA,2011-06-26_53N_SML_1,2011-06-26,2011-06-26T08:05:39Z,2011-06-26T08:07:18Z,1,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
53N,Male,scan,Feed Plant,2011-06-26T08:05:39Z,0,0,none,NA,2011-06-26_53N_SML_1,2011-06-26,2011-06-26T08:05:40Z,2011-06-26T08:05:40Z,1,SML,scan,,,,,,,,,,none,NOTCOLLECTED,NA,NA,NA,NA
53N,Male,Approach,,2011-06-26T08:05:39Z,0,0,T84,Female,2011-06-26_53N_SML_1,2011-06-26,2011-06-26T08:06:12Z,2011-06-26T08:06:12Z,1,SML,focal,,,,,,,,Focal,,none,none,NA,NA,NA,NA
53N,Male,displace,,2011-06-26T08:05:39Z,0,0,48L,Male,2011-06-26_53N_SML_1,2011-06-26,2011-06-26T08:06:58Z,2011-06-26T08:06:58Z,1,SML,focal,,,displace,,,unknown,give,,,48L,none,NA,NA,NA,NA
53N,Male,Feed,,2011-06-26T08:05:39Z,59,59,none,NA,2011-06-26_53N_SML_1,2011-06-26,2011-06-26T08:07:18Z,2011-06-26T08:08:17Z,1,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
53N,Male,Rest,,2011-06-26T08:05:39Z,88,88,none,NA,2011-06-26_53N_SML_1,2011-06-26,2011-06-26T08:08:17Z,2011-06-26T08:09:45Z,1,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
53N,Male,Approach,,2011-06-26T08:05:39Z,0,0,T84,Female,2011-06-26_53N_SML_1,2011-06-26,2011-06-26T08:09:20Z,2011-06-26T08:09:20Z,1,SML,focal,,,,,,,,Focal,,T84,none,NA,NA,NA,NA
53N,Male,Feed,,2011-06-26T08:05:39Z,393,354,none,NA,2011-06-26_53N_SML_1,2011-06-26,2011-06-26T08:09:45Z,2011-06-26T08:16:18Z,1,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
53N,Male,scan,Feed Plant,2011-06-26T08:05:39Z,0,0,none,NA,2011-06-26_53N_SML_1,2011-06-26,2011-06-26T08:10:48Z,2011-06-26T08:10:48Z,1,SML,scan,,,,,,,,,,none,NOTCOLLECTED,NA,NA,NA,NA
53N,Male,scan,Feed Plant,2011-06-26T08:05:39Z,0,0,T84,Female,2011-06-26_53N_SML_1,2011-06-26,2011-06-26T08:10:56Z,2011-06-26T08:10:56Z,1,SML,scan,,,,,,,,,,T84,NOTCOLLECTED,NA,NA,NA,NA
53N,Male,SelfGrm,,2011-06-26T08:05:39Z,0,0,none,NA,2011-06-26_53N_SML_1,2011-06-26,2011-06-26T08:12:27Z,2011-06-26T08:12:27Z,1,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
53N,Male,SelfGrm,,2011-06-26T08:05:39Z,0,0,none,NA,2011-06-26_53N_SML_1,2011-06-26,2011-06-26T08:13:39Z,2011-06-26T08:13:39Z,1,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
53N,Male,Scratch,,2011-06-26T08:05:39Z,0,0,none,NA,2011-06-26_53N_SML_1,2011-06-26,2011-06-26T08:13:51Z,2011-06-26T08:13:51Z,1,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
53N,Male,Leave,,2011-06-26T08:05:39Z,0,0,T84,Female,2011-06-26_53N_SML_1,2011-06-26,2011-06-26T08:14:13Z,2011-06-26T08:14:13Z,1,SML,focal,,,,,,,,Partner,,T84,none,NA,NA,NA,NA
53N,Male,Approach,,2011-06-26T08:05:39Z,0,0,T84,Female,2011-06-26_53N_SML_1,2011-06-26,2011-06-26T08:14:57Z,2011-06-26T08:14:57Z,1,SML,focal,,,,,,,,Focal,,none,none,NA,NA,NA,NA
53N,Male,Leave,,2011-06-26T08:05:39Z,0,0,T84,Female,2011-06-26_53N_SML_1,2011-06-26,2011-06-26T08:15:16Z,2011-06-26T08:15:16Z,1,SML,focal,,,,,,,,Partner,,T84,none,NA,NA,NA,NA
53N,Male,Approach,,2011-06-26T08:05:39Z,0,0,T84,Female,2011-06-26_53N_SML_1,2011-06-26,2011-06-26T08:15:30Z,2011-06-26T08:15:30Z,1,SML,focal,,,,,,,,Partner,,none,none,NA,NA,NA,NA
53N,Male,scan,Feed Water,2011-06-26T08:05:39Z,0,0,none,NA,2011-06-26_53N_SML_1,2011-06-26,2011-06-26T08:15:56Z,2011-06-26T08:15:56Z,1,SML,scan,,,,,,,,,,none,NOTCOLLECTED,NA,NA,NA,NA
53N,Male,scan,Feed Water,2011-06-26T08:05:39Z,0,0,T84,Female,2011-06-26_53N_SML_1,2011-06-26,2011-06-26T08:16:11Z,2011-06-26T08:16:11Z,1,SML,scan,,,,,,,,,,T84,NOTCOLLECTED,NA,NA,NA,NA
57T,Female,no2ndGroom,,2011-06-26T13:09:08Z,611,600,none,NA,2011-06-26_57T_SML_6,2011-06-26,2011-06-26T13:09:08Z,2011-06-26T13:19:19Z,6,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
57T,Female,nopascon,,2011-06-26T13:09:08Z,611,600,none,NA,2011-06-26_57T_SML_6,2011-06-26,2011-06-26T13:09:08Z,2011-06-26T13:19:19Z,6,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
57T,Female,OutCoral,,2011-06-26T13:09:08Z,611,600,none,NA,2011-06-26_57T_SML_6,2011-06-26,2011-06-26T13:09:08Z,2011-06-26T13:19:19Z,6,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
57T,Female,Rest,,2011-06-26T13:09:08Z,611,600,none,NA,2011-06-26_57T_SML_6,2011-06-26,2011-06-26T13:09:08Z,2011-06-26T13:19:19Z,6,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
57T,Female,scan,Rest,2011-06-26T13:09:08Z,0,0,none,NA,2011-06-26_57T_SML_6,2011-06-26,2011-06-26T13:09:11Z,2011-06-26T13:09:11Z,6,SML,scan,,,,,,,,,,none,NOTCOLLECTED,NA,NA,NA,NA
57T,Female,scan,Rest,2011-06-26T13:09:08Z,0,0,T84,Female,2011-06-26_57T_SML_6,2011-06-26,2011-06-26T13:09:17Z,2011-06-26T13:09:17Z,6,SML,scan,,,,,,,,,,T84,NOTCOLLECTED,NA,NA,NA,NA
57T,Female,scan,Rest,2011-06-26T13:09:08Z,0,0,none,NA,2011-06-26_57T_SML_6,2011-06-26,2011-06-26T13:14:09Z,2011-06-26T13:14:09Z,6,SML,scan,,,,,,,,,,none,NOTCOLLECTED,NA,NA,NA,NA
57T,Female,scan,Rest,2011-06-26T13:09:08Z,0,0,T84,Female,2011-06-26_57T_SML_6,2011-06-26,2011-06-26T13:14:14Z,2011-06-26T13:14:14Z,6,SML,scan,,,,,,,,,,T84,NOTCOLLECTED,NA,NA,NA,NA
57T,Female,scan,Rest,2011-06-26T13:09:08Z,0,0,none,NA,2011-06-26_57T_SML_6,2011-06-26,2011-06-26T13:19:09Z,2011-06-26T13:19:09Z,6,SML,scan,,,,,,,,,,none,NOTCOLLECTED,NA,NA,NA,NA
57T,Female,scan,Rest,2011-06-26T13:09:08Z,0,0,T84,Female,2011-06-26_57T_SML_6,2011-06-26,2011-06-26T13:19:14Z,2011-06-26T13:19:14Z,6,SML,scan,,,,,,,,,,T84,NOTCOLLECTED,NA,NA,NA,NA
70T,Female,no2ndGroom,,2011-06-26T08:38:23Z,620,600,none,NA,2011-06-26_70T_SML_2,2011-06-26,2011-06-26T08:38:23Z,2011-06-26T08:48:43Z,2,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
70T,Female,nopascon,,2011-06-26T08:38:23Z,620,600,none,NA,2011-06-26_70T_SML_2,2011-06-26,2011-06-26T08:38:23Z,2011-06-26T08:48:43Z,2,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
70T,Female,OutCoral,,2011-06-26T08:38:23Z,620,600,none,NA,2011-06-26_70T_SML_2,2011-06-26,2011-06-26T08:38:23Z,2011-06-26T08:48:43Z,2,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
70T,Female,Rest,,2011-06-26T08:38:23Z,620,600,none,NA,2011-06-26_70T_SML_2,2011-06-26,2011-06-26T08:38:23Z,2011-06-26T08:48:43Z,2,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
70T,Female,scan,Rest,2011-06-26T08:38:23Z,0,0,none,NA,2011-06-26_70T_SML_2,2011-06-26,2011-06-26T08:38:34Z,2011-06-26T08:38:34Z,2,SML,scan,,,,,,,,,,none,NOTCOLLECTED,NA,NA,NA,NA
70T,Female,scan,Rest,2011-06-26T08:38:23Z,0,0,none,NA,2011-06-26_70T_SML_2,2011-06-26,2011-06-26T08:43:18Z,2011-06-26T08:43:18Z,2,SML,scan,,,,,,,,,,none,NOTCOLLECTED,NA,NA,NA,NA
70T,Female,Scratch,,2011-06-26T08:38:23Z,0,0,none,NA,2011-06-26_70T_SML_2,2011-06-26,2011-06-26T08:46:12Z,2011-06-26T08:46:12Z,2,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
70T,Female,scan,Rest,2011-06-26T08:38:23Z,0,0,none,NA,2011-06-26_70T_SML_2,2011-06-26,2011-06-26T08:48:26Z,2011-06-26T08:48:26Z,2,SML,scan,,,,,,,,,,none,NOTCOLLECTED,NA,NA,NA,NA
72T,Male,no2ndGroom,,2011-06-26T08:25:51Z,608,600,none,NA,2011-06-26_72T_SML_2,2011-06-26,2011-06-26T08:25:51Z,2011-06-26T08:35:59Z,2,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
72T,Male,nopascon,,2011-06-26T08:25:51Z,608,600,none,NA,2011-06-26_72T_SML_2,2011-06-26,2011-06-26T08:25:51Z,2011-06-26T08:35:59Z,2,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
72T,Male,OutCoral,,2011-06-26T08:25:51Z,608,600,none,NA,2011-06-26_72T_SML_2,2011-06-26,2011-06-26T08:25:51Z,2011-06-26T08:35:59Z,2,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
72T,Male,Rest,,2011-06-26T08:25:51Z,17,17,none,NA,2011-06-26_72T_SML_2,2011-06-26,2011-06-26T08:25:51Z,2011-06-26T08:26:08Z,2,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
72T,Male,scan,Feed Plant,2011-06-26T08:25:51Z,0,0,none,NA,2011-06-26_72T_SML_2,2011-06-26,2011-06-26T08:25:52Z,2011-06-26T08:25:52Z,2,SML,scan,,,,,,,,,,none,NOTCOLLECTED,NA,NA,NA,NA
72T,Male,Feed,,2011-06-26T08:25:51Z,250,250,none,NA,2011-06-26_72T_SML_2,2011-06-26,2011-06-26T08:26:08Z,2011-06-26T08:30:18Z,2,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
72T,Male,Scratch,,2011-06-26T08:25:51Z,0,0,none,NA,2011-06-26_72T_SML_2,2011-06-26,2011-06-26T08:27:12Z,2011-06-26T08:27:12Z,2,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
72T,Male,Approach,,2011-06-26T08:25:51Z,0,0,97R,Female,2011-06-26_72T_SML_2,2011-06-26,2011-06-26T08:27:35Z,2011-06-26T08:27:35Z,2,SML,focal,,,,,,,,Partner,,none,none,NA,NA,NA,NA
72T,Male,Rest,,2011-06-26T08:25:51Z,57,57,none,NA,2011-06-26_72T_SML_2,2011-06-26,2011-06-26T08:30:18Z,2011-06-26T08:31:15Z,2,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
72T,Male,Scratch,,2011-06-26T08:25:51Z,0,0,none,NA,2011-06-26_72T_SML_2,2011-06-26,2011-06-26T08:30:48Z,2011-06-26T08:30:48Z,2,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
72T,Male,scan,Rest,2011-06-26T08:25:51Z,0,0,none,NA,2011-06-26_72T_SML_2,2011-06-26,2011-06-26T08:30:50Z,2011-06-26T08:30:50Z,2,SML,scan,,,,,,,,,,none,NOTCOLLECTED,NA,NA,NA,NA
72T,Male,scan,Rest,2011-06-26T08:25:51Z,0,0,none,NA,2011-06-26_72T_SML_2,2011-06-26,2011-06-26T08:30:55Z,2011-06-26T08:30:55Z,2,SML,scan,,,,,,,,,,97R,NOTCOLLECTED,NA,NA,NA,NA
72T,Male,Feed,,2011-06-26T08:25:51Z,284,276,none,NA,2011-06-26_72T_SML_2,2011-06-26,2011-06-26T08:31:15Z,2011-06-26T08:35:59Z,2,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
72T,Male,Scratch,,2011-06-26T08:25:51Z,0,0,none,NA,2011-06-26_72T_SML_2,2011-06-26,2011-06-26T08:34:04Z,2011-06-26T08:34:04Z,2,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
72T,Male,Scratch,,2011-06-26T08:25:51Z,0,0,none,NA,2011-06-26_72T_SML_2,2011-06-26,2011-06-26T08:34:22Z,2011-06-26T08:34:22Z,2,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
72T,Male,Leave,,2011-06-26T08:25:51Z,0,0,97R,Female,2011-06-26_72T_SML_2,2011-06-26,2011-06-26T08:34:31Z,2011-06-26T08:34:31Z,2,SML,focal,,,,,,,,Focal,,97R,none,NA,NA,NA,NA
72T,Male,scan,Feed Plant,2011-06-26T08:25:51Z,0,0,none,NA,2011-06-26_72T_SML_2,2011-06-26,2011-06-26T08:35:51Z,2011-06-26T08:35:51Z,2,SML,scan,,,,,,,,,,none,NOTCOLLECTED,NA,NA,NA,NA
81I,Female,no2ndGroom,,2011-06-26T07:13:59Z,609,600,none,NA,2011-06-26_81I_SML_1,2011-06-26,2011-06-26T07:13:59Z,2011-06-26T07:24:08Z,1,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
81I,Female,nopascon,,2011-06-26T07:13:59Z,609,600,none,NA,2011-06-26_81I_SML_1,2011-06-26,2011-06-26T07:13:59Z,2011-06-26T07:24:08Z,1,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
81I,Female,OutCoral,,2011-06-26T07:13:59Z,609,600,none,NA,2011-06-26_81I_SML_1,2011-06-26,2011-06-26T07:13:59Z,2011-06-26T07:24:08Z,1,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
81I,Female,Rest,,2011-06-26T07:13:59Z,419,419,none,NA,2011-06-26_81I_SML_1,2011-06-26,2011-06-26T07:13:59Z,2011-06-26T07:20:58Z,1,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
81I,Female,scan,Rest,2011-06-26T07:13:59Z,0,0,none,NA,2011-06-26_81I_SML_1,2011-06-26,2011-06-26T07:14:00Z,2011-06-26T07:14:00Z,1,SML,scan,,,,,,,,,,none,NOTCOLLECTED,NA,NA,NA,NA
81I,Female,scan,Rest,2011-06-26T07:13:59Z,0,0,9A1,Male,2011-06-26_81I_SML_1,2011-06-26,2011-06-26T07:14:21Z,2011-06-26T07:14:21Z,1,SML,scan,,,,,,,,,,9A1,NOTCOLLECTED,NA,NA,NA,NA
81I,Female,SelfGrm,,2011-06-26T07:13:59Z,0,0,none,NA,2011-06-26_81I_SML_1,2011-06-26,2011-06-26T07:17:29Z,2011-06-26T07:17:29Z,1,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
81I,Female,SelfGrm,,2011-06-26T07:13:59Z,0,0,none,NA,2011-06-26_81I_SML_1,2011-06-26,2011-06-26T07:18:14Z,2011-06-26T07:18:14Z,1,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
81I,Female,Leave,,2011-06-26T07:13:59Z,0,0,9A1,Male,2011-06-26_81I_SML_1,2011-06-26,2011-06-26T07:19:05Z,2011-06-26T07:19:05Z,1,SML,focal,,,,,,,,Partner,,9A1,none,NA,NA,NA,NA
81I,Female,scan,Rest,2011-06-26T07:13:59Z,0,0,none,NA,2011-06-26_81I_SML_1,2011-06-26,2011-06-26T07:19:05Z,2011-06-26T07:19:05Z,1,SML,scan,,,,,,,,,,none,NOTCOLLECTED,NA,NA,NA,NA
81I,Female,Approach,,2011-06-26T07:13:59Z,0,0,57T,Female,2011-06-26_81I_SML_1,2011-06-26,2011-06-26T07:19:14Z,2011-06-26T07:19:14Z,1,SML,focal,,,,,,,,Focal,,57T,none,NA,NA,NA,NA
81I,Female,GroomGET,,2011-06-26T07:13:59Z,28,28,57T,Female,2011-06-26_81I_SML_1,2011-06-26,2011-06-26T07:20:58Z,2011-06-26T07:21:26Z,1,SML,focal,,,,,,,receive,,,57T,none,NA,NA,NA,NA
81I,Female,GroomGIVE,,2011-06-26T07:13:59Z,162,153,57T,Female,2011-06-26_81I_SML_1,2011-06-26,2011-06-26T07:21:26Z,2011-06-26T07:24:08Z,1,SML,focal,,,,,,,give,,,57T,none,NA,NA,NA,NA
81I,Female,scan,Social,2011-06-26T07:13:59Z,0,0,none,NA,2011-06-26_81I_SML_1,2011-06-26,2011-06-26T07:23:56Z,2011-06-26T07:23:56Z,1,SML,scan,,,,,,,,,,none,NOTCOLLECTED,NA,NA,NA,NA
81I,Female,scan,Social,2011-06-26T07:13:59Z,0,0,none,NA,2011-06-26_81I_SML_1,2011-06-26,2011-06-26T07:24:01Z,2011-06-26T07:24:01Z,1,SML,scan,,,,,,,,,,57T,NOTCOLLECTED,NA,NA,NA,NA
88N,Female,no2ndGroom,,2011-06-26T09:11:46Z,625,600,none,NA,2011-06-26_88N_SML_2,2011-06-26,2011-06-26T09:11:46Z,2011-06-26T09:22:11Z,2,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
88N,Female,nopascon,,2011-06-26T09:11:46Z,625,600,none,NA,2011-06-26_88N_SML_2,2011-06-26,2011-06-26T09:11:46Z,2011-06-26T09:22:11Z,2,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
88N,Female,OutCoral,,2011-06-26T09:11:46Z,625,600,none,NA,2011-06-26_88N_SML_2,2011-06-26,2011-06-26T09:11:46Z,2011-06-26T09:22:11Z,2,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
88N,Female,Rest,,2011-06-26T09:11:46Z,242,242,none,NA,2011-06-26_88N_SML_2,2011-06-26,2011-06-26T09:11:46Z,2011-06-26T09:15:48Z,2,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
88N,Female,scan,Rest,2011-06-26T09:11:46Z,0,0,none,NA,2011-06-26_88N_SML_2,2011-06-26,2011-06-26T09:11:48Z,2011-06-26T09:11:48Z,2,SML,scan,,,,,,,,,,none,NOTCOLLECTED,NA,NA,NA,NA
88N,Female,Scratch,,2011-06-26T09:11:46Z,0,0,none,NA,2011-06-26_88N_SML_2,2011-06-26,2011-06-26T09:12:06Z,2011-06-26T09:12:06Z,2,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
88N,Female,Scratch,,2011-06-26T09:11:46Z,0,0,none,NA,2011-06-26_88N_SML_2,2011-06-26,2011-06-26T09:12:58Z,2011-06-26T09:12:58Z,2,SML,focal,,,,,,,,,,none,none,NA,NA,NA,NA
