date,observation.name,scan.number,focal.monkey,in.proximity,focal.activity,partners.activity (sequential),time
2017-01-23,2017-01-23_00J_JG_3,1,00J,00J,travel,NA,2017-01-23T08:58:58Z
2017-01-23,2017-01-23_00J_JG_3,2,00J,00J,travel,NA,2017-01-23T09:03:58Z
2017-01-23,2017-01-23_00J_JG_3,3,00J,00J,rest,NA,2017-01-23T09:08:57Z
2017-01-23,2017-01-23_04N_JG_4,1,04N,04N,rest,NA,2017-01-23T10:50:08Z
2017-01-23,2017-01-23_04N_JG_4,2,04N,04N,rest,NA,2017-01-23T10:55:07Z
2017-01-23,2017-01-23_04N_JG_4,3,04N,"04N, 59A",rest,rest,2017-01-23T11:00:08Z
2017-01-23,2017-01-23_0A4_JN_1,1,0A4,0A4,rest,NA,2017-01-23T08:18:51Z
2017-01-23,2017-01-23_0A4_JN_1,2,0A4,0A4,rest,NA,2017-01-23T08:23:54Z
2017-01-23,2017-01-23_0A4_JN_1,3,0A4,0A4,rest,NA,2017-01-23T08:28:51Z
2017-01-23,2017-01-23_0G5_JN_5,1,0G5,"0G5, 43P",rest,rest,2017-01-23T12:47:18Z
2017-01-23,2017-01-23_0G5_JN_5,2,0G5,"0G5, 43P",rest,rest,2017-01-23T12:52:26Z
2017-01-23,2017-01-23_0G5_JN_5,3,0G5,"0G5, 43P",rest,rest,2017-01-23T12:57:21Z
2017-01-23,2017-01-23_0I5_JG_2,1,0I5,0I5,rest,NA,2017-01-23T07:47:27Z
2017-01-23,2017-01-23_0I5_JG_2,2,0I5,0I5,rest,NA,2017-01-23T07:52:28Z
2017-01-23,2017-01-23_0I5_JG_2,3,0I5,0I5,travel,NA,2017-01-23T07:57:28Z
2017-01-23,2017-01-23_0I6_JG_2,1,0I6,0I6,rest,NA,2017-01-23T08:01:34Z
2017-01-23,2017-01-23_0I6_JG_2,2,0I6,0I6,rest,NA,2017-01-23T08:06:34Z
2017-01-23,2017-01-23_0I6_JG_2,3,0I6,0I6,rest,NA,2017-01-23T08:11:34Z
2017-01-23,2017-01-23_0K2_JN_6,1,0K2,0K2,travel,NA,2017-01-23T13:13:50Z
2017-01-23,2017-01-23_0K2_JN_6,2,0K2,0K2,travel,NA,2017-01-23T13:19:20Z
2017-01-23,2017-01-23_0K2_JN_6,3,0K2,0K2,rest,NA,2017-01-23T13:23:50Z
2017-01-23,2017-01-23_0K7_JN_4,1,0K7,0K7,rest,NA,2017-01-23T11:30:31Z
2017-01-23,2017-01-23_0K7_JN_4,2,0K7,0K7,rest,NA,2017-01-23T11:35:36Z
2017-01-23,2017-01-23_0K7_JN_4,3,0K7,0K7,rest,NA,2017-01-23T11:40:34Z
2017-01-23,2017-01-23_12Z_JG_1,1,12Z,12Z,rest,NA,2017-01-23T07:36:48Z
2017-01-23,2017-01-23_12Z_JG_1,2,12Z,12Z,rest,NA,2017-01-23T07:41:48Z
2017-01-23,2017-01-23_12Z_JG_1,3,12Z,12Z,rest,NA,2017-01-23T07:46:48Z
2017-01-23,2017-01-23_1H6_JG_4,1,1H6,1H6,rest,NA,2017-01-23T10:37:00Z
2017-01-23,2017-01-23_1H6_JG_4,2,1H6,1H6,rest,NA,2017-01-23T10:42:00Z
2017-01-23,2017-01-23_1H6_JG_4,3,1H6,1H6,rest,NA,2017-01-23T10:47:05Z
2017-01-23,2017-01-23_1J0_JN_3,1,1J0,1J0,rest,NA,2017-01-23T09:53:17Z
2017-01-23,2017-01-23_1J0_JN_3,2,1J0,1J0,feedchow,NA,2017-01-23T09:58:24Z
2017-01-23,2017-01-23_1J8_JN_5,1,1J8,1J8,social,NA,2017-01-23T12:21:50Z
2017-01-23,2017-01-23_1J8_JN_5,2,1J8,1J8,social,NA,2017-01-23T12:27:08Z
2017-01-23,2017-01-23_1J8_JN_5,3,1J8,"1J8, 64P",rest,rest,2017-01-23T12:31:42Z
2017-01-23,2017-01-23_1L5_JG_6,1,1L5,1L5,rest,NA,2017-01-23T12:59:24Z
2017-01-23,2017-01-23_1L5_JG_6,2,1L5,1L5,travel,NA,2017-01-23T13:04:30Z
2017-01-23,2017-01-23_28J_JN_6,1,28J,28J,rest,NA,2017-01-23T13:27:45Z
2017-01-23,2017-01-23_28J_JN_6,2,28J,28J,rest,NA,2017-01-23T13:32:46Z
2017-01-23,2017-01-23_28J_JN_6,3,28J,"28J, 9G3",rest,rest,2017-01-23T13:37:46Z
2017-01-23,2017-01-23_2A2_JG_6,1,2A2,2A2,rest,NA,2017-01-23T12:22:46Z
2017-01-23,2017-01-23_2A2_JG_6,2,2A2,2A2,social,NA,2017-01-23T12:27:46Z
2017-01-23,2017-01-23_2A2_JG_6,3,2A2,2A2,rest,NA,2017-01-23T12:32:46Z
2017-01-23,2017-01-23_2A5_JG_5,1,2A5,2A5,rest,NA,2017-01-23T11:39:24Z
2017-01-23,2017-01-23_2A5_JG_5,2,2A5,2A5,rest,NA,2017-01-23T11:44:25Z
2017-01-23,2017-01-23_2A5_JG_5,3,2A5,2A5,rest,NA,2017-01-23T11:49:24Z
2017-01-23,2017-01-23_2A7_JN_4,1,2A7,2A7,rest,NA,2017-01-23T11:41:14Z
2017-01-23,2017-01-23_2A7_JN_4,2,2A7,2A7,rest,NA,2017-01-23T11:46:20Z
2017-01-23,2017-01-23_2A7_JN_4,3,2A7,2A7,rest,NA,2017-01-23T11:51:14Z
2017-01-23,2017-01-23_2H3_JG_5,1,2H3,2H3,rest,NA,2017-01-23T11:26:50Z
2017-01-23,2017-01-23_2H3_JG_5,2,2H3,2H3,rest,NA,2017-01-23T11:31:50Z
2017-01-23,2017-01-23_2H3_JG_5,3,2H3,2H3,rest,NA,2017-01-23T11:36:50Z
