agonism_winner,agonism_loser,agonism_type,winner_sex,loser_sex,date,observer,data_source,focal_individual
0J4,4C5,noncontactagg,Male,Female,2016-02-08,DP,focalfollow,agonism.winner
12E,5C6,feargrm,Male,Female,2016-02-08,DP,focalfollow,agonism.winner
12E,9E8,threat,Male,Female,2016-02-08,DP,focalfollow,agonism.winner
9E8,98K,threat,Female,Male,2016-02-08,DP,focalfollow,agonism.winner
0F0,0K0,displace,Female,Female,2016-02-09,DP,focalfollow,agonism.winner
12O,4E2,noncontactagg,Male,Male,2016-02-09,DP,focalfollow,agonism.winner
2G2,4C9,noncontactagg,Female,Female,2016-02-09,DP,focalfollow,agonism.winner
4E2,51Z,noncontactagg,Male,Female,2016-02-09,DP,focalfollow,agonism.winner
4E2,85T,noncontactagg,Male,Female,2016-02-09,DP,focalfollow,agonism.winner
78I,77I,noncontactagg,Female,Male,2016-02-09,DP,focalfollow,agonism.winner
98K,51Z,feargrm,Male,Female,2016-02-09,DP,focalfollow,agonism.winner
9I9,28B,avoid,Male,Male,2016-02-09,DP,focalfollow,agonism.winner
2E4,1G1,avoid,Female,Female,2016-02-10,DP,focalfollow,agonism.winner
2E4,3J7,contactagg,Female,Male,2016-02-10,DP,focalfollow,agonism.winner
2E4,3J7,noncontactagg,Female,Male,2016-02-10,DP,focalfollow,agonism.winner
3J7,4C5,feargrm,Male,Female,2016-02-10,DP,focalfollow,agonism.winner
19T,T03,feargrm,Male,Female,2016-02-11,DP,focalfollow,agonism.winner
33T,17K,feargrm,Male,Male,2016-02-11,DP,focalfollow,agonism.winner
33T,2G2,submit,Male,Female,2016-02-11,DP,focalfollow,agonism.winner
3I6,5E6,contactagg,Male,Male,2016-02-11,DP,focalfollow,agonism.winner
5E6,3D9,displace,Male,Female,2016-02-11,DP,focalfollow,agonism.winner
04T,1K2,noncontactagg,Male,Female,2016-02-15,DP,focalfollow,agonism.winner
12E,1G4,feargrm,Male,Female,2016-02-15,DP,focalfollow,agonism.winner
12E,85T,feargrm,Male,Female,2016-02-15,DP,focalfollow,agonism.winner
18I,2E4,feargrm,Male,Female,2016-02-15,DP,focalfollow,agonism.winner
14E,51Z,displace,Female,Female,2016-02-16,DP,focalfollow,agonism.winner
61R,3I6,feargrm,Male,Male,2016-02-16,DP,focalfollow,agonism.winner
18I,0K0,feargrm,Male,Female,2016-02-17,DP,focalfollow,agonism.winner
5E8,4C9,avoid,Female,Female,2016-02-17,DP,focalfollow,agonism.winner
1B1,3I6,displace,Male,Male,2016-02-18,DP,focalfollow,agonism.winner
32Z,90T,avoid,Male,Female,2016-02-18,DP,focalfollow,agonism.winner
32Z,90T,feargrm,Male,Female,2016-02-18,DP,focalfollow,agonism.winner
81O,33T,noncontactagg,Male,Male,2016-02-18,DP,focalfollow,agonism.winner
81O,4E2,avoid,Male,Male,2016-02-18,DP,focalfollow,agonism.winner
2G2,51Z,displace,Female,Female,2016-02-19,DP,focalfollow,agonism.winner
5B0,1G1,avoid,Male,Female,2016-02-19,DP,focalfollow,agonism.winner
9D7,7F5,feargrm,Male,Male,2016-02-19,DP,focalfollow,agonism.winner
04T,15E,feargrm,Male,Female,2016-02-22,DP,focalfollow,agonism.winner
73V,14E,feargrm,Male,Female,2016-02-22,DP,focalfollow,agonism.winner
9C1,52Z,threat,Female,Female,2016-02-22,DP,focalfollow,agonism.winner
0E3,8A7,noncontactagg,Male,Male,2016-02-23,DP,focalfollow,agonism.winner
3B9,51Z,noncontactagg,Male,Female,2016-02-23,DP,focalfollow,agonism.winner
4E2,3D9,feargrm,Male,Female,2016-02-23,DP,focalfollow,agonism.winner
73V,60E,feargrm,Male,Male,2016-02-24,DP,focalfollow,agonism.winner
19T,1I6,feargrm,Male,Female,2016-02-25,DP,focalfollow,agonism.winner
19T,3I9,feargrm,Male,Male,2016-02-25,DP,focalfollow,agonism.winner
1B1,17K,feargrm,Male,Male,2016-02-25,DP,focalfollow,agonism.winner
1B1,3I6,feargrm,Male,Male,2016-02-25,DP,focalfollow,agonism.winner
