groom_giver,groom_reciever,constrained_duration,observation_name
0E2,8B5,45,2015-02-16_0E2_JN_5
0E2,8B5,124,2015-02-16_0E2_JN_5
4H1,93R,276,2015-02-16_4H1_JN_6
4H0,10R,524,2015-02-17_4H0_JN_3
0B4,51T,45,2015-02-19_0B4_JN_6
1F4,87F,48,2015-02-19_1F4_JN_4
1F4,31V,163,2015-02-19_1F4_JN_4
2C8,17K,234,2015-02-19_2C8_JN_3
3F4,6D8,37,2015-02-19_3F4_JN_4
3H6,51T,27,2015-02-19_3H6_JN_4
8A5,5C4,184,2015-02-19_8A5_JN_6
94Z,85V,172,2015-02-19_94Z_JN_3
1E7,2F0,475,2015-02-23_1E7_JN_5
2F0,69O,229,2015-02-23_2F0_JN_5
5F7,31V,117,2015-02-23_5F7_JN_3
5F7,31V,17,2015-02-23_5F7_JN_3
76L,6C6,55,2015-02-23_76L_JN_4
76L,6C6,41,2015-02-23_76L_JN_4
0A2,0B5,35,2015-02-24_0A2_JN_3
28I,4A0,188,2015-02-24_28I_JN_6
28I,4A0,104,2015-02-24_28I_JN_6
3F8,7C8,44,2015-02-24_3F8_JN_4
8D8,1E6,38,2015-02-25_8D8_JN_6
8D8,1E6,214,2015-02-25_8D8_JN_6
5B2,3B8,168,2015-02-26_5B2_JN_2
8D8,31V,115,2015-02-26_8D8_JN_4
4B2,93R,55,2015-03-02_4B2_JN_4
4B2,93R,386,2015-03-02_4B2_JN_4
0B5,2F0,65,2015-03-03_0B5_JN_4
4E0,3H4,225,2015-03-03_4E0_JN_6
69O,17K,64,2015-03-03_69O_JN_3
48N,8B5,93,2015-03-09_48N_JN_5
6A4,7B3,573,2015-03-09_6A4_JN_6
09Z,6C6,95,2015-03-11_09Z_JN_5
3H4,4A5,79,2015-03-11_3H4_JN_6
4A0,4H0,340,2015-03-11_4A0_JN_4
5F7,31V,597,2015-03-11_5F7_JN_4
89K,0A2,59,2015-03-11_89K_JN_2
5C4,43V,137,2015-03-12_5C4_JN_5
5C4,43V,104,2015-03-12_5C4_JN_5
10R,7A8,113,2015-03-13_10R_JN_4
1D5,16Z,70,2015-03-16_1D5_JN_5
60V,X83,30,2015-03-16_60V_JN_4
14Z,10R,152,2015-03-17_14Z_JN_5
17K,2D1,284,2015-03-19_17K_JN_5
3A7,2C8,321,2015-03-19_3A7_JN_4
4B2,69O,437,2015-03-19_4B2_JN_5
7F2,16Z,50,2015-03-20_7F2_JN_3
7F2,16Z,126,2015-03-20_7F2_JN_3
2F0,76L,280,2015-03-23_2F0_JN_6
4F8,4H0,86,2015-03-23_4F8_JN_5
91V,31S,540,2015-03-24_91V_JN_5
10R,54N,160,2015-03-25_10R_JN_1
4F5,1E5,184,2015-03-26_4F5_JN_6
54N,10R,78,2015-03-26_54N_JN_4
1F4,94Z,90,2015-03-30_1F4_JN_3
7F7,4H1,142,2015-03-30_7F7_JN_5
16Z,4H2,43,2015-03-31_16Z_JN_4
2C8,2F0,39,2015-03-31_2C8_JN_3
09Z,1F4,107,2015-04-01_09Z_JN_5
3B1,4B2,597,2015-04-01_3B1_JN_6
89K,4A5,316,2015-04-01_89K_JN_5
93R,3H4,323,2015-04-01_93R_JN_5
4D5,4H2,503,2015-04-06_4D5_JN_4
93I,0B5,71,2015-04-06_93I_JN_5
95V,3H6,73,2015-04-06_95V_JN_6
99Z,4H2,24,2015-04-06_99Z_JN_4
99Z,4H2,370,2015-04-06_99Z_JN_4
3H6,95V,77,2015-04-07_3H6_JN_5
8F0,14Z,273,2015-04-07_8F0_JN_5
6C6,6B0,356,2015-04-08_6C6_JN_5
0B4,7A8,171,2015-04-09_0B4_JN_5
7C8,1E5,234,2015-04-09_7C8_JN_5
7F2,7F2,23,2015-04-09_7F2_JN_4
10R,69O,296,2015-04-10_10R_JN_3
3F4,31S,311,2015-04-13_3F4_JN_6
4H1,85V,111,2015-04-14_4H1_JN_4
6C6,95V,200,2015-04-15_6C6_JN_4
6H2,17K,62,2015-04-15_6H2_JN_6
7A8,4A5,51,2015-04-15_7A8_JN_5
94Z,2D1,148,2015-04-17_94Z_JN_3
94Z,2D1,61,2015-04-17_94Z_JN_3
3F4,7B2,64,2015-04-21_3F4_JN_3
3F4,7B2,96,2015-04-21_3F4_JN_3
4E0,0G2,24,2015-04-21_4E0_JN_3
8A5,48N,33,2015-04-21_8A5_JN_6
8A5,48N,105,2015-04-21_8A5_JN_6
17K,5A0,49,2015-04-22_17K_JN_3
3H6,95V,360,2015-04-22_3H6_JN_6
10R,X91,22,2015-04-27_10R_JN_2
95V,51T,420,2015-04-28_95V_JN_3
3F4,6D8,47,2015-04-29_3F4_JN_1
4A0,4H1,118,2015-05-05_4A0_JN_4
8F0,14Z,19,2015-05-05_8F0_JN_6
31V,5F7,66,2015-05-06_31V_JN_2
33V,94Z,569,2015-05-06_33V_JN_6
10R,69O,175,2015-05-07_10R_JN_4
1F4,3A7,426,2015-05-07_1F4_JN_5
37P,0F6,346,2015-05-07_37P_JN_5
5B2,95V,59,2015-05-11_5B2_JN_1
7F2,0E8,416,2015-09-11_7F2_AD_6
7F2,0E8,42,2015-09-11_7F2_AD_6
7C8,91V,218,2015-09-15_7C8_AD_3
7C8,91V,339,2015-09-15_7C8_AD_3
4H1,93R,211,2015-09-16_4H1_AD_5
6B0,2F0,18,2015-09-16_6B0_AD_3
4E0,7A6,65,2015-09-23_4E0_AD_5
7B3,8B5,200,2015-09-24_7B3_AD_3
77V,91V,255,2015-09-25_77V_AD_4
10R,4A0,128,2015-09-28_10R_AD_3
2F0,69O,114,2015-09-29_2F0_AD_3
7B3,8B5,259,2015-09-29_7B3_AD_5
0A2,4H1,150,2015-09-30_0A2_AD_4
33V,2F0,408,2015-10-01_33V_AD_3
7F2,3A7,63,2015-10-01_7F2_AD_5
33V,91V,379,2015-10-06_33V_AD_4
4H1,93R,39,2015-10-08_4H1_AD_4
3H6,7A8,418,2015-10-09_3H6_AD_4
3H6,28I,23,2015-10-09_3H6_AD_4
09Z,5B2,232,2015-10-01_09Z_SML_3
89K,69O,164,2015-10-10_89K_SML_4
4F8,0A2,278,2015-10-11_4F8_SML_3
7F2,16Z,120,2015-10-11_7F2_AD_4
89K,69O,214,2015-10-11_89K_SML_6
8A5,7F2,147,2015-10-11_8A5_SML_3
16Z,84E,159,2015-10-12_16Z_SML_6
8A3,7F2,129,2015-10-12_8A3_SML_4
8A3,7F2,144,2015-10-12_8A3_SML_4
33V,48N,63,2015-10-13_33V_AD_6
33V,2F0,293,2015-10-13_33V_AD_6
3B1,4H0,114,2015-10-13_3B1_SML_6
4H1,28I,210,2015-10-13_4H1_AD_5
54N,X91,181,2015-10-13_54N_SML_3
54N,X91,45,2015-10-13_54N_SML_3
6B0,89K,60,2015-10-13_6B0_AD_6
99Z,5B2,10,2015-10-13_99Z_AD_3
16Z,76L,84,2015-10-14_16Z_SML_3
26V,76L,172,2015-10-14_26V_AD_3
3A7,4F8,190,2015-10-14_3A7_SML_6
3H4,4A0,206,2015-10-14_3H4_SML_6
3H4,28I,147,2015-10-14_3H4_SML_6
3H6,95V,242,2015-10-14_3H6_AD_5
7A8,4H1,142,2015-10-14_7A8_AD_3
93I,3H4,153,2015-10-14_93I_AD_6
3H4,4A5,121,2015-10-05_3H4_SML_4
76L,4H2,17,2015-10-05_76L_SML_4
7F7,8F0,145,2015-10-05_7F7_SML_4
54N,51T,81,2015-10-06_54N_SML_5
48N,4D5,282,2015-10-07_48N_SML_6
5F7,31V,71,2015-10-07_5F7_SML_6
