groom_giver,groom_reciever,constrained_duration,observation_name
17L,25R,0,2012-11-09_17L_GP_1
30C,32S,0,2012-11-09_30C_GP_3
93Z,1C0,53,2012-11-09_93Z_GP_4
03J,92D,0,2012-11-12_03J_GP_2
20F,62H,0,2012-11-12_20F_GP_4
29H,25R,0,2012-11-12_29H_GP_5
4C2,63V,351,2012-11-12_4C2_JG_1
36Z,93Z,42,2012-11-13_36Z_JG_5
59A,04I,0,2012-11-13_59A_GP_4
61J,57H,313,2012-11-14_61J_JG_6
32S,87K,338,2012-11-15_32S_JG_6
93Z,44J,0,2012-11-15_93Z_GP_1
0C6,34N,31,2012-11-16_0C6_JG_4
44J,50S,51,2012-11-21_44J_JG_6
4C2,63V,27,2012-11-21_4C2_JG_5
O52,7C0,127,2012-11-21_O52_JG_6
O52,7C0,51,2012-11-21_O52_JG_6
O52,7C0,11,2012-11-21_O52_JG_6
7C0,22R,151,2012-07-19_22R_JG_6
36Z,8A7,447,2012-07-19_8A7_JG_4
29H,0A9,12,2012-07-20_0A9_JG_6
6C0,82A,247,2012-07-23_82A_JG_5
6C0,82A,43,2012-07-23_82A_JG_5
00O,96B,23,2012-07-24_96B_JG_4
03J,25R,44,2012-07-25_25R_JG_5
50S,2A8,39,2012-07-25_2A8_JG_5
50S,2A8,104,2012-07-25_2A8_JG_5
43F,43P,127,2012-07-26_43P_JG_6
88I,O52,34,2012-07-26_O52_JG_3
88I,O52,93,2012-07-26_O52_JG_3
4C2,00J,20,2012-08-01_00J_JG_6
4C2,00J,143,2012-08-01_00J_JG_6
88I,73B,121,2012-08-01_73B_JG_2
98T,88T,102,2012-08-06_88T_JG_4
40L,2A7,96,2012-08-08_2A7_JG_6
2A7,40L,130,2012-08-08_40L_JG_3
0A9,29B,118,2012-08-09_29B_JG_3
7B7,0A4,248,2012-08-13_0A4_JG_5
50I,61J,242,2012-08-14_61J_JG_6
32S,1C0,24,2012-08-15_1C0_JG_5
7C0,4C1,335,2012-08-15_4C1_JG_5
5C0,6C0,316,2012-08-15_6C0_JG_3
36V,00O,12,2012-08-20_00O_JG_3
4C2,36Z,118,2012-08-27_36Z_JG_2
O52,7C0,57,2012-08-27_7C0_JG_2
03J,80T,527,2012-08-28_80T_JG_4
29B,61J,148,2012-08-29_61J_JG_4
8B0,82L,287,2012-08-30_82L_JG_4
88I,O52,80,2012-08-30_O52_JG_5
7C0,O52,382,2012-08-30_O52_JG_5
O52,88I,69,2012-08-31_88I_JG_5
96B,90D,226,2012-08-31_90D_JG_4
42L,0C6,182,2012-09-07_0C6_JG_3
1C0,2A8,40,2012-09-07_2A8_JG_4
42L,25R,115,2012-09-10_25R_JG_4
88I,64D,40,2012-09-10_64D_JG_6
43F,44J,63,2012-09-11_44J_JG_4
0C6,87K,90,2012-09-11_87K_JG_2
42L,87K,556,2012-09-11_87K_JG_2
42L,87K,202,2012-09-11_87K_JG_2
07D,00O,395,2012-09-12_00O_JG_1
22R,1C0,166,2012-09-13_1C0_JG_5
60P,04N,139,2012-09-17_04N_JG_4
2A8,44J,25,2012-09-17_44J_JG_5
2A8,44J,43,2012-09-17_44J_JG_5
2A8,44J,25,2012-09-17_44J_JG_5
07D,92D,301,2012-09-17_92D_JG_6
07D,92D,31,2012-09-17_92D_JG_6
6B2,96Z,0,2012-09-17_96Z_GP_2
O52,88I,0,2012-09-18_88I_GP_3
43J,07D,0,2012-09-19_07D_GP_5
4C2,0C6,79,2012-09-19_0C6_JG_6
6C0,17C,66,2012-09-19_17C_JG_5
5C0,20F,0,2012-09-19_20F_GP_3
61J,59A,0,2012-09-19_59A_GP_1
36Z,8A7,598,2012-09-19_8A7_JG_6
60P,2A8,0,2012-09-20_2A8_GP_5
1A3,34N,0,2012-09-20_34N_GP_5
62H,63V,0,2012-09-20_63V_GP_6
35V,00O,288,2012-09-24_00O_JG_6
7B7,4C2,121,2012-09-24_4C2_JG_4
7B7,4C2,25,2012-09-24_4C2_JG_4
88I,62H,31,2012-09-24_62H_GP_6
2A8,0A4,169,2012-09-25_0A4_JG_4
0A9,74S,44,2012-09-25_74S_JG_6
32S,1C0,174,2012-09-26_1C0_JG_3
98T,6C0,21,2012-09-26_6C0_JG_4
O52,X44,0,2012-09-26_X44_GP_1
8B0,24B,88,2012-09-27_24B_JG_5
1C0,32S,224,2012-09-27_32S_JG_4
36Z,74S,20,2012-09-27_74S_JG_2
42L,87K,280,2012-10-01_87K_JG_5
82L,1C0,18,2012-10-04_1C0_JG_4
43P,20F,225,2012-10-04_20F_JG_5
00O,8B0,25,2012-10-05_8B0_JG_6
00J,03J,186,2012-10-08_03J_JG_5
34N,1A3,195,2012-10-08_1A3_JG_6
7C0,64P,300,2012-10-11_64P_JG_4
43F,61J,14,2012-10-17_61J_JG_6
2A7,40L,112,2012-10-22_40L_JG_1
07D,79Z,0,2012-10-22_79Z_GP_2
62H,07D,0,2012-10-23_07D_GP_5
98T,82A,41,2012-10-23_82A_JG_5
50I,0C6,176,2012-10-24_0C6_JG_4
0A9,0C6,18,2012-10-24_0C6_JG_4
0A9,0C6,217,2012-10-24_0C6_JG_4
04N,98T,79,2012-10-24_98T_JG_5
4C2,0C6,452,2012-10-29_0C6_JG_5
61J,34N,31,2012-10-29_34N_GP_5
43F,98T,24,2012-10-29_98T_JG_6
42L,2A8,175,2012-10-30_2A8_GP_5
43J,4C1,60,2012-10-30_4C1_GP_5
88I,56E,96,2012-10-30_56E_JG_4
98T,04N,196,2012-10-31_04N_JG_5
6C0,43F,116,2012-10-31_43F_JG_4
6C0,43F,61,2012-10-31_43F_JG_4
8A7,00J,226,2012-11-02_00J_GP_5
04Z,20F,531,2012-11-02_20F_GP_5
87K,62V,301,2012-11-02_62V_JG_6
00O,50I,230,2012-11-05_50I_GP_4
90D,82L,113,2012-11-05_82L_GP_2
0C6,0A9,0,2012-11-07_0A9_GP_6
7C0,60T,0,2012-11-07_60T_GP_3
O52,82L,0,2012-11-07_82L_GP_5
24B,04Z,34,2012-11-08_04Z_JG_1
24B,04Z,30,2012-11-08_04Z_JG_1
96B,29B,0,2012-11-08_29B_GP_6
50S,43F,103,2012-11-08_43F_JG_5
35N,0A4,492,2012-11-09_0A4_JG_3
32S,30C,0,2012-11-09_30C_GP_3
1C0,93Z,0,2012-11-09_93Z_GP_4
25R,29H,0,2012-11-12_29H_GP_5
62H,17L,0,2012-11-13_17L_GP_2
61J,29B,0,2012-11-13_29B_GP_1
7B3,98T,462,2012-11-14_98T_JG_6
6B2,28B,69,2012-11-15_28B_JG_4
5C0,43F,32,2012-11-15_43F_JG_5
43J,43F,96,2012-11-15_43F_JG_5
60P,5C0,519,2012-11-15_5C0_JG_4
88I,40L,50,2012-11-16_40L_JG_4
5C0,82A,26,2012-11-20_82A_JG_6
36Z,8A7,218,2012-11-21_8A7_JG_4
6C0,98T,18,2012-11-21_98T_JG_4
7C0,O52,305,2012-11-21_O52_JG_6
