groom_giver,groom_reciever,constrained_duration,observation_name
X44,25R,450,2012-07-19_X44_JG_4
0A9,29H,584,2012-07-20_0A9_JG_6
60P,98T,135,2012-07-23_60P_JG_6
60P,04N,26,2012-07-23_60P_JG_6
4C1,07D,321,2012-07-24_4C1_JG_4
96B,00O,113,2012-07-24_96B_JG_4
2A8,50S,212,2012-07-25_2A8_JG_5
2A8,50S,196,2012-07-25_2A8_JG_5
O52,88I,186,2012-07-26_O52_JG_3
82A,6C0,214,2012-07-27_82A_JG_3
24B,22R,138,2012-08-02_24B_JG_5
62H,0A4,192,2012-08-03_62H_JG_1
5C0,43F,132,2012-08-06_5C0_JG_5
03J,62V,32,2012-08-07_03J_JG_6
2A7,40L,41,2012-08-08_2A7_JG_6
2A7,40L,47,2012-08-08_2A7_JG_6
40L,2A7,103,2012-08-08_40L_JG_3
62H,07D,262,2012-08-08_62H_JG_6
64P,6C0,366,2012-08-08_64P_JG_4
8A7,62V,121,2012-08-08_8A7_JG_5
8A7,62V,223,2012-08-08_8A7_JG_5
4C1,43J,112,2012-08-13_4C1_JG_2
4C1,43J,204,2012-08-13_4C1_JG_2
61J,50I,355,2012-08-14_61J_JG_6
36Z,00J,473,2012-08-20_36Z_JG_4
7C0,O52,41,2012-08-27_7C0_JG_2
04Z,X44,91,2012-08-28_04Z_JG_4
0A4,43J,98,2012-08-28_0A4_JG_3
32S,1C0,382,2012-08-28_32S_JG_3
43P,63V,598,2012-08-29_43P_JG_4
82L,8B0,170,2012-08-30_82L_JG_4
0C6,17C,95,2012-09-01_0C6_JG_2
34N,55V,37,2012-09-03_34N_JG_4
60E,92D,45,2012-09-04_60E_JG_3
60E,92D,25,2012-09-04_60E_JG_3
40L,92D,61,2012-09-05_40L_JG_4
63V,43P,317,2012-09-05_63V_JG_4
7C0,88I,412,2012-09-05_7C0_JG_6
80T,24B,128,2012-09-05_80T_JG_6
0C6,42L,267,2012-09-07_0C6_JG_3
61J,20F,163,2012-09-07_61J_JG_5
74S,93Z,170,2012-09-07_74S_JG_3
44J,43F,533,2012-09-11_44J_JG_4
63V,43P,376,2012-09-11_63V_JG_3
87K,42L,126,2012-09-11_87K_JG_2
87K,42L,144,2012-09-11_87K_JG_2
87K,42L,19,2012-09-11_87K_JG_2
17C,43J,158,2012-09-13_17C_JG_6
04N,98T,239,2012-09-17_04N_JG_4
04N,98T,277,2012-09-17_04N_JG_4
0A9,5C0,0,2012-09-17_0A9_GP_6
44J,2A8,54,2012-09-17_44J_JG_5
00O,96B,150,2012-09-19_00O_JG_5
03J,22R,0,2012-09-19_03J_GP_6
17C,60P,96,2012-09-19_17C_JG_5
20F,5C0,0,2012-09-19_20F_GP_3
24B,8B0,20,2012-09-19_24B_JG_4
24B,8B0,366,2012-09-19_24B_JG_4
63V,62H,0,2012-09-20_63V_GP_6
7C0,O52,0,2012-09-20_7C0_GP_4
98T,88T,538,2012-09-20_98T_JG_6
43P,4C1,0,2012-09-24_43P_GP_6
2A7,79Z,414,2012-09-25_2A7_JG_2
43P,63V,0,2012-09-25_43P_GP_3
57H,63V,0,2012-09-25_57H_GP_2
6C0,4C1,66,2012-09-25_6C0_JG_3
74S,0A9,23,2012-09-25_74S_JG_6
1C0,32S,204,2012-09-26_1C0_JG_3
25R,04Z,0,2012-09-26_25R_GP_3
6C0,5C0,17,2012-09-26_6C0_JG_4
X44,O52,0,2012-09-26_X44_GP_1
25R,50I,0,2012-09-27_25R_GP_5
29B,42L,0,2012-09-27_29B_GP_2
32S,1C0,112,2012-09-27_32S_JG_4
32S,50S,174,2012-09-27_32S_JG_4
8B0,2A7,19,2012-09-27_8B0_JG_2
87K,42L,31,2012-10-01_87K_JG_5
87K,42L,42,2012-10-01_87K_JG_5
87K,42L,61,2012-10-01_87K_JG_5
87K,42L,87,2012-10-01_87K_JG_5
1C0,8B0,132,2012-10-04_1C0_JG_4
1C0,82L,33,2012-10-04_1C0_JG_4
60P,5C0,65,2012-10-04_60P_JG_6
0A9,29B,26,2012-10-05_0A9_JG_4
0A9,98T,56,2012-10-05_0A9_JG_4
0B8,96Z,30,2012-10-05_0B8_JG_6
0B8,35V,307,2012-10-05_0B8_JG_6
6B2,96Z,488,2012-10-05_6B2_JG_5
82L,44J,317,2012-10-05_82L_JG_6
82L,44J,27,2012-10-05_82L_JG_6
1A3,34N,228,2012-10-08_1A3_JG_6
1A3,34N,56,2012-10-08_1A3_JG_6
98T,43P,246,2012-10-08_98T_JG_3
0A9,73B,41,2012-10-11_0A9_JG_5
64P,4C1,114,2012-10-11_64P_JG_4
6C0,43P,193,2012-10-11_6C0_JG_6
61J,04I,42,2012-10-17_61J_JG_6
17L,62H,0,2012-10-22_17L_GP_1
32S,8B0,64,2012-10-22_32S_JG_6
32S,8B0,123,2012-10-22_32S_JG_6
40L,2A7,49,2012-10-22_40L_JG_1
74S,29B,140,2012-10-22_74S_JG_4
8B0,59A,207,2012-10-22_8B0_JG_3
00O,82A,72,2012-10-23_00O_JG_6
00O,82A,235,2012-10-23_00O_JG_6
00O,82A,46,2012-10-23_00O_JG_6
0A9,0C6,0,2012-10-23_0A9_GP_4
K00,92D,0,2012-10-23_K00_GP_6
36Z,93Z,268,2012-10-24_36Z_JG_2
34N,61J,82,2012-10-29_34N_GP_5
98T,43F,168,2012-10-29_98T_JG_6
98T,17C,51,2012-10-29_98T_JG_6
17C,43J,251,2012-10-30_17C_JG_4
2A8,42L,209,2012-10-30_2A8_GP_5
6C0,43J,40,2012-10-30_6C0_JG_4
6C0,43F,252,2012-10-30_6C0_JG_4
7C0,60P,136,2012-10-30_7C0_GP_5
88I,56E,19,2012-11-01_88I_GP_3
88I,O52,31,2012-11-01_88I_GP_3
00J,8A7,315,2012-11-02_00J_GP_5
62V,87K,16,2012-11-02_62V_JG_6
74S,44J,400,2012-11-02_74S_JG_4
88I,8B0,42,2012-11-02_88I_GP_6
74S,0A9,105,2012-11-05_74S_JG_5
93Z,adult female,229,2012-11-05_93Z_GP_3
0A9,79Z,131,2012-11-07_0A9_GP_6
0A9,79Z,155,2012-11-07_0A9_GP_6
44J,2A8,20,2012-11-07_44J_JG_1
44J,2A8,30,2012-11-07_44J_JG_1
87K,44J,94,2012-11-07_87K_JG_6
04N,82A,356,2012-11-08_04N_JG_6
04Z,24B,23,2012-11-08_04Z_JG_1
29B,96B,424,2012-11-08_29B_GP_6
