agonism_winner,agonism_loser,agonism_type,winner_sex,loser_sex,date,observer,data_source,focal_individual
00V,2G3,avoid,Female,Female,2015-05-04,AGS,focalfollow,agonism.winner
00V,2G2,avoid,Female,Female,2015-05-04,AGS,focalfollow,agonism.winner
00V,4C9,displace,Female,Female,2015-04-07,AGS,focalfollow,agonism.winner
00V,7C4,feargrm,Female,Female,2015-04-09,AGS,focalfollow,agonism.winner
00V,9D7,noncontactagg,Female,Male,2015-03-31,AGS,focalfollow,agonism.winner
00V,unknown,threat,Female,Unknown,2015-04-07,AGS,focalfollow,agonism.winner
00V,1G6,threat,Female,Female,2015-05-04,AGS,focalfollow,agonism.winner
00V,unknown,threat,Female,Unknown,2015-03-25,AGS,overtime,agonism.winner
00V,unknown,threat,Female,Unknown,2015-04-24,AGS,overtime,agonism.winner
06O,adult male,avoid,Male,Unknown,2015-03-10,AGS,focalfollow,agonism.winner
06O,47Z,avoid,Male,Female,2015-03-10,AGS,focalfollow,agonism.winner
06O,9C1,avoid,Male,Female,2015-03-24,AGS,focalfollow,agonism.winner
06O,4C9,avoid,Male,Female,2015-03-24,AGS,focalfollow,agonism.winner
06O,2G2,avoid,Male,Female,2015-04-02,AGS,focalfollow,agonism.winner
06O,2H6,avoid,Male,Male,2015-04-09,AGS,focalfollow,agonism.winner
06O,8D2,avoid,Male,Male,2015-04-20,AGS,focalfollow,agonism.winner
06O,8D3,avoid,Male,Male,2015-05-18,AGS,focalfollow,agonism.winner
06O,04I,avoid,Male,Male,2015-05-21,AGS,focalfollow,agonism.winner
06O,5E6,displace,Male,Male,2015-04-02,AGS,focalfollow,agonism.winner
06O,9E8,noncontactagg,Male,Female,2015-03-02,AGS,focalfollow,agonism.winner
06O,7C4,noncontactagg,Male,Female,2015-03-16,AGS,focalfollow,agonism.winner
06O,51Z,noncontactagg,Male,Female,2015-03-24,AGS,focalfollow,agonism.winner
06O,juvenile,threat,Male,Unknown,2015-04-20,AGS,focalfollow,agonism.winner
0D3,00V,avoid,Male,Female,2015-03-03,AGS,focalfollow,agonism.winner
0D3,00V,avoid,Male,Female,2015-03-03,AGS,focalfollow,agonism.winner
0D3,98J,avoid,Male,Female,2015-03-19,AGS,focalfollow,agonism.winner
0D3,1B0,avoid,Male,Female,2015-04-09,AGS,focalfollow,agonism.winner
0D3,0F0,avoid,Male,Female,2015-04-09,AGS,focalfollow,agonism.winner
0D3,1F9,avoid,Male,Male,2015-06-02,AGS,focalfollow,agonism.winner
0D3,51Z,displace,Male,Female,2015-03-19,AGS,focalfollow,agonism.winner
0D3,1G4,displace,Male,Female,2015-04-09,AGS,focalfollow,agonism.winner
0D3,30Z,feargrm,Male,Male,2015-03-19,AGS,focalfollow,agonism.winner
0D3,juvenile,noncontactagg,Male,Unknown,2015-04-09,AGS,focalfollow,agonism.winner
0D3,juvenile,threat,Male,Unknown,2015-03-18,AGS,focalfollow,agonism.winner
0D3,juvenile,threat,Male,Unknown,2015-04-13,AGS,focalfollow,agonism.winner
0D3,juvenile,threat,Male,Unknown,2015-04-22,AGS,focalfollow,agonism.winner
0D3,juvenile,threat,Male,Unknown,2015-05-05,AGS,focalfollow,agonism.winner
0E3,52Z,avoid,Male,Female,2015-04-13,AGS,focalfollow,agonism.winner
0E3,adult female,avoid,Male,Unknown,2015-04-13,AGS,focalfollow,agonism.winner
0E3,9E8,avoid,Male,Female,2015-04-15,AGS,focalfollow,agonism.winner
0E3,T03,avoid,Male,Female,2015-04-15,AGS,focalfollow,agonism.winner
0E3,2G4,avoid,Male,Female,2015-04-25,AGS,focalfollow,agonism.winner
0E3,7A2,avoid,Male,Male,2015-05-22,AGS,focalfollow,agonism.winner
0E3,98J,feargrm,Male,Female,2015-04-13,AGS,focalfollow,agonism.winner
0E3,15E,feargrm,Male,Female,2015-04-15,AGS,focalfollow,agonism.winner
0E3,unknown,threat,Male,Unknown,2015-04-13,AGS,focalfollow,agonism.winner
0F0,5C6,avoid,Female,Female,2015-03-03,AGS,focalfollow,agonism.winner
0F0,51Z,avoid,Female,Female,2015-04-01,AGS,focalfollow,agonism.winner
0F0,2G2,avoid,Female,Female,2015-05-26,AGS,focalfollow,agonism.winner
0F0,adult female,displace,Female,Unknown,2015-04-08,AGS,focalfollow,agonism.winner
0F0,51Z,noncontactagg,Female,Female,2015-04-10,AGS,focalfollow,agonism.winner
0F0,juvenile,threat,Female,Unknown,2015-03-26,AGS,focalfollow,agonism.winner
0G1,7C4,avoid,Male,Female,2015-04-01,AGS,focalfollow,agonism.winner
0G1,7C4,avoid,Male,Female,2015-04-01,AGS,focalfollow,agonism.winner
0G1,1G1,noncontactagg,Male,Female,2015-04-15,AGS,focalfollow,agonism.winner
0G1,1G1,noncontactagg,Male,Female,2015-05-05,AGS,focalfollow,agonism.winner
0G1,juvenile,threat,Male,Unknown,2015-04-10,AGS,focalfollow,agonism.winner
0G1,juvenile,threat,Male,Unknown,2015-04-10,AGS,focalfollow,agonism.winner
0G1,juvenile,threat,Male,Unknown,2015-04-10,AGS,focalfollow,agonism.winner
0G1,juvenile,threat,Male,Unknown,2015-04-15,AGS,focalfollow,agonism.winner
0G1,2G3,threat,Male,Female,2015-04-22,AGS,focalfollow,agonism.winner
0G1,juvenile,threat,Male,Unknown,2015-05-05,AGS,focalfollow,agonism.winner
0G1,juvenile,threat,Male,Unknown,2015-05-05,AGS,focalfollow,agonism.winner
12E,32Z,avoid,Male,Male,2015-03-04,AGS,focalfollow,agonism.winner
12E,32Z,avoid,Male,Male,2015-03-04,AGS,focalfollow,agonism.winner
12E,9D7,avoid,Male,Male,2015-04-08,AGS,focalfollow,agonism.winner
12E,9D7,avoid,Male,Male,2015-04-08,AGS,focalfollow,agonism.winner
12E,51Z,avoid,Male,Female,2015-04-25,AGS,focalfollow,agonism.winner
12E,18I,avoid,Male,Male,2015-04-25,AGS,focalfollow,agonism.winner
12E,80T,feargrm,Male,Male,2015-03-09,AGS,focalfollow,agonism.winner
12E,1G1,feargrm,Male,Female,2015-03-09,AGS,focalfollow,agonism.winner
12E,2E4,feargrm,Male,Female,2015-03-17,AGS,focalfollow,agonism.winner
12E,1G1,feargrm,Male,Female,2015-04-25,AGS,focalfollow,agonism.winner
12E,32Z,noncontactagg,Male,Male,2015-03-04,AGS,focalfollow,agonism.winner
12E,juvenile,noncontactagg,Male,Unknown,2015-03-04,AGS,focalfollow,agonism.winner
12E,juvenile,noncontactagg,Male,Unknown,2015-04-21,AGS,focalfollow,agonism.winner
12E,7C4,submit,Male,Female,2015-04-15,AGS,focalfollow,agonism.winner
12E,2G3,threat,Male,Female,2015-03-17,AGS,focalfollow,agonism.winner
12E,unknown,threat,Male,Unknown,2015-04-21,AGS,focalfollow,agonism.winner
12E,15E,threat,Male,Female,2015-05-07,AGS,focalfollow,agonism.winner
12E,infant,threat,Male,Unknown,2015-05-26,AGS,focalfollow,agonism.winner
12O,53Z,avoid,Male,Female,2015-03-03,AGS,focalfollow,agonism.winner
12O,15E,avoid,Male,Female,2015-03-20,AGS,focalfollow,agonism.winner
12O,0E3,avoid,Male,Male,2015-03-20,AGS,focalfollow,agonism.winner
12O,52Z,avoid,Male,Female,2015-04-08,AGS,focalfollow,agonism.winner
12O,81O,avoid,Male,Male,2015-04-08,AGS,focalfollow,agonism.winner
12O,25R,avoid,Male,Male,2015-04-08,AGS,focalfollow,agonism.winner
12O,5E8,avoid,Male,Female,2015-04-15,AGS,focalfollow,agonism.winner
12O,5E8,avoid,Male,Female,2015-05-05,AGS,focalfollow,agonism.winner
12O,1G1,avoid,Male,Female,2015-05-05,AGS,focalfollow,agonism.winner
12O,78I,avoid,Male,Female,2015-05-07,AGS,focalfollow,agonism.winner
12O,32Z,avoid,Male,Male,2015-05-22,AGS,focalfollow,agonism.winner
12O,81E,feargrm,Male,Female,2015-03-03,AGS,focalfollow,agonism.winner
12O,2G2,feargrm,Male,Female,2015-03-16,AGS,focalfollow,agonism.winner
12O,81O,feargrm,Male,Male,2015-04-08,AGS,focalfollow,agonism.winner
12O,T03,feargrm,Male,Female,2015-04-08,AGS,focalfollow,agonism.winner
12O,2G2,noncontactagg,Male,Female,2015-03-16,AGS,focalfollow,agonism.winner
12O,30Z,noncontactagg,Male,Male,2015-03-20,AGS,focalfollow,agonism.winner
12O,juvenile,noncontactagg,Male,Unknown,2015-03-20,AGS,focalfollow,agonism.winner
12O,adult male,noncontactagg,Male,Unknown,2015-04-08,AGS,focalfollow,agonism.winner
12O,25R,noncontactagg,Male,Male,2015-05-21,AGS,focalfollow,agonism.winner
12O,25R,noncontactagg,Male,Male,2015-05-21,AGS,focalfollow,agonism.winner
12O,5E8,submit,Male,Female,2015-03-20,AGS,focalfollow,agonism.winner
12O,infant,threat,Male,Unknown,2015-03-26,AGS,focalfollow,agonism.winner
12O,unknown,threat,Male,Unknown,2015-04-01,AGS,focalfollow,agonism.winner
12O,unknown,threat,Male,Unknown,2015-04-01,AGS,focalfollow,agonism.winner
12O,unknown,threat,Male,Unknown,2015-04-08,AGS,focalfollow,agonism.winner
12O,unknown,threat,Male,Unknown,2015-04-15,AGS,focalfollow,agonism.winner
12O,infant,threat,Male,Unknown,2015-04-20,AGS,focalfollow,agonism.winner
12O,25R,threat,Male,Male,2015-05-21,AGS,focalfollow,agonism.winner
12O,unknown,threat,Male,Unknown,2015-05-22,AGS,focalfollow,agonism.winner
13H,infant,noncontactagg,Female,Unknown,2015-04-01,AGS,focalfollow,agonism.winner
13H,juvenile,threat,Female,Unknown,2015-03-11,AGS,focalfollow,agonism.winner
13H,infant,threat,Female,Unknown,2015-04-01,AGS,focalfollow,agonism.winner
13H,infant,threat,Female,Unknown,2015-04-01,AGS,focalfollow,agonism.winner
13H,unknown,threat,Female,Unknown,2015-04-09,AGS,focalfollow,agonism.winner
14E,15E,avoid,Female,Female,2015-03-16,AGS,focalfollow,agonism.winner
14E,93T,avoid,Female,Female,2015-04-11,AGS,focalfollow,agonism.winner
14E,2G2,avoid,Female,Female,2015-04-11,AGS,focalfollow,agonism.winner
14E,78I,avoid,Female,Female,2015-04-11,AGS,focalfollow,agonism.winner
14E,0F0,avoid,Female,Female,2015-04-11,AGS,focalfollow,agonism.winner
14E,9E8,avoid,Female,Female,2015-04-28,AGS,focalfollow,agonism.winner
14E,5E8,avoid,Female,Female,2015-05-05,AGS,focalfollow,agonism.winner
14E,4C5,avoid,Female,Female,2015-05-20,AGS,focalfollow,agonism.winner
14E,T03,avoid,Female,Female,2015-05-20,AGS,focalfollow,agonism.winner
14E,juvenile,contactagg,Female,Unknown,2015-03-11,AGS,focalfollow,agonism.winner
14E,2G2,displace,Female,Female,2015-04-13,AGS,focalfollow,agonism.winner
14E,T03,displace,Female,Female,2015-04-13,AGS,focalfollow,agonism.winner
14E,15E,displace,Female,Female,2015-05-05,AGS,focalfollow,agonism.winner
14E,juvenile,noncontactagg,Female,Unknown,2015-04-11,AGS,focalfollow,agonism.winner
14E,1G1,noncontactagg,Female,Female,2015-04-11,AGS,focalfollow,agonism.winner
14E,1F9,noncontactagg,Female,Male,2015-04-11,AGS,focalfollow,agonism.winner
14E,infant,noncontactagg,Female,Unknown,2015-04-28,AGS,focalfollow,agonism.winner
14E,juvenile,noncontactagg,Female,Unknown,2015-05-05,AGS,focalfollow,agonism.winner
14E,juvenile,noncontactagg,Female,Unknown,2015-05-20,AGS,focalfollow,agonism.winner
14E,juvenile,noncontactagg,Female,Unknown,2015-05-20,AGS,focalfollow,agonism.winner
14E,8D3,submit,Female,Male,2015-05-05,AGS,focalfollow,agonism.winner
14E,4C5,threat,Female,Female,2015-03-11,AGS,focalfollow,agonism.winner
14E,juvenile,threat,Female,Unknown,2015-03-20,AGS,focalfollow,agonism.winner
14E,81O,threat,Female,Male,2015-03-31,AGS,focalfollow,agonism.winner
14E,juvenile,threat,Female,Unknown,2015-04-11,AGS,focalfollow,agonism.winner
14E,unknown,threat,Female,Unknown,2015-04-24,AGS,focalfollow,agonism.winner
14E,1G2,threat,Female,Female,2015-04-28,AGS,focalfollow,agonism.winner
15E,52Z,avoid,Female,Female,2015-03-24,AGS,focalfollow,agonism.winner
15E,52Z,avoid,Female,Female,2015-03-24,AGS,focalfollow,agonism.winner
15E,90T,avoid,Female,Female,2015-03-30,AGS,focalfollow,agonism.winner
15E,juvenile,contactagg,Female,Unknown,2015-04-14,AGS,focalfollow,agonism.winner
15E,juvenile,noncontactagg,Female,Unknown,2015-04-13,AGS,focalfollow,agonism.winner
18I,06O,avoid,Male,Male,2015-03-03,AGS,focalfollow,agonism.winner
18I,81E,avoid,Male,Female,2015-03-18,AGS,focalfollow,agonism.winner
18I,53Z,avoid,Male,Female,2015-04-10,AGS,focalfollow,agonism.winner
18I,3H0,avoid,Male,Female,2015-04-10,AGS,focalfollow,agonism.winner
18I,4C9,avoid,Male,Female,2015-04-15,AGS,focalfollow,agonism.winner
18I,2E4,avoid,Male,Female,2015-04-27,AGS,focalfollow,agonism.winner
18I,2G2,avoid,Male,Female,2015-05-22,AGS,focalfollow,agonism.winner
18I,2E4,contactagg,Male,Female,2015-03-25,AGS,focalfollow,agonism.winner
18I,infant,contactagg,Male,Unknown,2015-04-01,AGS,focalfollow,agonism.winner
18I,81O,contactagg,Male,Male,2015-04-01,AGS,focalfollow,agonism.winner
18I,infant,contactagg,Male,Unknown,2015-04-27,AGS,focalfollow,agonism.winner
18I,30J,displace,Male,Female,2015-03-11,AGS,focalfollow,agonism.winner
18I,9E8,displace,Male,Female,2015-03-20,AGS,focalfollow,agonism.winner
18I,12O,displace,Male,Male,2015-04-10,AGS,focalfollow,agonism.winner
18I,61D,feargrm,Male,Male,2015-04-01,AGS,focalfollow,agonism.winner
18I,0E3,feargrm,Male,Male,2015-04-01,AGS,focalfollow,agonism.winner
18I,85T,feargrm,Male,Female,2015-04-01,AGS,focalfollow,agonism.winner
18I,85T,feargrm,Male,Female,2015-05-20,AGS,focalfollow,agonism.winner
18I,00V,feargrm,Male,Female,2015-05-22,AGS,focalfollow,agonism.winner
18I,25R,noncontactagg,Male,Male,2015-03-03,AGS,focalfollow,agonism.winner
18I,juvenile,noncontactagg,Male,Unknown,2015-03-18,AGS,focalfollow,agonism.winner
18I,juvenile,noncontactagg,Male,Unknown,2015-04-27,AGS,focalfollow,agonism.winner
18I,juvenile,noncontactagg,Male,Unknown,2015-04-27,AGS,focalfollow,agonism.winner
18I,93T,submit,Male,Female,2015-03-18,AGS,focalfollow,agonism.winner
18I,47Z,submit,Male,Female,2015-03-20,AGS,focalfollow,agonism.winner
18I,0F0,submit,Male,Female,2015-04-10,AGS,focalfollow,agonism.winner
18I,25R,threat,Male,Male,2015-03-03,AGS,focalfollow,agonism.winner
18I,unknown,threat,Male,Unknown,2015-04-10,AGS,focalfollow,agonism.winner
18I,77I,threat,Male,Male,2015-04-10,AGS,focalfollow,agonism.winner
18I,9E8,threat,Male,Female,2015-04-27,AGS,focalfollow,agonism.winner
18I,infant,threat,Male,Unknown,2015-05-04,AGS,focalfollow,agonism.winner
19T,90T,avoid,Male,Female,2015-03-04,AGS,focalfollow,agonism.winner
19T,4C9,avoid,Male,Female,2015-03-04,AGS,focalfollow,agonism.winner
19T,1B0,avoid,Male,Female,2015-03-04,AGS,focalfollow,agonism.winner
19T,1G0,avoid,Male,Female,2015-03-16,AGS,focalfollow,agonism.winner
19T,90T,avoid,Male,Female,2015-03-20,AGS,focalfollow,agonism.winner
19T,90T,avoid,Male,Female,2015-03-20,AGS,focalfollow,agonism.winner
19T,90T,avoid,Male,Female,2015-03-20,AGS,focalfollow,agonism.winner
19T,1G0,avoid,Male,Female,2015-03-20,AGS,focalfollow,agonism.winner
19T,4D3,avoid,Male,Male,2015-04-11,AGS,focalfollow,agonism.winner
19T,2E4,avoid,Male,Female,2015-04-28,AGS,focalfollow,agonism.winner
19T,4C3,avoid,Male,Male,2015-05-21,AGS,focalfollow,agonism.winner
19T,0G1,avoid,Male,Male,2015-05-22,AGS,focalfollow,agonism.winner
19T,1B0,noncontactagg,Male,Female,2015-03-04,AGS,focalfollow,agonism.winner
19T,2G4,noncontactagg,Male,Female,2015-03-20,AGS,focalfollow,agonism.winner
19T,4G8,noncontactagg,Male,Male,2015-04-24,AGS,focalfollow,agonism.winner
19T,4D3,noncontactagg,Male,Male,2015-04-24,AGS,focalfollow,agonism.winner
19T,80T,noncontactagg,Male,Male,2015-05-18,AGS,focalfollow,agonism.winner
19T,4G8,threat,Male,Male,2015-04-24,AGS,focalfollow,agonism.winner
19T,juvenile,threat,Male,Unknown,2015-04-24,AGS,focalfollow,agonism.winner
1A6,53Z,avoid,Male,Female,2015-03-23,AGS,focalfollow,agonism.winner
1A6,78I,avoid,Male,Female,2015-03-23,AGS,focalfollow,agonism.winner
1A6,9D7,avoid,Male,Male,2015-04-28,AGS,focalfollow,agonism.winner
1A6,infant,contactagg,Male,Unknown,2015-03-23,AGS,focalfollow,agonism.winner
1A6,8D8,feargrm,Male,Male,2015-04-16,AGS,focalfollow,agonism.winner
1A6,infant,noncontactagg,Male,Unknown,2015-03-23,AGS,focalfollow,agonism.winner
1A6,juvenile,noncontactagg,Male,Unknown,2015-03-23,AGS,focalfollow,agonism.winner
1A6,4C3,noncontactagg,Male,Male,2015-03-31,AGS,focalfollow,agonism.winner
1A6,unknown,threat,Male,Unknown,2015-03-03,AGS,focalfollow,agonism.winner
1A6,unknown,threat,Male,Unknown,2015-03-31,AGS,focalfollow,agonism.winner
1A6,unknown,threat,Male,Unknown,2015-03-31,AGS,focalfollow,agonism.winner
1A6,4C3,threat,Male,Male,2015-03-31,AGS,focalfollow,agonism.winner
1A6,unknown,threat,Male,Unknown,2015-03-31,AGS,focalfollow,agonism.winner
1A6,juvenile,threat,Male,Unknown,2015-04-30,AGS,focalfollow,agonism.winner
1A6,juvenile,threat,Male,Unknown,2015-04-30,AGS,focalfollow,agonism.winner
1A6,infant,threat,Male,Unknown,2015-05-21,AGS,focalfollow,agonism.winner
1A6,infant,threat,Male,Unknown,2015-05-21,AGS,focalfollow,agonism.winner
1A6,unknown,threat,Male,Unknown,2015-05-28,AGS,focalfollow,agonism.winner
1B0,juvenile,noncontactagg,Female,Unknown,2015-03-11,AGS,focalfollow,agonism.winner
1B0,juvenile,noncontactagg,Female,Unknown,2015-03-11,AGS,focalfollow,agonism.winner
1B0,infant,noncontactagg,Female,Unknown,2015-04-15,AGS,focalfollow,agonism.winner
1B1,4C9,avoid,Male,Female,2015-03-03,AGS,focalfollow,agonism.winner
1B1,T03,avoid,Male,Female,2015-03-03,AGS,focalfollow,agonism.winner
1B1,00V,avoid,Male,Female,2015-03-19,AGS,focalfollow,agonism.winner
1B1,98J,avoid,Male,Female,2015-03-26,AGS,focalfollow,agonism.winner
1B1,98J,avoid,Male,Female,2015-03-26,AGS,focalfollow,agonism.winner
1B1,1B0,avoid,Male,Female,2015-04-11,AGS,focalfollow,agonism.winner
1B1,45Z,avoid,Male,Female,2015-04-13,AGS,focalfollow,agonism.winner
1B1,5C6,avoid,Male,Female,2015-04-20,AGS,focalfollow,agonism.winner
1B1,adult male,contactagg,Male,Unknown,2015-03-26,AGS,focalfollow,agonism.winner
1B1,1G0,displace,Male,Female,2015-03-03,AGS,focalfollow,agonism.winner
1B1,9D7,displace,Male,Male,2015-03-17,AGS,focalfollow,agonism.winner
1B1,30J,displace,Male,Female,2015-03-26,AGS,focalfollow,agonism.winner
1B1,1G1,displace,Male,Female,2015-04-02,AGS,focalfollow,agonism.winner
1B1,8D3,displace,Male,Male,2015-04-13,AGS,focalfollow,agonism.winner
1B1,04I,displace,Male,Male,2015-05-18,AGS,focalfollow,agonism.winner
1B1,adult male,feargrm,Male,Unknown,2015-03-26,AGS,focalfollow,agonism.winner
1B1,80T,feargrm,Male,Male,2015-04-13,AGS,focalfollow,agonism.winner
