id,sex,year.of.birth,age,mother,father,behavioral.mother,group.at.birth,rank,ordinal.rank,percofsex.dominanted,idcode,hrs.focalfollowed,focalcutoff_met
63V,F,2003,10,89C,60E,89C,F,46,L,30.303,6322,9.5,Y
7B7,F,2005,8,89C,65F,89C,F,47,L,28.788,7027,9.666666666666666,Y
42L,F,1999,14,J91,I37,J91,F,48,L,27.273,4212,9.5,Y
0C6,F,2005,8,42L,01K,42L,F,49,L,25.758,36,9.333333333333334,Y
87K,F,1998,15,J91,H87,J91,F,50,L,24.242,8711,9.333333333333334,Y
00J,F,1998,15,I88,S94,I88,F,51,L,22.727,10,9.833333333333334,Y
4C2,F,2005,8,00J,15N,00J,F,52,L,21.212,4032,10,Y
36Z,F,2004,9,00J,79H,00J,F,53,L,19.697,3626,9.666666666666666,Y
62V,F,2003,10,78A,79H,78A,F,54,L,18.182,6222,9.5,Y
74S,F,2003,10,78A,86D,78A,F,55,L,16.667,7419,6.166666666666667,Y
29B,F,1993,20,C38,C56,C38,F,56,L,15.152,2902,9.666666666666666,Y
0A9,F,2004,9,29B,08N,29B,F,57,L,13.636,19,9.666666666666666,Y
03J,F,1997,16,O69,V79,O69,F,58,L,12.121,310,9,Y
9C2,F,2006,7,03J,48L,03J,F,59,L,10.606,9032,9.666666666666666,Y
93Z,F,2004,9,03J,09K,03J,F,60,L,9.091,9326,9.5,Y
35N,F,2000,13,N12,H87,N12,F,61,L,7.576,3514,9.5,Y
9A4,F,2004,9,35N,85B,35N,F,62,L,6.061,9014,9.833333333333334,Y
24B,F,1993,20,985,C18,985,F,63,L,4.545,2402,10,Y
28J,F,1998,15,985,H87,985,F,64,L,3.03,2810,2.8333333333333335,N
68V,F,2004,9,N12,10D,N12,F,65,L,1.515,6822,9.833333333333334,Y
07D,M,1995,18,L19,K85,L19,R,1,H,100,704,10.166666666666666,Y
43P,M,2001,12,H74,K32,H74,F,2,H,97.56097561,4316,9.833333333333334,Y
30C,M,1994,19,953,J19,953,S,3,H,95.12195122,3003,9.666666666666666,Y
96B,M,1994,19,D07,E05,D07,R,4,H,92.68292683,9602,10.166666666666666,Y
04I,M,1997,16,44B,F26,55A,F,5,H,90.24390244,409,9.166666666666666,Y
0B8,M,2004,9,28A,48G,28A,R,6,H,87.80487805,28,9.5,Y
28B,M,1993,20,J28,G09,J28,F,7,H,85.36585366,2802,9.833333333333334,Y
9D1,M,2006,7,82L,08N,82L,F,8,H,82.92682927,9042,9.5,Y
04Z,M,2004,9,O35,50B,O35,S,9,H,80.48780488,426,5.5,Y
22R,M,2001,12,J74,17A,J74,S,10,M,78.04878049,2218,2.6666666666666665,N
12Z,M,2003,10,G43,40C,G43,HH,11,M,75.6097561,1226,9.333333333333334,Y
42T,M,2002,11,K28,L83,K28,R,12,M,73.17073171,4220,8.333333333333334,Y
8A7,M,2004,9,46K,31I,46K,R,13,M,70.73170732,8017,9.333333333333334,Y
60T,M,2002,11,10C,25I,10C,R,15,M,65.85365854,6020,9.666666666666666,Y
18Z,M,2004,9,NA,51A,T98,V,16,M,63.41463415,1826,9.833333333333334,Y
96Z,M,2004,9,50K,69I,50K,R,17,M,60.97560976,9626,9,Y
5B0,M,2005,8,81I,57D,81I,S,18,M,58.53658537,5020,2.8333333333333335,N
7B2,M,2005,8,67F,21B,67F,V,19,M,56.09756098,7022,7.5,Y
29H,M,1997,16,C63,T53,C63,BB,20,M,53.65853659,2908,9.833333333333334,Y
8B5,M,2005,8,32G,61B,32G,V,21,M,51.2195122,8025,6.5,Y
3B9,M,2005,8,15O,50G,15O,R,22,L,48.7804878,3029,9.166666666666666,Y
88T,M,2003,10,81E,84G,81E,V,23,L,46.34146341,8820,8.666666666666666,Y
8C0,M,2006,7,93O,94H,37D,KK,24,L,43.90243902,8030,10,Y
2C9,M,2005,8,38E,80B,38E,R,25,L,41.46341463,2039,9.5,Y
30L,M,2000,13,L66,Z00,L66,V,26,L,39.02439024,3012,7.666666666666667,Y
31S,M,2001,12,03H,79B,03H,R,27,L,36.58536585,3119,3.8333333333333335,Y
3E1,M,2006,7,90S,08O,90S,HH,28,L,34.14634146,3051,2.6666666666666665,N
3E4,M,2006,7,30D,50G,30D,R,29,L,31.70731707,3054,10,Y
17L,M,1999,14,B10,X58,B10,BB,30,L,29.26829268,1712,1.3333333333333333,N
5D2,M,2006,7,16S,15N,16S,HH,32,L,24.3902439,5042,3.6666666666666665,N
50P,M,2001,12,56E,I37,56E,F,33,L,21.95121951,5016,5.5,Y
60E,M,1996,17,N12,H90,N12,F,36,L,14.63414634,6005,0.5,N
61D,M,1995,18,O53,D11,O53,F,37,L,12.19512195,6104,0.16666666666666666,N
6B2,M,2005,8,76L,22O,76L,R,39,L,7.317073171,6022,10.5,Y
8C9,M,2006,7,59F,99L,59F,R,40,L,4.87804878,8039,4.5,Y
8C2,M,2006,7,61K,25I,61K,R,41,L,0,8032,4.5,Y
0E3,M,2006,7,L19,20J,L19,R,NA,NA,NA,53,2.1666666666666665,N
