id,sex,year.of.birth,age,mother,father,behavioral.mother,group.at.birth,rank,ordinal.rank,percofsex.dominanted,idcode,hrs.focalfollowed,focalcutoff_met
43F,F,1996,17,Z14,R70,Z14,F,1,H,100,4306,9.833333333333334,Y
5C0,F,2005,8,43F,08N,43F,F,2,H,96.97,5030,10,Y
43J,F,1998,15,H74,O23,H74,F,3,H,95.455,4310,9.666666666666666,Y
4C1,F,2005,8,43J,07D,43J,F,4,H,93.939,4031,9.666666666666666,Y
82A,F,1993,20,H74,H87,H74,F,5,H,92.424,8201,10.333333333333334,Y
9D8,F,2006,7,85S,84E,85S,F,6,H,90.909,9048,9.666666666666666,Y
6C0,F,2006,7,82A,08N,82A,F,7,H,89.394,6030,9.666666666666666,Y
3E2,F,2006,7,04N,48L,04N,F,8,H,87.879,3052,9.833333333333334,Y
17C,F,1994,19,R65,G07,R65,F,9,H,86.364,1703,9.666666666666666,Y
98T,F,2004,9,R65,30C,R65,F,10,H,84.848,9820,10.333333333333334,Y
04N,F,2000,13,17C,Z06,17C,F,11,H,83.333,414,9.833333333333334,Y
60P,F,2000,13,42B,29C,42B,F,12,H,81.818,6016,9.833333333333334,Y
62H,F,1996,17,O53,H87,O53,F,13,H,80.303,6208,10.166666666666666,Y
92D,F,1994,19,K00,D11,K00,F,14,M,78.788,9204,9.333333333333334,Y
0A4,F,2004,9,62H,07D,62H,F,15,M,77.273,14,10.166666666666666,Y
K00,F,1986,27,NA,NA,930,F,16,M,75.758,1100,10.166666666666666,Y
82L,F,2000,13,NA,56C,27C,F,17,M,74.242,8212,10,Y
59A,F,1992,21,NA,658,J97,F,18,M,72.727,5901,10.333333333333334,Y
64P,F,2000,13,39B,85B,39B,F,19,M,71.212,6416,9.5,Y
1C0,F,2005,8,V65,08N,V65,F,20,M,69.697,1030,9.666666666666666,Y
44J,F,1997,16,48B,51A,48B,F,21,M,68.182,4410,9.666666666666666,Y
2A8,F,2004,9,44J,86D,44J,F,22,M,66.667,2018,9.666666666666666,Y
32S,F,2001,12,V65,45A,V65,F,23,M,65.152,3219,9.833333333333334,Y
O52,F,1988,25,577,C18,577,F,24,M,63.636,1552,10.333333333333334,Y
50S,F,2002,11,Z08,10D,Z08,F,25,M,62.121,5019,9.666666666666666,Y
7C0,F,2005,8,O52,64K,O52,F,26,M,60.606,7030,9.666666666666666,Y
88I,F,1997,16,23B,K42,23B,F,27,M,59.091,8809,5.833333333333333,Y
56E,F,1996,17,C26,S94,C26,F,28,M,57.576,5605,9.666666666666666,Y
73B,F,1994,19,C26,NA,C26,F,29,M,56.061,7302,6.5,Y
8B0,F,2005,8,48B,08N,48B,F,30,M,54.545,8020,10.166666666666666,Y
90D,F,1995,18,D69,C98,D69,F,31,M,53.03,9004,9.666666666666666,Y
00O,F,1999,14,90D,56C,90D,F,32,M,51.515,15,10.5,Y
50I,F,1997,16,64A,S56,64A,F,33,M,50,5009,9.666666666666666,Y
79Z,F,2004,9,64A,79H,64A,F,34,L,48.485,7926,10.166666666666666,Y
40L,F,1999,14,64A,Z06,64A,F,35,L,46.97,4012,9.833333333333334,Y
2A7,F,2004,9,40L,79H,40L,F,36,L,45.455,2017,10.333333333333334,Y
61J,F,1999,14,V58,V79,V58,F,37,L,43.939,6110,9.833333333333334,Y
64D,F,1995,18,I68,NA,I68,F,38,L,42.424,6404,9.833333333333334,Y
20F,F,1996,17,R68,H87,R68,F,39,L,40.909,2006,9.833333333333334,Y
55V,F,2003,10,J92,90B,J92,F,40,L,39.394,5522,10.166666666666666,Y
34N,F,1999,14,J92,R70,J92,F,41,L,37.879,3414,9,Y
57H,F,1997,16,699,J26,699,F,42,L,36.364,5708,9.666666666666666,Y
3C3,F,2005,8,43I,65F,43I,F,43,L,34.848,3033,9.666666666666666,Y
7D8,F,2006,7,47L,09K,47L,F,44,L,33.333,7048,9.833333333333334,Y
1A3,F,2004,9,34N,86D,34N,F,45,L,31.818,1013,9.5,Y
