agonism_winner,agonism_loser,agonism_type,winner_sex,loser_sex,date,observer,data_source,focal_individual
0E2,juvenile,noncontactagg,Female,Unknown,2015-02-16,JN,focalfollow,agonism.winner
0E2,juvenile,threat,Female,Unknown,2015-02-16,JN,focalfollow,agonism.winner
0E2,6B0,displace,Female,Female,2015-02-16,JN,focalfollow,agonism.winner
1D5,juvenile,threat,Male,Unknown,2015-02-16,JN,focalfollow,agonism.winner
1D5,0B4,avoid,Male,Female,2015-02-16,JN,focalfollow,agonism.winner
1E7,54N,contactagg,Female,Female,2015-02-16,JN,focalfollow,agonism.winner
1E7,juvenile,contactagg,Female,Unknown,2015-02-16,JN,focalfollow,agonism.winner
3A7,infant,noncontactagg,Female,Unknown,2015-02-16,JN,focalfollow,agonism.winner
3F4,0E1,avoid,Female,Female,2015-02-16,JN,focalfollow,agonism.winner
3F4,09Z,avoid,Female,Female,2015-02-16,JN,focalfollow,agonism.winner
4H2,juvenile,threat,Male,Unknown,2015-02-16,JN,focalfollow,agonism.winner
4H2,juvenile,threat,Male,Unknown,2015-02-16,JN,focalfollow,agonism.winner
69O,31V,avoid,Female,Female,2015-02-16,JN,focalfollow,agonism.winner
7B3,8F0,avoid,Male,Female,2015-02-16,JN,focalfollow,agonism.winner
0B5,adult female,noncontactagg,Female,Unknown,2015-02-17,JN,focalfollow,agonism.winner
0B5,juvenile,noncontactagg,Female,Unknown,2015-02-17,JN,focalfollow,agonism.winner
0F6,juvenile,noncontactagg,Female,Unknown,2015-02-17,JN,focalfollow,agonism.winner
25L,juvenile,threat,Male,Unknown,2015-02-17,JN,focalfollow,agonism.winner
2F0,1E6,contactagg,Female,Female,2015-02-17,JN,focalfollow,agonism.winner
2F0,0E2,noncontactagg,Female,Female,2015-02-17,JN,focalfollow,agonism.winner
2F0,87F,contactagg,Female,Female,2015-02-17,JN,focalfollow,agonism.winner
39L,4A5,avoid,Male,Female,2015-02-17,JN,focalfollow,agonism.winner
