groom_giver,groom_reciever,constrained_duration,observation_name
4F1,27J,158,2015-04-01_4F1_EB_5
4F1,27J,173,2015-04-01_4F1_EB_5
16R,4F1,457,2015-03-02_16R_EB_6
46Z,51V,61,2015-03-02_46Z_EB_3
44V,0B6,200,2015-03-03_44V_EB_5
7F0,37V,47,2015-03-03_7F0_EB_6
53E,07D,221,2015-03-04_53E_EB_4
44V,2D0,246,2015-05-05_44V_EB_3
27N,2J2,84,2015-04-07_27N_EB_5
94H,62R,44,2015-04-07_94H_EB_5
11Z,3F5,15,2015-05-07_11Z_EB_6
27N,2B1,16,2015-04-08_27N_EB_2
2D0,49V,46,2015-04-08_2D0_EB_5
46Z,9H9,370,2015-04-08_46Z_EB_6
6F1,44V,184,2015-08-10_6F1_DP_5
83Z,56K,444,2015-08-12_83Z_DP_6
1E2,24V,324,2015-08-14_1E2_DP_3
5H4,5H4,374,2015-08-14_5H4_DP_2
1C5,51V,168,2015-08-17_1C5_DP_4
73Z,93O,96,2015-08-18_73Z_DP_4
51V,9H9,308,2015-08-20_51V_DP_2
24V,62R,37,2015-08-31_24V_DP_5
51J,0B6,3,2015-08-31_51J_DP_3
25P,86Z,403,2015-03-09_25P_EB_6
56K,2C3,216,2015-03-09_56K_EB_1
6D6,27J,115,2015-03-09_6D6_EB_3
6D6,27J,336,2015-03-09_6D6_EB_3
2C3,76J,32,2015-04-09_2C3_EB_2
6C2,3F7,39,2015-09-08_6C2_DP_5
6D4,4D8,435,2015-09-09_6D4_DP_4
73Z,1C7,150,2015-09-09_73Z_DP_6
2D0,1C7,117,2015-09-01_2D0_DP_4
55J,7F0,53,2015-09-01_55J_DP_5
16R,49V,277,2015-09-16_16R_DP_4
6A9,98Z,212,2015-09-16_6A9_DP_6
1E2,3F7,215,2015-09-17_1E2_DP_2
1E2,3F7,79,2015-09-17_1E2_DP_2
51V,7F0,136,2015-09-17_51V_DP_2
51V,2C4,307,2015-09-17_51V_DP_2
62R,0B6,7,2015-09-17_62R_DP_6
86Z,4D8,108,2015-09-17_86Z_DP_5
86Z,4D8,112,2015-09-17_86Z_DP_5
44V,93O,87,2015-09-18_44V_DP_4
44V,93O,51,2015-09-18_44V_DP_4
51V,0C7,219,2015-09-18_51V_DP_4
5H4,94H,349,2015-09-18_5H4_DP_6
19A,6D9,97,2015-09-02_19A_DP_4
3F5,93O,103,2015-09-21_3F5_DP_5
9H9,93O,255,2015-09-21_9H9_DP_5
1E2,24V,206,2015-09-29_1E2_DP_3
9H9,7F0,100,2015-09-30_9H9_DP_5
24V,83Z,291,2015-10-01_24V_DP_1
5H4,27N,231,2015-10-01_5H4_DP_1
3G3,11Z,33,2015-03-10_3G3_EB_3
3G3,11Z,28,2015-03-10_3G3_EB_3
9H9,46Z,80,2015-03-10_9H9_EB_6
1C5,9C8,209,2015-04-10_1C5_EB_5
76J,4D8,71,2015-04-10_76J_EB_3
6D4,9H9,106,2015-10-05_6D4_DP_4
6D4,62R,189,2015-10-07_6D4_DP_5
6D4,5H4,65,2015-10-07_6D4_DP_5
51J,24V,275,2015-10-08_51J_DP_1
